ano,semana,tipo_dx,n,region,fecha
2000,15,P,3,Amazonas,2000-04-10
2000,16,P,3,Amazonas,2000-04-17
2000,17,P,6,Amazonas,2000-04-24
2000,18,C,13,Amazonas,2000-05-01
2000,18,P,13,Amazonas,2000-05-01
2000,19,C,27,Amazonas,2000-05-08
2000,19,P,31,Amazonas,2000-05-08
2000,20,C,24,Amazonas,2000-05-15
2000,20,P,72,Amazonas,2000-05-15
2000,21,C,2,Amazonas,2000-05-22
2000,21,P,37,Amazonas,2000-05-22
2000,22,C,4,Amazonas,2000-05-29
2000,22,P,31,Amazonas,2000-05-29
2000,23,C,7,Amazonas,2000-06-05
2000,23,P,19,Amazonas,2000-06-05
2000,24,C,2,Amazonas,2000-06-12
2000,24,P,13,Amazonas,2000-06-12
2000,25,C,2,Amazonas,2000-06-19
2000,25,P,6,Amazonas,2000-06-19
2000,26,C,2,Amazonas,2000-06-26
2000,27,P,15,Amazonas,2000-07-03
2000,28,P,4,Amazonas,2000-07-10
2000,29,P,1,Amazonas,2000-07-17
2000,33,P,1,Amazonas,2000-08-14
2000,40,P,1,Amazonas,2000-10-02
2000,47,P,1,Amazonas,2000-11-20
2000,48,P,1,Amazonas,2000-11-27
2001,2,C,3,Amazonas,2001-01-15
2001,4,C,2,Amazonas,2001-01-29
2001,5,C,3,Amazonas,2001-02-05
2001,5,P,2,Amazonas,2001-02-05
2001,6,C,7,Amazonas,2001-02-12
2001,6,P,7,Amazonas,2001-02-12
2001,7,C,8,Amazonas,2001-02-19
2001,7,P,35,Amazonas,2001-02-19
2001,8,C,6,Amazonas,2001-02-26
2001,8,P,52,Amazonas,2001-02-26
2001,9,C,17,Amazonas,2001-03-05
2001,9,P,55,Amazonas,2001-03-05
2001,10,C,6,Amazonas,2001-03-12
2001,10,P,46,Amazonas,2001-03-12
2001,11,C,12,Amazonas,2001-03-19
2001,11,P,38,Amazonas,2001-03-19
2001,12,C,9,Amazonas,2001-03-26
2001,12,P,42,Amazonas,2001-03-26
2001,13,C,8,Amazonas,2001-04-02
2001,13,P,40,Amazonas,2001-04-02
2001,14,C,7,Amazonas,2001-04-09
2001,14,P,24,Amazonas,2001-04-09
2001,15,C,7,Amazonas,2001-04-16
2001,15,P,21,Amazonas,2001-04-16
2001,16,C,7,Amazonas,2001-04-23
2001,16,P,29,Amazonas,2001-04-23
2001,17,C,5,Amazonas,2001-04-30
2001,17,P,30,Amazonas,2001-04-30
2001,18,C,5,Amazonas,2001-05-07
2001,18,P,42,Amazonas,2001-05-07
2001,19,C,4,Amazonas,2001-05-14
2001,19,P,20,Amazonas,2001-05-14
2001,20,C,2,Amazonas,2001-05-21
2001,20,P,32,Amazonas,2001-05-21
2001,21,P,17,Amazonas,2001-05-28
2001,22,C,1,Amazonas,2001-06-04
2001,22,P,9,Amazonas,2001-06-04
2001,23,P,4,Amazonas,2001-06-11
2001,24,P,4,Amazonas,2001-06-18
2001,25,P,1,Amazonas,2001-06-25
2001,27,P,1,Amazonas,2001-07-09
2001,28,P,1,Amazonas,2001-07-16
2001,29,P,1,Amazonas,2001-07-23
2001,32,P,1,Amazonas,2001-08-13
2001,34,P,1,Amazonas,2001-08-27
2001,35,P,1,Amazonas,2001-09-03
2001,36,P,2,Amazonas,2001-09-10
2001,37,P,4,Amazonas,2001-09-17
2001,38,P,2,Amazonas,2001-09-24
2001,39,P,6,Amazonas,2001-10-01
2001,40,P,2,Amazonas,2001-10-08
2001,46,P,1,Amazonas,2001-11-19
2002,10,P,1,Amazonas,2002-03-11
2002,18,C,1,Amazonas,2002-05-06
2002,20,C,1,Amazonas,2002-05-20
2002,22,C,1,Amazonas,2002-06-03
2002,23,P,1,Amazonas,2002-06-10
2002,29,C,1,Amazonas,2002-07-22
2002,30,C,1,Amazonas,2002-07-29
2002,31,C,2,Amazonas,2002-08-05
2002,32,P,1,Amazonas,2002-08-12
2002,36,C,2,Amazonas,2002-09-09
2002,37,C,2,Amazonas,2002-09-16
2002,42,C,1,Amazonas,2002-10-21
2002,43,C,2,Amazonas,2002-10-28
2002,44,C,4,Amazonas,2002-11-04
2002,44,P,1,Amazonas,2002-11-04
2002,45,C,3,Amazonas,2002-11-11
2002,46,C,4,Amazonas,2002-11-18
2002,49,C,1,Amazonas,2002-12-09
2003,1,C,4,Amazonas,2003-01-06
2003,2,C,8,Amazonas,2003-01-13
2003,3,C,11,Amazonas,2003-01-20
2003,4,C,14,Amazonas,2003-01-27
2003,5,C,7,Amazonas,2003-02-03
2003,6,C,7,Amazonas,2003-02-10
2003,6,P,1,Amazonas,2003-02-10
2003,7,C,9,Amazonas,2003-02-17
2003,8,C,9,Amazonas,2003-02-24
2003,9,C,9,Amazonas,2003-03-03
2003,10,C,2,Amazonas,2003-03-10
2003,11,C,6,Amazonas,2003-03-17
2003,12,C,1,Amazonas,2003-03-24
2003,14,C,4,Amazonas,2003-04-07
2003,16,C,4,Amazonas,2003-04-21
2003,20,C,1,Amazonas,2003-05-19
2003,21,C,1,Amazonas,2003-05-26
2003,22,C,1,Amazonas,2003-06-02
2003,23,C,2,Amazonas,2003-06-09
2003,24,C,6,Amazonas,2003-06-16
2003,25,C,6,Amazonas,2003-06-23
2003,26,C,1,Amazonas,2003-06-30
2003,27,C,2,Amazonas,2003-07-07
2003,28,C,1,Amazonas,2003-07-14
2003,30,C,1,Amazonas,2003-07-28
2003,31,C,1,Amazonas,2003-08-04
2003,32,C,5,Amazonas,2003-08-11
2003,33,C,3,Amazonas,2003-08-18
2003,34,C,3,Amazonas,2003-08-25
2003,35,C,1,Amazonas,2003-09-01
2003,36,C,1,Amazonas,2003-09-08
2003,37,C,4,Amazonas,2003-09-15
2003,38,C,1,Amazonas,2003-09-22
2003,39,C,1,Amazonas,2003-09-29
2003,39,P,1,Amazonas,2003-09-29
2003,42,C,1,Amazonas,2003-10-20
2003,45,P,1,Amazonas,2003-11-10
2003,46,C,1,Amazonas,2003-11-17
2003,52,C,1,Amazonas,2003-12-29
2004,1,C,1,Amazonas,2004-01-05
2004,3,C,1,Amazonas,2004-01-19
2004,3,P,2,Amazonas,2004-01-19
2004,4,C,4,Amazonas,2004-01-26
2004,4,P,2,Amazonas,2004-01-26
2004,5,C,2,Amazonas,2004-02-02
2004,6,C,1,Amazonas,2004-02-09
2004,6,P,2,Amazonas,2004-02-09
2004,7,C,2,Amazonas,2004-02-16
2004,7,P,2,Amazonas,2004-02-16
2004,8,C,7,Amazonas,2004-02-23
2004,8,P,3,Amazonas,2004-02-23
2004,9,P,6,Amazonas,2004-03-01
2004,10,C,1,Amazonas,2004-03-08
2004,10,P,1,Amazonas,2004-03-08
2004,11,P,1,Amazonas,2004-03-15
2004,12,C,2,Amazonas,2004-03-22
2004,12,P,2,Amazonas,2004-03-22
2004,13,P,6,Amazonas,2004-03-29
2004,14,P,5,Amazonas,2004-04-05
2004,15,C,1,Amazonas,2004-04-12
2004,15,P,6,Amazonas,2004-04-12
2004,16,P,2,Amazonas,2004-04-19
2004,17,P,1,Amazonas,2004-04-26
2004,18,P,2,Amazonas,2004-05-03
2004,19,P,2,Amazonas,2004-05-10
2004,20,C,1,Amazonas,2004-05-17
2004,20,P,1,Amazonas,2004-05-17
2004,22,P,2,Amazonas,2004-05-31
2004,23,P,4,Amazonas,2004-06-07
2004,24,P,2,Amazonas,2004-06-14
2004,25,C,1,Amazonas,2004-06-21
2004,25,P,3,Amazonas,2004-06-21
2004,27,C,1,Amazonas,2004-07-05
2004,28,C,1,Amazonas,2004-07-12
2004,28,P,3,Amazonas,2004-07-12
2004,30,C,2,Amazonas,2004-07-26
2004,30,P,2,Amazonas,2004-07-26
2004,31,C,1,Amazonas,2004-08-02
2004,31,P,1,Amazonas,2004-08-02
2004,32,C,4,Amazonas,2004-08-09
2004,32,P,2,Amazonas,2004-08-09
2004,33,C,4,Amazonas,2004-08-16
2004,33,P,10,Amazonas,2004-08-16
2004,34,C,3,Amazonas,2004-08-23
2004,34,P,7,Amazonas,2004-08-23
2004,35,C,4,Amazonas,2004-08-30
2004,35,P,8,Amazonas,2004-08-30
2004,36,C,3,Amazonas,2004-09-06
2004,36,P,8,Amazonas,2004-09-06
2004,37,C,3,Amazonas,2004-09-13
2004,37,P,14,Amazonas,2004-09-13
2004,38,C,4,Amazonas,2004-09-20
2004,38,P,12,Amazonas,2004-09-20
2004,39,P,29,Amazonas,2004-09-27
2004,40,C,2,Amazonas,2004-10-04
2004,40,P,25,Amazonas,2004-10-04
2004,41,C,5,Amazonas,2004-10-11
2004,41,P,14,Amazonas,2004-10-11
2004,42,C,3,Amazonas,2004-10-18
2004,42,P,3,Amazonas,2004-10-18
2004,43,C,2,Amazonas,2004-10-25
2004,43,P,6,Amazonas,2004-10-25
2004,44,P,8,Amazonas,2004-11-01
2004,45,C,1,Amazonas,2004-11-08
2004,45,P,2,Amazonas,2004-11-08
2004,46,P,2,Amazonas,2004-11-15
2004,47,C,1,Amazonas,2004-11-22
2004,47,P,6,Amazonas,2004-11-22
2004,48,P,2,Amazonas,2004-11-29
2004,49,P,6,Amazonas,2004-12-06
2004,50,P,5,Amazonas,2004-12-13
2004,51,P,3,Amazonas,2004-12-20
2004,52,P,9,Amazonas,2004-12-27
2005,1,C,5,Amazonas,2005-01-03
2005,1,P,3,Amazonas,2005-01-03
2005,2,C,6,Amazonas,2005-01-10
2005,2,P,8,Amazonas,2005-01-10
2005,3,C,7,Amazonas,2005-01-17
2005,3,P,8,Amazonas,2005-01-17
2005,4,C,6,Amazonas,2005-01-24
2005,4,P,5,Amazonas,2005-01-24
2005,5,C,3,Amazonas,2005-01-31
2005,5,P,8,Amazonas,2005-01-31
2005,6,C,1,Amazonas,2005-02-07
2005,6,P,7,Amazonas,2005-02-07
2005,7,C,1,Amazonas,2005-02-14
2005,7,P,4,Amazonas,2005-02-14
2005,8,C,3,Amazonas,2005-02-21
2005,8,P,1,Amazonas,2005-02-21
2005,9,P,6,Amazonas,2005-02-28
2005,10,C,2,Amazonas,2005-03-07
2005,10,P,6,Amazonas,2005-03-07
2005,11,P,2,Amazonas,2005-03-14
2005,13,C,2,Amazonas,2005-03-28
2005,14,C,4,Amazonas,2005-04-04
2005,14,P,7,Amazonas,2005-04-04
2005,15,C,7,Amazonas,2005-04-11
2005,15,P,3,Amazonas,2005-04-11
2005,16,C,10,Amazonas,2005-04-18
2005,16,P,6,Amazonas,2005-04-18
2005,17,C,5,Amazonas,2005-04-25
2005,17,P,9,Amazonas,2005-04-25
2005,18,C,15,Amazonas,2005-05-02
2005,18,P,28,Amazonas,2005-05-02
2005,19,C,9,Amazonas,2005-05-09
2005,19,P,39,Amazonas,2005-05-09
2005,20,C,2,Amazonas,2005-05-16
2005,20,P,33,Amazonas,2005-05-16
2005,21,C,1,Amazonas,2005-05-23
2005,21,P,34,Amazonas,2005-05-23
2005,22,P,21,Amazonas,2005-05-30
2005,23,P,16,Amazonas,2005-06-06
2005,24,P,16,Amazonas,2005-06-13
2005,25,C,1,Amazonas,2005-06-20
2005,25,P,9,Amazonas,2005-06-20
2005,26,C,3,Amazonas,2005-06-27
2005,26,P,5,Amazonas,2005-06-27
2005,27,P,5,Amazonas,2005-07-04
2005,28,P,4,Amazonas,2005-07-11
2005,29,P,2,Amazonas,2005-07-18
2005,30,P,2,Amazonas,2005-07-25
2005,31,P,3,Amazonas,2005-08-01
2005,33,C,2,Amazonas,2005-08-15
2005,33,P,4,Amazonas,2005-08-15
2005,36,C,2,Amazonas,2005-09-05
2005,36,P,2,Amazonas,2005-09-05
2005,40,P,1,Amazonas,2005-10-03
2005,42,P,1,Amazonas,2005-10-17
2005,45,P,1,Amazonas,2005-11-07
2005,47,P,1,Amazonas,2005-11-21
2005,48,P,1,Amazonas,2005-11-28
2005,49,P,1,Amazonas,2005-12-05
2006,3,P,1,Amazonas,2006-01-16
2006,4,P,2,Amazonas,2006-01-23
2006,5,P,3,Amazonas,2006-01-30
2006,6,P,2,Amazonas,2006-02-06
2006,7,P,3,Amazonas,2006-02-13
2006,8,C,1,Amazonas,2006-02-20
2006,8,P,1,Amazonas,2006-02-20
2006,10,P,1,Amazonas,2006-03-06
2006,11,P,1,Amazonas,2006-03-13
2006,14,P,1,Amazonas,2006-04-03
2006,15,C,1,Amazonas,2006-04-10
2006,16,C,1,Amazonas,2006-04-17
2006,16,P,2,Amazonas,2006-04-17
2006,18,P,1,Amazonas,2006-05-01
2006,19,P,2,Amazonas,2006-05-08
2006,22,C,1,Amazonas,2006-05-29
2006,23,P,1,Amazonas,2006-06-05
2006,26,P,1,Amazonas,2006-06-26
2006,30,C,1,Amazonas,2006-07-24
2006,38,C,1,Amazonas,2006-09-18
2006,39,P,1,Amazonas,2006-09-25
2006,40,P,2,Amazonas,2006-10-02
2006,43,P,2,Amazonas,2006-10-23
2006,46,C,1,Amazonas,2006-11-13
2006,50,P,1,Amazonas,2006-12-11
2007,1,P,1,Amazonas,2007-01-08
2007,3,C,1,Amazonas,2007-01-22
2007,4,C,1,Amazonas,2007-01-29
2007,4,P,1,Amazonas,2007-01-29
2007,5,C,4,Amazonas,2007-02-05
2007,6,C,5,Amazonas,2007-02-12
2007,7,C,8,Amazonas,2007-02-19
2007,7,P,5,Amazonas,2007-02-19
2007,8,C,13,Amazonas,2007-02-26
2007,8,P,12,Amazonas,2007-02-26
2007,9,C,14,Amazonas,2007-03-05
2007,9,P,2,Amazonas,2007-03-05
2007,10,C,12,Amazonas,2007-03-12
2007,10,P,3,Amazonas,2007-03-12
2007,11,C,6,Amazonas,2007-03-19
2007,11,P,2,Amazonas,2007-03-19
2007,12,C,4,Amazonas,2007-03-26
2007,12,P,3,Amazonas,2007-03-26
2007,13,P,8,Amazonas,2007-04-02
2007,14,C,2,Amazonas,2007-04-09
2007,14,P,9,Amazonas,2007-04-09
2007,15,P,6,Amazonas,2007-04-16
2007,16,P,7,Amazonas,2007-04-23
2007,17,C,1,Amazonas,2007-04-30
2007,17,P,3,Amazonas,2007-04-30
2007,18,P,2,Amazonas,2007-05-07
2007,19,P,1,Amazonas,2007-05-14
2007,20,P,1,Amazonas,2007-05-21
2007,21,C,1,Amazonas,2007-05-28
2007,21,P,1,Amazonas,2007-05-28
2007,23,C,1,Amazonas,2007-06-11
2007,23,P,4,Amazonas,2007-06-11
2007,24,P,7,Amazonas,2007-06-18
2007,25,P,1,Amazonas,2007-06-25
2007,26,P,2,Amazonas,2007-07-02
2007,27,P,1,Amazonas,2007-07-09
2007,28,P,2,Amazonas,2007-07-16
2007,29,P,1,Amazonas,2007-07-23
2007,30,P,1,Amazonas,2007-07-30
2007,31,C,1,Amazonas,2007-08-06
2007,31,P,2,Amazonas,2007-08-06
2007,34,C,3,Amazonas,2007-08-27
2007,34,P,1,Amazonas,2007-08-27
2007,35,C,1,Amazonas,2007-09-03
2007,35,P,1,Amazonas,2007-09-03
2007,36,C,5,Amazonas,2007-09-10
2007,36,P,1,Amazonas,2007-09-10
2007,37,C,3,Amazonas,2007-09-17
2007,38,C,6,Amazonas,2007-09-24
2007,38,P,2,Amazonas,2007-09-24
2007,39,C,3,Amazonas,2007-10-01
2007,39,P,5,Amazonas,2007-10-01
2007,40,C,6,Amazonas,2007-10-08
2007,40,P,1,Amazonas,2007-10-08
2007,41,C,5,Amazonas,2007-10-15
2007,42,C,5,Amazonas,2007-10-22
2007,42,P,2,Amazonas,2007-10-22
2007,43,C,5,Amazonas,2007-10-29
2007,43,P,1,Amazonas,2007-10-29
2007,44,C,3,Amazonas,2007-11-05
2007,44,P,1,Amazonas,2007-11-05
2007,45,C,6,Amazonas,2007-11-12
2007,45,P,6,Amazonas,2007-11-12
2007,46,C,3,Amazonas,2007-11-19
2007,46,P,11,Amazonas,2007-11-19
2007,47,C,12,Amazonas,2007-11-26
2007,47,P,6,Amazonas,2007-11-26
2007,48,C,4,Amazonas,2007-12-03
2007,48,P,8,Amazonas,2007-12-03
2007,49,C,10,Amazonas,2007-12-10
2007,49,P,2,Amazonas,2007-12-10
2007,50,C,11,Amazonas,2007-12-17
2007,50,P,5,Amazonas,2007-12-17
2007,51,C,4,Amazonas,2007-12-24
2007,51,P,5,Amazonas,2007-12-24
2007,52,C,1,Amazonas,2007-12-31
2007,52,P,4,Amazonas,2007-12-31
2008,1,C,5,Amazonas,2008-01-07
2008,2,C,4,Amazonas,2008-01-14
2008,3,C,17,Amazonas,2008-01-21
2008,4,C,8,Amazonas,2008-01-28
2008,5,C,14,Amazonas,2008-02-04
2008,6,C,14,Amazonas,2008-02-11
2008,7,C,22,Amazonas,2008-02-18
2008,8,C,27,Amazonas,2008-02-25
2008,9,C,45,Amazonas,2008-03-03
2008,10,C,28,Amazonas,2008-03-10
2008,11,C,46,Amazonas,2008-03-17
2008,12,C,26,Amazonas,2008-03-24
2008,13,C,24,Amazonas,2008-03-31
2008,14,C,13,Amazonas,2008-04-07
2008,15,C,8,Amazonas,2008-04-14
2008,16,C,11,Amazonas,2008-04-21
2008,17,C,16,Amazonas,2008-04-28
2008,18,C,9,Amazonas,2008-05-05
2008,19,C,7,Amazonas,2008-05-12
2008,20,C,18,Amazonas,2008-05-19
2008,21,C,6,Amazonas,2008-05-26
2008,22,C,6,Amazonas,2008-06-02
2008,23,C,5,Amazonas,2008-06-09
2008,24,C,1,Amazonas,2008-06-16
2008,25,C,6,Amazonas,2008-06-23
2008,26,C,1,Amazonas,2008-06-30
2008,27,C,3,Amazonas,2008-07-07
2008,28,C,1,Amazonas,2008-07-14
2008,29,C,1,Amazonas,2008-07-21
2008,30,C,2,Amazonas,2008-07-28
2008,31,C,2,Amazonas,2008-08-04
2008,33,C,5,Amazonas,2008-08-18
2008,34,C,1,Amazonas,2008-08-25
2008,35,C,4,Amazonas,2008-09-01
2008,36,C,7,Amazonas,2008-09-08
2008,37,C,8,Amazonas,2008-09-15
2008,38,C,11,Amazonas,2008-09-22
2008,39,C,12,Amazonas,2008-09-29
2008,40,C,12,Amazonas,2008-10-06
2008,41,C,12,Amazonas,2008-10-13
2008,42,C,8,Amazonas,2008-10-20
2008,43,C,19,Amazonas,2008-10-27
2008,44,C,20,Amazonas,2008-11-03
2008,45,C,18,Amazonas,2008-11-10
2008,46,C,26,Amazonas,2008-11-17
2008,47,C,32,Amazonas,2008-11-24
2008,48,C,15,Amazonas,2008-12-01
2008,49,C,10,Amazonas,2008-12-08
2008,50,C,14,Amazonas,2008-12-15
2008,51,C,8,Amazonas,2008-12-22
2008,52,C,4,Amazonas,2008-12-29
2008,53,C,6,Amazonas,NA
2009,1,C,12,Amazonas,2009-01-05
2009,2,C,7,Amazonas,2009-01-12
2009,3,C,9,Amazonas,2009-01-19
2009,4,C,7,Amazonas,2009-01-26
2009,5,C,3,Amazonas,2009-02-02
2009,6,C,1,Amazonas,2009-02-09
2009,7,C,2,Amazonas,2009-02-16
2009,8,C,5,Amazonas,2009-02-23
2009,9,C,4,Amazonas,2009-03-02
2009,10,C,2,Amazonas,2009-03-09
2009,11,C,3,Amazonas,2009-03-16
2009,12,C,2,Amazonas,2009-03-23
2009,13,C,7,Amazonas,2009-03-30
2009,14,C,5,Amazonas,2009-04-06
2009,15,C,1,Amazonas,2009-04-13
2009,16,C,4,Amazonas,2009-04-20
2009,17,C,5,Amazonas,2009-04-27
2009,18,C,2,Amazonas,2009-05-04
2009,19,C,4,Amazonas,2009-05-11
2009,20,C,4,Amazonas,2009-05-18
2009,21,C,2,Amazonas,2009-05-25
2009,22,C,1,Amazonas,2009-06-01
2009,23,C,2,Amazonas,2009-06-08
2009,24,C,2,Amazonas,2009-06-15
2009,25,C,4,Amazonas,2009-06-22
2009,26,C,2,Amazonas,2009-06-29
2009,27,C,9,Amazonas,2009-07-06
2009,30,C,3,Amazonas,2009-07-27
2009,31,C,1,Amazonas,2009-08-03
2009,32,C,2,Amazonas,2009-08-10
2009,33,C,2,Amazonas,2009-08-17
2009,35,C,2,Amazonas,2009-08-31
2009,36,C,3,Amazonas,2009-09-07
2009,37,C,3,Amazonas,2009-09-14
2009,38,C,5,Amazonas,2009-09-21
2009,39,C,3,Amazonas,2009-09-28
2009,40,C,2,Amazonas,2009-10-05
2009,42,C,6,Amazonas,2009-10-19
2009,43,C,2,Amazonas,2009-10-26
2009,45,C,1,Amazonas,2009-11-09
2009,46,C,1,Amazonas,2009-11-16
2009,48,C,7,Amazonas,2009-11-30
2009,48,P,1,Amazonas,2009-11-30
2009,49,C,1,Amazonas,2009-12-07
2009,51,C,1,Amazonas,2009-12-21
2009,52,C,1,Amazonas,2009-12-28
2010,1,C,1,Amazonas,2010-01-04
2010,2,C,2,Amazonas,2010-01-11
2010,3,C,1,Amazonas,2010-01-18
2010,4,C,5,Amazonas,2010-01-25
2010,6,C,6,Amazonas,2010-02-08
2010,7,C,3,Amazonas,2010-02-15
2010,8,C,6,Amazonas,2010-02-22
2010,9,C,14,Amazonas,2010-03-01
2010,10,C,4,Amazonas,2010-03-08
2010,11,C,10,Amazonas,2010-03-15
2010,12,C,11,Amazonas,2010-03-22
2010,13,C,26,Amazonas,2010-03-29
2010,14,C,27,Amazonas,2010-04-05
2010,15,C,19,Amazonas,2010-04-12
2010,16,C,9,Amazonas,2010-04-19
2010,17,C,16,Amazonas,2010-04-26
2010,18,C,9,Amazonas,2010-05-03
2010,19,C,4,Amazonas,2010-05-10
2010,20,C,9,Amazonas,2010-05-17
2010,21,C,4,Amazonas,2010-05-24
2010,23,C,1,Amazonas,2010-06-07
2010,24,C,7,Amazonas,2010-06-14
2010,25,C,6,Amazonas,2010-06-21
2010,26,C,7,Amazonas,2010-06-28
2010,27,C,11,Amazonas,2010-07-05
2010,28,C,11,Amazonas,2010-07-12
2010,29,C,6,Amazonas,2010-07-19
2010,30,C,7,Amazonas,2010-07-26
2010,31,C,6,Amazonas,2010-08-02
2010,32,C,5,Amazonas,2010-08-09
2010,33,C,2,Amazonas,2010-08-16
2010,34,C,8,Amazonas,2010-08-23
2010,35,C,1,Amazonas,2010-08-30
2010,37,C,2,Amazonas,2010-09-13
2010,38,C,1,Amazonas,2010-09-20
2010,40,C,1,Amazonas,2010-10-04
2010,41,C,1,Amazonas,2010-10-11
2010,43,C,1,Amazonas,2010-10-25
2010,45,C,2,Amazonas,2010-11-08
2010,47,C,1,Amazonas,2010-11-22
2011,2,C,1,Amazonas,2011-01-10
2011,3,C,2,Amazonas,2011-01-17
2011,4,C,3,Amazonas,2011-01-24
2011,5,C,4,Amazonas,2011-01-31
2011,6,C,5,Amazonas,2011-02-07
2011,7,C,1,Amazonas,2011-02-14
2011,8,C,3,Amazonas,2011-02-21
2011,9,C,9,Amazonas,2011-02-28
2011,10,C,8,Amazonas,2011-03-07
2011,11,C,3,Amazonas,2011-03-14
2011,12,C,3,Amazonas,2011-03-21
2011,13,C,4,Amazonas,2011-03-28
2011,14,C,4,Amazonas,2011-04-04
2011,16,C,6,Amazonas,2011-04-18
2011,17,C,9,Amazonas,2011-04-25
2011,18,C,9,Amazonas,2011-05-02
2011,19,C,10,Amazonas,2011-05-09
2011,20,C,24,Amazonas,2011-05-16
2011,21,C,7,Amazonas,2011-05-23
2011,22,C,9,Amazonas,2011-05-30
2011,23,C,5,Amazonas,2011-06-06
2011,24,C,5,Amazonas,2011-06-13
2011,25,C,3,Amazonas,2011-06-20
2011,26,C,3,Amazonas,2011-06-27
2011,27,C,3,Amazonas,2011-07-04
2011,28,C,6,Amazonas,2011-07-11
2011,29,C,2,Amazonas,2011-07-18
2011,30,C,2,Amazonas,2011-07-25
2011,32,C,4,Amazonas,2011-08-08
2011,33,C,2,Amazonas,2011-08-15
2011,34,C,8,Amazonas,2011-08-22
2011,35,C,5,Amazonas,2011-08-29
2011,36,C,9,Amazonas,2011-09-05
2011,37,C,15,Amazonas,2011-09-12
2011,38,C,17,Amazonas,2011-09-19
2011,39,C,12,Amazonas,2011-09-26
2011,40,C,4,Amazonas,2011-10-03
2011,41,C,6,Amazonas,2011-10-10
2011,42,C,6,Amazonas,2011-10-17
2011,43,C,11,Amazonas,2011-10-24
2011,44,C,8,Amazonas,2011-10-31
2011,45,C,1,Amazonas,2011-11-07
2011,46,C,1,Amazonas,2011-11-14
2011,47,C,9,Amazonas,2011-11-21
2011,48,C,6,Amazonas,2011-11-28
2011,49,C,11,Amazonas,2011-12-05
2011,50,C,9,Amazonas,2011-12-12
2011,51,C,3,Amazonas,2011-12-19
2011,52,C,5,Amazonas,2011-12-26
2012,1,C,6,Amazonas,2012-01-02
2012,2,C,8,Amazonas,2012-01-09
2012,3,C,18,Amazonas,2012-01-16
2012,4,C,11,Amazonas,2012-01-23
2012,5,C,19,Amazonas,2012-01-30
2012,6,C,12,Amazonas,2012-02-06
2012,7,C,14,Amazonas,2012-02-13
2012,8,C,23,Amazonas,2012-02-20
2012,9,C,9,Amazonas,2012-02-27
2012,10,C,15,Amazonas,2012-03-05
2012,11,C,17,Amazonas,2012-03-12
2012,12,C,11,Amazonas,2012-03-19
2012,13,C,5,Amazonas,2012-03-26
2012,14,C,10,Amazonas,2012-04-02
2012,15,C,9,Amazonas,2012-04-09
2012,16,C,10,Amazonas,2012-04-16
2012,17,C,9,Amazonas,2012-04-23
2012,18,C,13,Amazonas,2012-04-30
2012,19,C,15,Amazonas,2012-05-07
2012,20,C,22,Amazonas,2012-05-14
2012,21,C,19,Amazonas,2012-05-21
2012,22,C,25,Amazonas,2012-05-28
2012,23,C,42,Amazonas,2012-06-04
2012,24,C,41,Amazonas,2012-06-11
2012,25,C,26,Amazonas,2012-06-18
2012,26,C,20,Amazonas,2012-06-25
2012,27,C,17,Amazonas,2012-07-02
2012,28,C,11,Amazonas,2012-07-09
2012,29,C,11,Amazonas,2012-07-16
2012,30,C,4,Amazonas,2012-07-23
2012,31,C,5,Amazonas,2012-07-30
2012,32,C,4,Amazonas,2012-08-06
2012,33,C,2,Amazonas,2012-08-13
2012,34,C,1,Amazonas,2012-08-20
2012,36,C,4,Amazonas,2012-09-03
2012,37,C,1,Amazonas,2012-09-10
2012,38,C,1,Amazonas,2012-09-17
2012,39,C,1,Amazonas,2012-09-24
2012,40,C,2,Amazonas,2012-10-01
2012,41,C,8,Amazonas,2012-10-08
2012,42,C,2,Amazonas,2012-10-15
2012,43,C,1,Amazonas,2012-10-22
2012,44,C,2,Amazonas,2012-10-29
2012,45,C,2,Amazonas,2012-11-05
2012,46,C,4,Amazonas,2012-11-12
2012,47,C,10,Amazonas,2012-11-19
2012,48,C,12,Amazonas,2012-11-26
2012,49,C,10,Amazonas,2012-12-03
2012,50,C,11,Amazonas,2012-12-10
2012,51,C,11,Amazonas,2012-12-17
2012,52,C,21,Amazonas,2012-12-24
2013,1,C,3,Amazonas,2013-01-07
2013,2,C,12,Amazonas,2013-01-14
2013,3,C,12,Amazonas,2013-01-21
2013,4,C,7,Amazonas,2013-01-28
2013,5,C,9,Amazonas,2013-02-04
2013,6,C,13,Amazonas,2013-02-11
2013,7,C,11,Amazonas,2013-02-18
2013,8,C,16,Amazonas,2013-02-25
2013,9,C,16,Amazonas,2013-03-04
2013,10,C,15,Amazonas,2013-03-11
2013,11,C,3,Amazonas,2013-03-18
2013,12,C,10,Amazonas,2013-03-25
2013,13,C,6,Amazonas,2013-04-01
2013,14,C,5,Amazonas,2013-04-08
2013,15,C,5,Amazonas,2013-04-15
2013,16,C,7,Amazonas,2013-04-22
2013,17,C,7,Amazonas,2013-04-29
2013,18,C,10,Amazonas,2013-05-06
2013,19,C,9,Amazonas,2013-05-13
2013,20,C,8,Amazonas,2013-05-20
2013,21,C,2,Amazonas,2013-05-27
2013,22,C,4,Amazonas,2013-06-03
2013,23,C,1,Amazonas,2013-06-10
2013,24,C,5,Amazonas,2013-06-17
2013,25,C,4,Amazonas,2013-06-24
2013,26,C,5,Amazonas,2013-07-01
