ano,semana,tipo_dx,n,region,fecha
2022,41,C,2,Lima,2022-10-10
2022,44,C,1,Lima,2022-10-31
2022,45,C,1,Lima,2022-11-07
2022,48,C,1,Lima,2022-11-28
2022,49,C,1,Lima,2022-12-05
2023,1,C,1,Lima,2023-01-02
2023,3,C,1,Lima,2023-01-16
2023,4,C,3,Lima,2023-01-23
2023,5,C,3,Lima,2023-01-30
2023,6,C,7,Lima,2023-02-06
2023,7,C,8,Lima,2023-02-13
2023,8,C,20,Lima,2023-02-20
2023,9,C,15,Lima,2023-02-27
2023,10,C,22,Lima,2023-03-06
2023,11,C,69,Lima,2023-03-13
2023,12,C,154,Lima,2023-03-20
2023,12,P,1,Lima,2023-03-20
2023,13,C,217,Lima,2023-03-27
2023,14,C,361,Lima,2023-04-03
2023,14,P,1,Lima,2023-04-03
2023,15,C,817,Lima,2023-04-10
2023,16,C,1402,Lima,2023-04-17
2023,17,C,1658,Lima,2023-04-24
2023,17,P,2,Lima,2023-04-24
2023,18,C,2666,Lima,2023-05-01
2023,18,P,7,Lima,2023-05-01
2023,19,C,2975,Lima,2023-05-08
2023,19,P,6,Lima,2023-05-08
2023,20,C,3352,Lima,2023-05-15
2023,20,P,9,Lima,2023-05-15
2023,21,C,3025,Lima,2023-05-22
2023,21,P,41,Lima,2023-05-22
2023,22,C,2782,Lima,2023-05-29
2023,22,P,40,Lima,2023-05-29
2023,23,C,2220,Lima,2023-06-05
2023,23,P,18,Lima,2023-06-05
2023,24,C,1886,Lima,2023-06-12
2023,24,P,7,Lima,2023-06-12
2023,25,C,1554,Lima,2023-06-19
2023,25,P,9,Lima,2023-06-19
2023,26,C,1021,Lima,2023-06-26
2023,26,P,7,Lima,2023-06-26
2023,27,C,857,Lima,2023-07-03
2023,27,P,6,Lima,2023-07-03
2023,28,C,737,Lima,2023-07-10
2023,29,C,500,Lima,2023-07-17
2023,29,P,1,Lima,2023-07-17
2023,30,C,350,Lima,2023-07-24
2023,30,P,1,Lima,2023-07-24
2023,31,C,287,Lima,2023-07-31
2023,31,P,3,Lima,2023-07-31
2023,32,C,292,Lima,2023-08-07
2023,33,C,229,Lima,2023-08-14
2023,34,C,176,Lima,2023-08-21
2023,34,P,1,Lima,2023-08-21
2023,35,C,146,Lima,2023-08-28
2023,35,P,2,Lima,2023-08-28
2023,36,C,135,Lima,2023-09-04
2023,36,P,2,Lima,2023-09-04
2023,37,C,83,Lima,2023-09-11
2023,37,P,3,Lima,2023-09-11
2023,38,C,56,Lima,2023-09-18
2023,38,P,2,Lima,2023-09-18
2023,39,C,64,Lima,2023-09-25
2023,39,P,2,Lima,2023-09-25
2023,40,C,48,Lima,2023-10-02
2023,41,C,56,Lima,2023-10-09
2023,42,C,41,Lima,2023-10-16
2023,43,C,33,Lima,2023-10-23
2023,43,P,3,Lima,2023-10-23
2023,44,C,28,Lima,2023-10-30
2023,45,C,23,Lima,2023-11-06
2023,45,P,2,Lima,2023-11-06
2023,46,C,31,Lima,2023-11-13
2023,47,C,29,Lima,2023-11-20
2023,47,P,3,Lima,2023-11-20
2023,48,C,13,Lima,2023-11-27
2023,48,P,3,Lima,2023-11-27
2023,49,C,24,Lima,2023-12-04
2023,50,C,24,Lima,2023-12-11
2023,51,C,30,Lima,2023-12-18
2023,51,P,4,Lima,2023-12-18
2023,52,C,19,Lima,2023-12-25
2023,52,P,1,Lima,2023-12-25
2024,1,C,30,Lima,2024-01-08
2024,1,P,4,Lima,2024-01-08
2024,2,C,41,Lima,2024-01-15
2024,2,P,11,Lima,2024-01-15
2024,3,C,70,Lima,2024-01-22
2024,3,P,3,Lima,2024-01-22
2024,4,C,115,Lima,2024-01-29
2024,4,P,7,Lima,2024-01-29
2024,5,C,266,Lima,2024-02-05
2024,5,P,15,Lima,2024-02-05
2024,6,C,468,Lima,2024-02-12
2024,6,P,38,Lima,2024-02-12
2024,7,C,829,Lima,2024-02-19
2024,7,P,61,Lima,2024-02-19
2024,8,C,1382,Lima,2024-02-26
2024,8,P,179,Lima,2024-02-26
2024,9,C,2014,Lima,2024-03-04
2024,9,P,343,Lima,2024-03-04
2024,10,C,2537,Lima,2024-03-11
2024,10,P,648,Lima,2024-03-11
2024,11,C,1702,Lima,2024-03-18
2024,11,P,1543,Lima,2024-03-18
2000,1,C,3,Loreto,2000-01-03
2000,1,P,7,Loreto,2000-01-03
2000,2,C,7,Loreto,2000-01-10
2000,2,P,16,Loreto,2000-01-10
2000,3,C,1,Loreto,2000-01-17
2000,3,P,22,Loreto,2000-01-17
2000,4,C,3,Loreto,2000-01-24
2000,4,P,18,Loreto,2000-01-24
2000,5,P,57,Loreto,2000-01-31
2000,6,P,35,Loreto,2000-02-07
2000,7,P,28,Loreto,2000-02-14
2000,8,P,10,Loreto,2000-02-21
2000,9,P,7,Loreto,2000-02-28
2000,10,C,1,Loreto,2000-03-06
2000,10,P,8,Loreto,2000-03-06
2000,11,P,16,Loreto,2000-03-13
2000,12,C,1,Loreto,2000-03-20
2000,12,P,15,Loreto,2000-03-20
2000,13,P,14,Loreto,2000-03-27
2000,14,P,12,Loreto,2000-04-03
2000,15,P,17,Loreto,2000-04-10
2000,16,P,5,Loreto,2000-04-17
2000,17,P,4,Loreto,2000-04-24
2000,18,P,1,Loreto,2000-05-01
2000,19,P,4,Loreto,2000-05-08
2000,20,P,3,Loreto,2000-05-15
2000,21,P,2,Loreto,2000-05-22
2000,22,P,3,Loreto,2000-05-29
2000,23,P,3,Loreto,2000-06-05
2000,25,P,1,Loreto,2000-06-19
2000,27,C,1,Loreto,2000-07-03
2000,27,P,13,Loreto,2000-07-03
2000,28,P,1,Loreto,2000-07-10
2000,29,P,3,Loreto,2000-07-17
2000,30,P,2,Loreto,2000-07-24
2000,31,P,3,Loreto,2000-07-31
2000,32,P,5,Loreto,2000-08-07
2000,33,P,1,Loreto,2000-08-14
2000,34,P,7,Loreto,2000-08-21
2000,35,P,7,Loreto,2000-08-28
2000,36,P,8,Loreto,2000-09-04
2000,37,P,9,Loreto,2000-09-11
2000,38,P,13,Loreto,2000-09-18
2000,39,P,4,Loreto,2000-09-25
2000,40,P,7,Loreto,2000-10-02
2000,41,P,6,Loreto,2000-10-09
2000,42,P,5,Loreto,2000-10-16
2000,43,C,1,Loreto,2000-10-23
2000,43,P,7,Loreto,2000-10-23
2000,44,P,9,Loreto,2000-10-30
2000,45,P,6,Loreto,2000-11-06
2000,46,P,18,Loreto,2000-11-13
2000,47,P,10,Loreto,2000-11-20
2000,48,P,13,Loreto,2000-11-27
2000,49,P,7,Loreto,2000-12-04
2000,50,P,8,Loreto,2000-12-11
2000,51,P,17,Loreto,2000-12-18
2000,52,P,3,Loreto,2000-12-25
2001,1,P,17,Loreto,2001-01-08
2001,2,P,8,Loreto,2001-01-15
2001,3,P,13,Loreto,2001-01-22
2001,4,P,13,Loreto,2001-01-29
2001,5,C,2,Loreto,2001-02-05
2001,5,P,3,Loreto,2001-02-05
2001,6,C,4,Loreto,2001-02-12
2001,6,P,7,Loreto,2001-02-12
2001,7,C,1,Loreto,2001-02-19
2001,7,P,6,Loreto,2001-02-19
2001,8,C,1,Loreto,2001-02-26
2001,8,P,7,Loreto,2001-02-26
2001,9,C,1,Loreto,2001-03-05
2001,9,P,11,Loreto,2001-03-05
2001,10,C,2,Loreto,2001-03-12
2001,10,P,10,Loreto,2001-03-12
2001,11,C,1,Loreto,2001-03-19
2001,11,P,9,Loreto,2001-03-19
2001,12,P,12,Loreto,2001-03-26
2001,13,C,3,Loreto,2001-04-02
2001,13,P,11,Loreto,2001-04-02
2001,14,C,4,Loreto,2001-04-09
2001,14,P,16,Loreto,2001-04-09
2001,15,P,9,Loreto,2001-04-16
2001,16,C,2,Loreto,2001-04-23
2001,16,P,7,Loreto,2001-04-23
2001,17,P,13,Loreto,2001-04-30
2001,18,C,2,Loreto,2001-05-07
2001,18,P,8,Loreto,2001-05-07
2001,19,P,9,Loreto,2001-05-14
2001,20,P,11,Loreto,2001-05-21
2001,21,C,1,Loreto,2001-05-28
2001,21,P,13,Loreto,2001-05-28
2001,22,P,12,Loreto,2001-06-04
2001,23,P,16,Loreto,2001-06-11
2001,24,P,15,Loreto,2001-06-18
2001,25,P,9,Loreto,2001-06-25
2001,26,P,14,Loreto,2001-07-02
2001,27,C,4,Loreto,2001-07-09
2001,27,P,10,Loreto,2001-07-09
2001,28,P,3,Loreto,2001-07-16
2001,29,C,1,Loreto,2001-07-23
2001,29,P,7,Loreto,2001-07-23
2001,30,C,1,Loreto,2001-07-30
2001,30,P,11,Loreto,2001-07-30
2001,31,P,9,Loreto,2001-08-06
2001,32,P,7,Loreto,2001-08-13
2001,33,P,12,Loreto,2001-08-20
2001,34,P,4,Loreto,2001-08-27
2001,35,P,4,Loreto,2001-09-03
2001,36,P,7,Loreto,2001-09-10
2001,37,P,17,Loreto,2001-09-17
2001,38,P,13,Loreto,2001-09-24
2001,39,P,6,Loreto,2001-10-01
2001,40,P,8,Loreto,2001-10-08
2001,41,P,6,Loreto,2001-10-15
2001,42,P,6,Loreto,2001-10-22
2001,43,P,4,Loreto,2001-10-29
2001,44,P,4,Loreto,2001-11-05
2001,45,P,5,Loreto,2001-11-12
2001,46,P,9,Loreto,2001-11-19
2001,47,C,1,Loreto,2001-11-26
2001,47,P,10,Loreto,2001-11-26
2001,48,P,7,Loreto,2001-12-03
2001,49,C,3,Loreto,2001-12-10
2001,49,P,3,Loreto,2001-12-10
2001,50,P,9,Loreto,2001-12-17
2001,51,P,7,Loreto,2001-12-24
2001,52,P,9,Loreto,2001-12-31
2002,1,C,11,Loreto,2002-01-07
2002,1,P,2,Loreto,2002-01-07
2002,2,C,15,Loreto,2002-01-14
2002,2,P,10,Loreto,2002-01-14
2002,3,C,27,Loreto,2002-01-21
2002,3,P,19,Loreto,2002-01-21
2002,4,C,27,Loreto,2002-01-28
2002,4,P,19,Loreto,2002-01-28
2002,5,C,31,Loreto,2002-02-04
2002,5,P,21,Loreto,2002-02-04
2002,6,C,32,Loreto,2002-02-11
2002,6,P,15,Loreto,2002-02-11
2002,7,C,28,Loreto,2002-02-18
2002,7,P,25,Loreto,2002-02-18
2002,8,C,24,Loreto,2002-02-25
2002,8,P,30,Loreto,2002-02-25
2002,9,C,20,Loreto,2002-03-04
2002,9,P,20,Loreto,2002-03-04
2002,10,C,27,Loreto,2002-03-11
2002,10,P,20,Loreto,2002-03-11
2002,11,C,23,Loreto,2002-03-18
2002,11,P,18,Loreto,2002-03-18
2002,12,C,21,Loreto,2002-03-25
2002,12,P,14,Loreto,2002-03-25
2002,13,C,13,Loreto,2002-04-01
2002,13,P,8,Loreto,2002-04-01
2002,14,C,16,Loreto,2002-04-08
2002,14,P,7,Loreto,2002-04-08
2002,15,C,22,Loreto,2002-04-15
2002,15,P,13,Loreto,2002-04-15
2002,16,C,34,Loreto,2002-04-22
2002,16,P,32,Loreto,2002-04-22
2002,17,C,12,Loreto,2002-04-29
2002,17,P,21,Loreto,2002-04-29
2002,18,C,19,Loreto,2002-05-06
2002,18,P,19,Loreto,2002-05-06
2002,19,C,15,Loreto,2002-05-13
2002,19,P,36,Loreto,2002-05-13
2002,20,C,13,Loreto,2002-05-20
2002,20,P,25,Loreto,2002-05-20
2002,21,C,21,Loreto,2002-05-27
2002,21,P,17,Loreto,2002-05-27
2002,22,C,13,Loreto,2002-06-03
2002,22,P,30,Loreto,2002-06-03
2002,23,C,21,Loreto,2002-06-10
2002,23,P,14,Loreto,2002-06-10
2002,24,C,15,Loreto,2002-06-17
2002,24,P,26,Loreto,2002-06-17
2002,25,C,22,Loreto,2002-06-24
2002,25,P,9,Loreto,2002-06-24
2002,26,C,15,Loreto,2002-07-01
2002,26,P,11,Loreto,2002-07-01
2002,27,C,19,Loreto,2002-07-08
2002,27,P,10,Loreto,2002-07-08
2002,28,C,19,Loreto,2002-07-15
2002,28,P,6,Loreto,2002-07-15
2002,29,C,19,Loreto,2002-07-22
2002,29,P,3,Loreto,2002-07-22
2002,30,C,12,Loreto,2002-07-29
2002,30,P,9,Loreto,2002-07-29
2002,31,C,17,Loreto,2002-08-05
2002,31,P,2,Loreto,2002-08-05
2002,32,C,15,Loreto,2002-08-12
2002,32,P,12,Loreto,2002-08-12
2002,33,C,11,Loreto,2002-08-19
2002,33,P,3,Loreto,2002-08-19
2002,34,C,28,Loreto,2002-08-26
2002,34,P,15,Loreto,2002-08-26
2002,35,C,15,Loreto,2002-09-02
2002,36,C,22,Loreto,2002-09-09
2002,36,P,6,Loreto,2002-09-09
2002,37,C,21,Loreto,2002-09-16
2002,37,P,1,Loreto,2002-09-16
2002,38,C,24,Loreto,2002-09-23
2002,38,P,5,Loreto,2002-09-23
2002,39,C,30,Loreto,2002-09-30
2002,39,P,10,Loreto,2002-09-30
2002,40,C,22,Loreto,2002-10-07
2002,40,P,9,Loreto,2002-10-07
2002,41,C,36,Loreto,2002-10-14
2002,41,P,10,Loreto,2002-10-14
2002,42,C,66,Loreto,2002-10-21
2002,42,P,12,Loreto,2002-10-21
2002,43,C,80,Loreto,2002-10-28
2002,43,P,17,Loreto,2002-10-28
2002,44,C,53,Loreto,2002-11-04
2002,44,P,8,Loreto,2002-11-04
2002,45,C,46,Loreto,2002-11-11
2002,45,P,14,Loreto,2002-11-11
2002,46,C,57,Loreto,2002-11-18
2002,46,P,22,Loreto,2002-11-18
2002,47,C,39,Loreto,2002-11-25
2002,47,P,82,Loreto,2002-11-25
2002,48,C,45,Loreto,2002-12-02
2002,48,P,119,Loreto,2002-12-02
2002,49,C,23,Loreto,2002-12-09
2002,49,P,135,Loreto,2002-12-09
2002,50,C,14,Loreto,2002-12-16
2002,50,P,124,Loreto,2002-12-16
2002,51,C,11,Loreto,2002-12-23
2002,51,P,72,Loreto,2002-12-23
2002,52,C,4,Loreto,2002-12-30
2002,52,P,28,Loreto,2002-12-30
2003,1,C,2,Loreto,2003-01-06
2003,1,P,39,Loreto,2003-01-06
2003,2,P,39,Loreto,2003-01-13
2003,3,C,1,Loreto,2003-01-20
2003,3,P,20,Loreto,2003-01-20
2003,4,C,4,Loreto,2003-01-27
2003,4,P,30,Loreto,2003-01-27
2003,5,C,5,Loreto,2003-02-03
2003,5,P,29,Loreto,2003-02-03
2003,6,C,8,Loreto,2003-02-10
2003,6,P,21,Loreto,2003-02-10
2003,7,C,3,Loreto,2003-02-17
2003,7,P,16,Loreto,2003-02-17
2003,8,P,22,Loreto,2003-02-24
2003,9,C,3,Loreto,2003-03-03
2003,9,P,19,Loreto,2003-03-03
2003,10,C,1,Loreto,2003-03-10
2003,10,P,9,Loreto,2003-03-10
2003,11,P,21,Loreto,2003-03-17
2003,12,P,19,Loreto,2003-03-24
2003,13,P,13,Loreto,2003-03-31
2003,14,C,1,Loreto,2003-04-07
2003,14,P,19,Loreto,2003-04-07
2003,15,C,2,Loreto,2003-04-14
2003,15,P,19,Loreto,2003-04-14
2003,16,P,7,Loreto,2003-04-21
2003,17,P,11,Loreto,2003-04-28
2003,18,P,3,Loreto,2003-05-05
2003,19,P,8,Loreto,2003-05-12
2003,20,P,9,Loreto,2003-05-19
2003,21,P,5,Loreto,2003-05-26
2003,22,P,12,Loreto,2003-06-02
2003,23,C,1,Loreto,2003-06-09
2003,23,P,14,Loreto,2003-06-09
2003,24,C,1,Loreto,2003-06-16
2003,24,P,16,Loreto,2003-06-16
2003,25,C,3,Loreto,2003-06-23
2003,25,P,6,Loreto,2003-06-23
2003,26,C,4,Loreto,2003-06-30
2003,26,P,10,Loreto,2003-06-30
2003,27,C,1,Loreto,2003-07-07
2003,27,P,7,Loreto,2003-07-07
2003,28,C,1,Loreto,2003-07-14
2003,28,P,15,Loreto,2003-07-14
2003,29,C,1,Loreto,2003-07-21
2003,29,P,16,Loreto,2003-07-21
2003,30,P,10,Loreto,2003-07-28
2003,31,P,4,Loreto,2003-08-04
2003,32,P,9,Loreto,2003-08-11
2003,33,P,7,Loreto,2003-08-18
2003,34,P,9,Loreto,2003-08-25
2003,35,P,7,Loreto,2003-09-01
2003,36,C,1,Loreto,2003-09-08
2003,36,P,10,Loreto,2003-09-08
2003,37,C,1,Loreto,2003-09-15
2003,37,P,9,Loreto,2003-09-15
2003,38,P,15,Loreto,2003-09-22
2003,39,P,10,Loreto,2003-09-29
2003,40,P,8,Loreto,2003-10-06
2003,41,P,9,Loreto,2003-10-13
2003,42,P,21,Loreto,2003-10-20
2003,43,C,1,Loreto,2003-10-27
2003,43,P,15,Loreto,2003-10-27
2003,44,P,15,Loreto,2003-11-03
2003,45,P,9,Loreto,2003-11-10
2003,46,P,20,Loreto,2003-11-17
2003,47,C,2,Loreto,2003-11-24
2003,47,P,16,Loreto,2003-11-24
2003,48,C,5,Loreto,2003-12-01
2003,48,P,7,Loreto,2003-12-01
2003,49,C,3,Loreto,2003-12-08
2003,49,P,7,Loreto,2003-12-08
2003,50,C,9,Loreto,2003-12-15
2003,50,P,3,Loreto,2003-12-15
2003,51,C,5,Loreto,2003-12-22
2003,51,P,9,Loreto,2003-12-22
2003,52,C,2,Loreto,2003-12-29
2003,52,P,2,Loreto,2003-12-29
2003,53,C,4,Loreto,NA
2003,53,P,4,Loreto,NA
2004,1,C,12,Loreto,2004-01-05
2004,1,P,5,Loreto,2004-01-05
2004,2,C,18,Loreto,2004-01-12
2004,2,P,6,Loreto,2004-01-12
2004,3,C,29,Loreto,2004-01-19
2004,3,P,11,Loreto,2004-01-19
2004,4,C,15,Loreto,2004-01-26
2004,4,P,12,Loreto,2004-01-26
2004,5,C,21,Loreto,2004-02-02
2004,5,P,29,Loreto,2004-02-02
2004,6,C,9,Loreto,2004-02-09
2004,6,P,18,Loreto,2004-02-09
2004,7,C,7,Loreto,2004-02-16
2004,7,P,23,Loreto,2004-02-16
2004,8,C,5,Loreto,2004-02-23
2004,8,P,32,Loreto,2004-02-23
2004,9,C,6,Loreto,2004-03-01
2004,9,P,24,Loreto,2004-03-01
2004,10,C,5,Loreto,2004-03-08
2004,10,P,16,Loreto,2004-03-08
2004,11,C,3,Loreto,2004-03-15
2004,11,P,12,Loreto,2004-03-15
2004,12,C,4,Loreto,2004-03-22
2004,12,P,11,Loreto,2004-03-22
2004,13,C,6,Loreto,2004-03-29
2004,13,P,15,Loreto,2004-03-29
2004,14,C,2,Loreto,2004-04-05
2004,14,P,11,Loreto,2004-04-05
2004,15,C,7,Loreto,2004-04-12
2004,15,P,7,Loreto,2004-04-12
2004,16,C,6,Loreto,2004-04-19
2004,16,P,8,Loreto,2004-04-19
2004,17,C,4,Loreto,2004-04-26
2004,17,P,7,Loreto,2004-04-26
2004,18,C,2,Loreto,2004-05-03
2004,18,P,6,Loreto,2004-05-03
2004,19,C,5,Loreto,2004-05-10
2004,19,P,11,Loreto,2004-05-10
2004,20,C,2,Loreto,2004-05-17
2004,20,P,19,Loreto,2004-05-17
2004,21,C,2,Loreto,2004-05-24
2004,21,P,13,Loreto,2004-05-24
2004,22,C,9,Loreto,2004-05-31
2004,22,P,23,Loreto,2004-05-31
2004,23,C,3,Loreto,2004-06-07
2004,23,P,16,Loreto,2004-06-07
2004,24,C,4,Loreto,2004-06-14
2004,24,P,9,Loreto,2004-06-14
2004,25,P,20,Loreto,2004-06-21
2004,26,C,3,Loreto,2004-06-28
2004,26,P,25,Loreto,2004-06-28
2004,27,P,28,Loreto,2004-07-05
2004,28,C,6,Loreto,2004-07-12
2004,28,P,14,Loreto,2004-07-12
2004,29,C,7,Loreto,2004-07-19
2004,29,P,15,Loreto,2004-07-19
2004,30,C,1,Loreto,2004-07-26
2004,30,P,18,Loreto,2004-07-26
2004,31,P,27,Loreto,2004-08-02
2004,32,C,3,Loreto,2004-08-09
2004,32,P,23,Loreto,2004-08-09
2004,33,C,1,Loreto,2004-08-16
2004,33,P,20,Loreto,2004-08-16
2004,34,P,22,Loreto,2004-08-23
2004,35,P,23,Loreto,2004-08-30
2004,36,P,35,Loreto,2004-09-06
2004,37,C,1,Loreto,2004-09-13
2004,37,P,37,Loreto,2004-09-13
2004,38,C,3,Loreto,2004-09-20
2004,38,P,21,Loreto,2004-09-20
2004,39,C,12,Loreto,2004-09-27
2004,39,P,30,Loreto,2004-09-27
2004,40,C,6,Loreto,2004-10-04
2004,40,P,23,Loreto,2004-10-04
2004,41,C,6,Loreto,2004-10-11
2004,41,P,24,Loreto,2004-10-11
2004,42,C,1,Loreto,2004-10-18
2004,42,P,41,Loreto,2004-10-18
2004,43,C,5,Loreto,2004-10-25
2004,43,P,30,Loreto,2004-10-25
2004,44,C,5,Loreto,2004-11-01
2004,44,P,29,Loreto,2004-11-01
2004,45,C,6,Loreto,2004-11-08
2004,45,P,47,Loreto,2004-11-08
2004,46,P,98,Loreto,2004-11-15
2004,47,C,2,Loreto,2004-11-22
2004,47,P,97,Loreto,2004-11-22
2004,48,C,8,Loreto,2004-11-29
2004,48,P,240,Loreto,2004-11-29
2004,49,C,5,Loreto,2004-12-06
2004,49,P,327,Loreto,2004-12-06
2004,50,C,2,Loreto,2004-12-13
2004,50,P,349,Loreto,2004-12-13
2004,51,C,4,Loreto,2004-12-20
2004,51,P,181,Loreto,2004-12-20
2004,52,C,3,Loreto,2004-12-27
2004,52,P,116,Loreto,2004-12-27
2005,1,C,3,Loreto,2005-01-03
2005,1,P,58,Loreto,2005-01-03
2005,2,C,7,Loreto,2005-01-10
2005,2,P,55,Loreto,2005-01-10
2005,3,C,6,Loreto,2005-01-17
2005,3,P,38,Loreto,2005-01-17
2005,4,C,6,Loreto,2005-01-24
2005,4,P,34,Loreto,2005-01-24
2005,5,C,6,Loreto,2005-01-31
2005,5,P,25,Loreto,2005-01-31
2005,6,C,5,Loreto,2005-02-07
2005,6,P,24,Loreto,2005-02-07
2005,7,C,4,Loreto,2005-02-14
2005,7,P,26,Loreto,2005-02-14
2005,8,C,2,Loreto,2005-02-21
2005,8,P,32,Loreto,2005-02-21
2005,9,C,6,Loreto,2005-02-28
2005,9,P,32,Loreto,2005-02-28
2005,10,C,6,Loreto,2005-03-07
2005,10,P,33,Loreto,2005-03-07
2005,11,C,9,Loreto,2005-03-14
2005,11,P,33,Loreto,2005-03-14
2005,12,C,4,Loreto,2005-03-21
2005,12,P,29,Loreto,2005-03-21
2005,13,C,5,Loreto,2005-03-28
2005,13,P,26,Loreto,2005-03-28
2005,14,C,5,Loreto,2005-04-04
2005,14,P,21,Loreto,2005-04-04
2005,15,C,10,Loreto,2005-04-11
2005,15,P,44,Loreto,2005-04-11
2005,16,C,3,Loreto,2005-04-18
2005,16,P,39,Loreto,2005-04-18
2005,17,C,1,Loreto,2005-04-25
2005,17,P,25,Loreto,2005-04-25
2005,18,C,2,Loreto,2005-05-02
2005,18,P,27,Loreto,2005-05-02
2005,19,P,35,Loreto,2005-05-09
2005,20,C,4,Loreto,2005-05-16
2005,20,P,28,Loreto,2005-05-16
2005,21,C,1,Loreto,2005-05-23
2005,21,P,10,Loreto,2005-05-23
2005,22,C,3,Loreto,2005-05-30
2005,22,P,13,Loreto,2005-05-30
2005,23,P,29,Loreto,2005-06-06
2005,24,C,7,Loreto,2005-06-13
2005,24,P,22,Loreto,2005-06-13
2005,25,C,2,Loreto,2005-06-20
2005,25,P,23,Loreto,2005-06-20
2005,26,C,3,Loreto,2005-06-27
2005,26,P,27,Loreto,2005-06-27
2005,27,C,4,Loreto,2005-07-04
2005,27,P,45,Loreto,2005-07-04
2005,28,C,4,Loreto,2005-07-11
2005,28,P,34,Loreto,2005-07-11
2005,29,C,2,Loreto,2005-07-18
2005,29,P,15,Loreto,2005-07-18
2005,30,C,2,Loreto,2005-07-25
2005,30,P,17,Loreto,2005-07-25
2005,31,C,1,Loreto,2005-08-01
2005,31,P,28,Loreto,2005-08-01
2005,32,C,2,Loreto,2005-08-08
2005,32,P,20,Loreto,2005-08-08
2005,33,C,3,Loreto,2005-08-15
2005,33,P,20,Loreto,2005-08-15
2005,34,C,3,Loreto,2005-08-22
2005,34,P,17,Loreto,2005-08-22
2005,35,C,1,Loreto,2005-08-29
2005,35,P,6,Loreto,2005-08-29
2005,36,P,7,Loreto,2005-09-05
2005,37,P,12,Loreto,2005-09-12
2005,38,P,5,Loreto,2005-09-19
2005,39,C,1,Loreto,2005-09-26
2005,39,P,9,Loreto,2005-09-26
2005,40,C,1,Loreto,2005-10-03
2005,40,P,19,Loreto,2005-10-03
2005,41,C,3,Loreto,2005-10-10
2005,41,P,49,Loreto,2005-10-10
2005,42,C,3,Loreto,2005-10-17
2005,42,P,42,Loreto,2005-10-17
2005,43,C,3,Loreto,2005-10-24
2005,43,P,30,Loreto,2005-10-24
2005,44,C,4,Loreto,2005-10-31
2005,44,P,61,Loreto,2005-10-31
2005,45,C,1,Loreto,2005-11-07
2005,45,P,37,Loreto,2005-11-07
2005,46,C,2,Loreto,2005-11-14
2005,46,P,69,Loreto,2005-11-14
2005,47,C,2,Loreto,2005-11-21
2005,47,P,58,Loreto,2005-11-21
2005,48,C,8,Loreto,2005-11-28
2005,48,P,48,Loreto,2005-11-28
2005,49,C,7,Loreto,2005-12-05
2005,49,P,59,Loreto,2005-12-05
2005,50,C,4,Loreto,2005-12-12
2005,50,P,50,Loreto,2005-12-12
2005,51,C,1,Loreto,2005-12-19
2005,51,P,26,Loreto,2005-12-19
2005,52,C,1,Loreto,2005-12-26
2005,52,P,28,Loreto,2005-12-26
2006,1,C,14,Loreto,2006-01-02
2006,1,P,40,Loreto,2006-01-02
2006,2,C,11,Loreto,2006-01-09
2006,2,P,51,Loreto,2006-01-09
2006,3,C,16,Loreto,2006-01-16
2006,3,P,42,Loreto,2006-01-16
2006,4,C,20,Loreto,2006-01-23
2006,4,P,71,Loreto,2006-01-23
2006,5,C,37,Loreto,2006-01-30
2006,5,P,83,Loreto,2006-01-30
2006,6,C,25,Loreto,2006-02-06
2006,6,P,102,Loreto,2006-02-06
2006,7,C,16,Loreto,2006-02-13
2006,7,P,110,Loreto,2006-02-13
2006,8,C,17,Loreto,2006-02-20
2006,8,P,80,Loreto,2006-02-20
2006,9,C,36,Loreto,2006-02-27
2006,9,P,69,Loreto,2006-02-27
2006,10,C,23,Loreto,2006-03-06
2006,10,P,72,Loreto,2006-03-06
2006,11,C,15,Loreto,2006-03-13
2006,11,P,60,Loreto,2006-03-13
2006,12,C,7,Loreto,2006-03-20
2006,12,P,54,Loreto,2006-03-20
2006,13,C,10,Loreto,2006-03-27
2006,13,P,38,Loreto,2006-03-27
2006,14,C,9,Loreto,2006-04-03
2006,14,P,30,Loreto,2006-04-03
2006,15,C,7,Loreto,2006-04-10
2006,15,P,10,Loreto,2006-04-10
2006,16,C,9,Loreto,2006-04-17
2006,16,P,18,Loreto,2006-04-17
2006,17,C,7,Loreto,2006-04-24
2006,17,P,13,Loreto,2006-04-24
2006,18,C,4,Loreto,2006-05-01
2006,18,P,25,Loreto,2006-05-01
2006,19,C,3,Loreto,2006-05-08
2006,19,P,18,Loreto,2006-05-08
2006,20,P,14,Loreto,2006-05-15
2006,21,C,4,Loreto,2006-05-22
2006,21,P,18,Loreto,2006-05-22
2006,22,P,17,Loreto,2006-05-29
2006,23,C,4,Loreto,2006-06-05
2006,23,P,7,Loreto,2006-06-05
2006,24,P,11,Loreto,2006-06-12
2006,25,P,5,Loreto,2006-06-19
2006,26,P,8,Loreto,2006-06-26
2006,27,C,2,Loreto,2006-07-03
2006,27,P,18,Loreto,2006-07-03
2006,28,C,2,Loreto,2006-07-10
2006,28,P,24,Loreto,2006-07-10
2006,29,C,2,Loreto,2006-07-17
2006,29,P,20,Loreto,2006-07-17
2006,30,C,3,Loreto,2006-07-24
2006,30,P,17,Loreto,2006-07-24
2006,31,C,5,Loreto,2006-07-31
2006,31,P,15,Loreto,2006-07-31
2006,32,C,2,Loreto,2006-08-07
