fecha,valor,tipo,horizonte
2017-04-01,68.6567164179104,servicios,12
2017-05-01,65,servicios,12
2017-06-01,67.8571428571429,servicios,12
2017-07-01,72.8813559322034,servicios,12
2017-08-01,72.0588235294118,servicios,12
2017-09-01,80.1587301587302,servicios,12
2017-10-01,78.125,servicios,12
2017-11-01,77.5,servicios,12
2017-12-01,72.8813559322034,servicios,12
2018-01-01,71.6981132075472,servicios,12
2018-02-01,67.7966101694915,servicios,12
2018-03-01,71.1864406779661,servicios,12
2018-04-01,75.8928571428571,servicios,12
2018-05-01,73.5849056603774,servicios,12
2018-06-01,78.448275862069,servicios,12
2018-07-01,71.9298245614035,servicios,12
2018-08-01,69.811320754717,servicios,12
2018-09-01,67.5925925925926,servicios,12
2018-10-01,63.3928571428571,servicios,12
2018-11-01,67,servicios,12
2018-12-01,72.4489795918367,servicios,12
2019-01-01,71.6981132075472,servicios,12
2019-02-01,72.2222222222222,servicios,12
2019-03-01,71.2765957446808,servicios,12
2019-04-01,68.2692307692308,servicios,12
2019-05-01,61.4035087719298,servicios,12
2019-06-01,62.9310344827586,servicios,12
2019-07-01,57.0175438596491,servicios,12
2019-08-01,48.1481481481482,servicios,12
2019-09-01,65.4545454545455,servicios,12
2019-10-01,65.6862745098039,servicios,12
2019-11-01,57.7586206896552,servicios,12
2019-12-01,62.7118644067797,servicios,12
2020-01-01,62.8787878787879,servicios,12
2020-02-01,55.9322033898305,servicios,12
2020-03-01,39.7058823529412,servicios,12
2020-04-01,17.8571428571429,servicios,12
2020-05-01,35.8490566037736,servicios,12
2020-06-01,48.936170212766,servicios,12
2020-07-01,43.75,servicios,12
2020-08-01,50.8771929824561,servicios,12
2020-09-01,63.6363636363636,servicios,12
2020-10-01,66.9811320754717,servicios,12
2020-11-01,69.811320754717,servicios,12
2020-12-01,68.2692307692308,servicios,12
2021-01-01,63.7254901960784,servicios,12
2021-02-01,59.4339622641509,servicios,12
2021-03-01,60.377358490566,servicios,12
2021-04-01,50.9433962264151,servicios,12
2021-05-01,53.5087719298246,servicios,12
2021-06-01,44.2307692307692,servicios,12
2021-07-01,52.0408163265306,servicios,12
2021-08-01,45.3703703703704,servicios,12
2021-09-01,46.078431372549,servicios,12
2021-10-01,54.0816326530612,servicios,12
2021-11-01,42,servicios,12
2021-12-01,48.1132075471698,servicios,12
2022-01-01,56.25,servicios,12
2022-02-01,50.8928571428571,servicios,12
2022-03-01,44.4444444444444,servicios,12
2022-04-01,33.6538461538462,servicios,12
2022-05-01,41.8181818181818,servicios,12
2022-06-01,40.7407407407407,servicios,12
2022-07-01,37.5,servicios,12
2022-08-01,42.1052631578947,servicios,12
2022-09-01,44.2622950819672,servicios,12
2022-10-01,51.7241379310345,servicios,12
2022-11-01,44.9152542372881,servicios,12
2022-12-01,54.0983606557377,servicios,12
2023-01-01,47.3214285714286,servicios,12
2023-02-01,60.5263157894737,servicios,12
