fecha,valor,tipo,horizonte
2012-08-01,72.5806451612903,construccion,12
2012-09-01,73.2142857142857,construccion,12
2012-10-01,74.0740740740741,construccion,12
2012-11-01,75.7142857142857,construccion,12
2012-12-01,81.4814814814815,construccion,12
2013-01-01,81.8181818181818,construccion,12
2013-02-01,77.7777777777778,construccion,12
2013-03-01,77.7777777777778,construccion,12
2013-04-01,72.7272727272727,construccion,12
2013-05-01,70.5882352941176,construccion,12
2013-06-01,62,construccion,12
2013-07-01,51.7857142857143,construccion,12
2013-08-01,54.1666666666667,construccion,12
2013-09-01,65.2173913043478,construccion,12
2013-10-01,65,construccion,12
2013-11-01,75.8064516129032,construccion,12
2013-12-01,69.6969696969697,construccion,12
2014-01-01,68.9189189189189,construccion,12
2014-02-01,73.0769230769231,construccion,12
2014-03-01,69.7368421052632,construccion,12
2014-04-01,72.5806451612903,construccion,12
2014-05-01,65.8536585365854,construccion,12
2014-06-01,63.8888888888889,construccion,12
2014-07-01,68.5714285714286,construccion,12
2014-08-01,58.3333333333333,construccion,12
2014-09-01,70.8333333333333,construccion,12
2014-10-01,69.6969696969697,construccion,12
2014-11-01,68.3333333333333,construccion,12
2014-12-01,71.4285714285714,construccion,12
2015-01-01,63.4146341463415,construccion,12
2015-02-01,63.1578947368421,construccion,12
2015-03-01,53.9473684210526,construccion,12
2015-04-01,56.4102564102564,construccion,12
2015-05-01,52.7027027027027,construccion,12
2015-06-01,56.9444444444444,construccion,12
2015-07-01,58.974358974359,construccion,12
2015-08-01,46.1538461538462,construccion,12
2015-09-01,46.0526315789474,construccion,12
2015-10-01,48.7179487179487,construccion,12
2015-11-01,60,construccion,12
2015-12-01,54.0540540540541,construccion,12
2016-01-01,54.1666666666667,construccion,12
2016-02-01,61.4285714285714,construccion,12
2016-03-01,62.5,construccion,12
2016-04-01,72.0588235294118,construccion,12
2016-05-01,67.5,construccion,12
2016-06-01,70.8333333333333,construccion,12
2016-07-01,79.4871794871795,construccion,12
2016-08-01,73.0769230769231,construccion,12
2016-09-01,81.8181818181818,construccion,12
2016-10-01,81.4285714285714,construccion,12
2016-11-01,75.609756097561,construccion,12
2016-12-01,68.9189189189189,construccion,12
2017-01-01,71.6216216216216,construccion,12
2017-02-01,66.6666666666667,construccion,12
2017-03-01,64.0625,construccion,12
2017-04-01,65,construccion,12
2017-05-01,62.5,construccion,12
2017-06-01,57.4074074074074,construccion,12
2017-07-01,62.5,construccion,12
2017-08-01,59.6774193548387,construccion,12
2017-09-01,72.9166666666667,construccion,12
2017-10-01,77.0833333333333,construccion,12
2017-11-01,77.5,construccion,12
2017-12-01,62.5,construccion,12
2018-01-01,54,construccion,12
2018-02-01,59.0909090909091,construccion,12
2018-03-01,54,construccion,12
2018-04-01,57.1428571428571,construccion,12
2018-05-01,60.8695652173913,construccion,12
2018-06-01,65.2173913043478,construccion,12
2018-07-01,55.7692307692308,construccion,12
2018-08-01,63.6363636363636,construccion,12
2018-09-01,73.8095238095238,construccion,12
2018-10-01,57.5,construccion,12
2018-11-01,62,construccion,12
2018-12-01,66.6666666666667,construccion,12
2019-01-01,54,construccion,12
2019-02-01,50,construccion,12
2019-03-01,61.1111111111111,construccion,12
2019-04-01,57.5,construccion,12
2019-05-01,52.5,construccion,12
2019-06-01,40.9090909090909,construccion,12
2019-07-01,46.1538461538462,construccion,12
2019-08-01,45.8333333333333,construccion,12
2019-09-01,50,construccion,12
2019-10-01,50,construccion,12
2019-11-01,58.3333333333333,construccion,12
2019-12-01,59.5238095238095,construccion,12
2020-01-01,60,construccion,12
2020-02-01,57.5,construccion,12
2020-03-01,27.2727272727273,construccion,12
2020-04-01,30,construccion,12
2020-05-01,23.9130434782609,construccion,12
2020-06-01,39.1304347826087,construccion,12
2020-07-01,45.8333333333333,construccion,12
2020-08-01,41.6666666666667,construccion,12
2020-09-01,56.5217391304348,construccion,12
2020-10-01,59.5238095238095,construccion,12
2020-11-01,57.1428571428571,construccion,12
2020-12-01,50,construccion,12
2021-01-01,41.6666666666667,construccion,12
2021-02-01,48.0769230769231,construccion,12
2021-03-01,62.5,construccion,12
2021-04-01,42,construccion,12
2021-05-01,41.6666666666667,construccion,12
2021-06-01,43.1818181818182,construccion,12
2021-07-01,39.5833333333333,construccion,12
2021-08-01,33.3333333333333,construccion,12
2021-09-01,32.6086956521739,construccion,12
2021-10-01,45,construccion,12
2021-11-01,40,construccion,12
2021-12-01,44.4444444444444,construccion,12
2022-01-01,39.4736842105263,construccion,12
2022-02-01,40.4761904761905,construccion,12
2022-03-01,36.9565217391304,construccion,12
2022-04-01,32.5,construccion,12
2022-05-01,40.4761904761905,construccion,12
2022-06-01,43.1818181818182,construccion,12
2022-07-01,36.1111111111111,construccion,12
2022-08-01,46.6666666666667,construccion,12
2022-09-01,35,construccion,12
2022-10-01,36.1111111111111,construccion,12
2022-11-01,38.2352941176471,construccion,12
2022-12-01,52.7777777777778,construccion,12
2023-01-01,38.2352941176471,construccion,12
2023-02-01,47.0588235294118,construccion,12
2010-01-01,75.9259259259259,comercio,03
2010-02-01,70.4918032786885,comercio,03
2010-03-01,71.6981132075472,comercio,03
2010-04-01,75,comercio,03
2010-05-01,72.3214285714286,comercio,03
2010-06-01,74.5098039215686,comercio,03
2010-07-01,66.1016949152542,comercio,03
2010-08-01,67.7966101694915,comercio,03
2010-09-01,64.8148148148148,comercio,03
2010-10-01,70.7547169811321,comercio,03
2010-11-01,71.6981132075472,comercio,03
2010-12-01,66.3461538461538,comercio,03
2011-01-01,64.2857142857143,comercio,03
2011-02-01,67.3076923076923,comercio,03
2011-03-01,61.5384615384615,comercio,03
2011-04-01,46.7213114754098,comercio,03
2011-05-01,53.5087719298246,comercio,03
2011-06-01,48.2142857142857,comercio,03
2011-07-01,46.09375,comercio,03
2011-08-01,53.3898305084746,comercio,03
2011-09-01,50.8064516129032,comercio,03
2011-10-01,59.8214285714286,comercio,03
2011-11-01,55.6451612903226,comercio,03
2011-12-01,50.8196721311475,comercio,03
2012-01-01,61.1111111111111,comercio,03
2012-02-01,60.4477611940298,comercio,03
2012-03-01,65.3333333333333,comercio,03
2012-04-01,64.7058823529412,comercio,03
2012-05-01,59.0909090909091,comercio,03
2012-06-01,57.2222222222222,comercio,03
2012-07-01,55.421686746988,comercio,03
2012-08-01,58.2089552238806,comercio,03
2012-09-01,55.3030303030303,comercio,03
2012-10-01,58.9041095890411,comercio,03
2012-11-01,61.3924050632911,comercio,03
2012-12-01,64.5833333333333,comercio,03
2013-01-01,68.75,comercio,03
2013-02-01,69.5652173913043,comercio,03
2013-03-01,61.1940298507463,comercio,03
2013-04-01,56.5573770491803,comercio,03
2013-05-01,50,comercio,03
2013-06-01,47.7611940298507,comercio,03
2013-07-01,51.3513513513513,comercio,03
2013-08-01,49.3421052631579,comercio,03
2013-09-01,48.8095238095238,comercio,03
2013-10-01,55.7971014492754,comercio,03
2013-11-01,50,comercio,03
2013-12-01,59.5588235294118,comercio,03
2014-01-01,58.8607594936709,comercio,03
2014-02-01,57.4324324324324,comercio,03
2014-03-01,52.2058823529412,comercio,03
2014-04-01,53.4246575342466,comercio,03
2014-05-01,55.6962025316456,comercio,03
2014-06-01,47.5903614457831,comercio,03
2014-07-01,53.5714285714286,comercio,03
2014-08-01,49.2307692307692,comercio,03
2014-09-01,52.2388059701493,comercio,03
2014-10-01,52.8985507246377,comercio,03
2014-11-01,50,comercio,03
2014-12-01,53.5211267605634,comercio,03
2015-01-01,54.6875,comercio,03
2015-02-01,49.2857142857143,comercio,03
2015-03-01,49.2424242424242,comercio,03
2015-04-01,43.3333333333333,comercio,03
2015-05-01,47.2602739726027,comercio,03
2015-06-01,51.8072289156626,comercio,03
2015-07-01,48.1012658227848,comercio,03
2015-08-01,42.7710843373494,comercio,03
2015-09-01,45.7317073170732,comercio,03
2015-10-01,47.887323943662,comercio,03
2015-11-01,43.8271604938272,comercio,03
2015-12-01,50.7246376811594,comercio,03
2016-01-01,43.8356164383562,comercio,03
2016-02-01,50.6756756756757,comercio,03
2016-03-01,46.7105263157895,comercio,03
2016-04-01,55.8441558441558,comercio,03
2016-05-01,58.3333333333333,comercio,03
2016-06-01,54.2857142857143,comercio,03
2016-07-01,66.8604651162791,comercio,03
2016-08-01,62.1621621621622,comercio,03
2016-09-01,64.4736842105263,comercio,03
2016-10-01,62.6760563380282,comercio,03
2016-11-01,60.2941176470588,comercio,03
2016-12-01,57.8571428571428,comercio,03
2017-01-01,58.4415584415584,comercio,03
2017-02-01,57.9710144927536,comercio,03
2017-03-01,50,comercio,03
2017-04-01,50,comercio,03
2017-05-01,52.9411764705882,comercio,03
2017-06-01,53.2258064516129,comercio,03
2017-07-01,58.8235294117647,comercio,03
2017-08-01,56.8181818181818,comercio,03
2017-09-01,66.6666666666667,comercio,03
2017-10-01,65.2777777777778,comercio,03
2017-11-01,64.2857142857143,comercio,03
2017-12-01,58.8235294117647,comercio,03
2018-01-01,64.6153846153846,comercio,03
2018-02-01,59.3220338983051,comercio,03
2018-03-01,57.03125,comercio,03
2018-04-01,61.71875,comercio,03
2018-05-01,61.1111111111111,comercio,03
2018-06-01,57.6923076923077,comercio,03
2018-07-01,64.1666666666667,comercio,03
2018-08-01,71.2121212121212,comercio,03
2018-09-01,64.0350877192982,comercio,03
2018-10-01,62.0967741935484,comercio,03
2018-11-01,61.7647058823529,comercio,03
2018-12-01,68.4210526315789,comercio,03
2019-01-01,64.6153846153846,comercio,03
2019-02-01,63.28125,comercio,03
2019-03-01,65.0793650793651,comercio,03
2019-04-01,61.2068965517241,comercio,03
2019-05-01,56.5573770491803,comercio,03
2019-06-01,50.7575757575758,comercio,03
2019-07-01,51.3698630136986,comercio,03
2019-08-01,50.7142857142857,comercio,03
2019-09-01,52.5974025974026,comercio,03
2019-10-01,54.1666666666667,comercio,03
2019-11-01,53.90625,comercio,03
2019-12-01,52.8571428571429,comercio,03
2020-01-01,58.2191780821918,comercio,03
2020-02-01,50,comercio,03
2020-03-01,25,comercio,03
2020-04-01,17.1052631578947,comercio,03
2020-05-01,14.1666666666667,comercio,03
2020-06-01,31.8181818181818,comercio,03
2020-07-01,31.5789473684211,comercio,03
2020-08-01,45.3846153846154,comercio,03
2020-09-01,45.4545454545455,comercio,03
2020-10-01,52.9850746268657,comercio,03
2020-11-01,57.3529411764706,comercio,03
2020-12-01,52.8985507246377,comercio,03
2021-01-01,40.4761904761905,comercio,03
2021-02-01,44.6153846153846,comercio,03
2021-03-01,56.140350877193,comercio,03
2021-04-01,40.9722222222222,comercio,03
2021-05-01,47.8260869565217,comercio,03
2021-06-01,40.6779661016949,comercio,03
2021-07-01,46.875,comercio,03
2021-08-01,36.2903225806452,comercio,03
2021-09-01,36.4406779661017,comercio,03
2021-10-01,41.5254237288136,comercio,03
2021-11-01,45,comercio,03
2021-12-01,47.2222222222222,comercio,03
2022-01-01,49.2307692307692,comercio,03
2022-02-01,46.6101694915254,comercio,03
2022-03-01,44.9152542372881,comercio,03
2022-04-01,40.625,comercio,03
2022-05-01,36.1538461538462,comercio,03
2022-06-01,31.0344827586207,comercio,03
2022-07-01,39.84375,comercio,03
2022-08-01,35.3846153846154,comercio,03
2022-09-01,37.3239436619718,comercio,03
2022-10-01,37.0967741935484,comercio,03
2022-11-01,40.625,comercio,03
2022-12-01,44.9152542372881,comercio,03
2023-01-01,33.6065573770492,comercio,03
2023-02-01,41.1290322580645,comercio,03
2010-01-01,85.4545454545455,comercio,12
2010-02-01,83.0508474576271,comercio,12
2010-03-01,77.8846153846154,comercio,12
2010-04-01,84.9056603773585,comercio,12
2010-05-01,80.3571428571429,comercio,12
2010-06-01,79.8076923076923,comercio,12
2010-07-01,78.5714285714286,comercio,12
2010-08-01,75.4237288135593,comercio,12
2010-09-01,78.1818181818182,comercio,12
2010-10-01,79.2452830188679,comercio,12
2010-11-01,77.3584905660377,comercio,12
2010-12-01,71.6981132075472,comercio,12
2011-01-01,69.3877551020408,comercio,12
2011-02-01,75,comercio,12
2011-03-01,75.9615384615385,comercio,12
2011-04-01,54.0983606557377,comercio,12
2011-05-01,55.2631578947368,comercio,12
2011-06-01,52.6785714285714,comercio,12
2011-07-01,56.25,comercio,12
2011-08-01,60.3448275862069,comercio,12
2011-09-01,56.4516129032258,comercio,12
2011-10-01,59.8214285714286,comercio,12
2011-11-01,60.4838709677419,comercio,12
2011-12-01,56.6666666666667,comercio,12
2012-01-01,66.1290322580645,comercio,12
2012-02-01,65.9090909090909,comercio,12
2012-03-01,74.3421052631579,comercio,12
2012-04-01,75.7352941176471,comercio,12
2012-05-01,68.8311688311688,comercio,12
2012-06-01,65.5555555555556,comercio,12
2012-07-01,60.9756097560976,comercio,12
2012-08-01,62.8787878787879,comercio,12
2012-09-01,63.4328358208955,comercio,12
2012-10-01,66.4383561643836,comercio,12
2012-11-01,68.5897435897436,comercio,12
2012-12-01,74.6478873239437,comercio,12
2013-01-01,73.5714285714286,comercio,12
2013-02-01,75.3623188405797,comercio,12
2013-03-01,70.1492537313433,comercio,12
2013-04-01,62.5,comercio,12
2013-05-01,57.2463768115942,comercio,12
2013-06-01,54.4776119402985,comercio,12
2013-07-01,56.0810810810811,comercio,12
2013-08-01,56.4102564102564,comercio,12
2013-09-01,61.3095238095238,comercio,12
2013-10-01,69.5652173913043,comercio,12
2013-11-01,62.3376623376623,comercio,12
2013-12-01,71.4285714285714,comercio,12
2014-01-01,70.625,comercio,12
2014-02-01,67.8082191780822,comercio,12
2014-03-01,60.8695652173913,comercio,12
2014-04-01,63.8888888888889,comercio,12
2014-05-01,65.8227848101266,comercio,12
2014-06-01,61.3095238095238,comercio,12
2014-07-01,67.1428571428572,comercio,12
2014-08-01,66.1538461538461,comercio,12
2014-09-01,64.3939393939394,comercio,12
2014-10-01,65.4411764705882,comercio,12
2014-11-01,63.8461538461538,comercio,12
2014-12-01,64.4927536231884,comercio,12
2015-01-01,69.53125,comercio,12
2015-02-01,57.9710144927536,comercio,12
2015-03-01,53.7878787878788,comercio,12
2015-04-01,52.7397260273973,comercio,12
2015-05-01,59.1549295774648,comercio,12
2015-06-01,55.952380952381,comercio,12
2015-07-01,53.1645569620253,comercio,12
2015-08-01,48.2352941176471,comercio,12
2015-09-01,53.75,comercio,12
2015-10-01,59.4202898550725,comercio,12
2015-11-01,58.5365853658536,comercio,12
2015-12-01,58.2089552238806,comercio,12
2016-01-01,62.5,comercio,12
2016-02-01,65.5405405405405,comercio,12
2016-03-01,58.7837837837838,comercio,12
2016-04-01,69.4805194805195,comercio,12
2016-05-01,69.6428571428571,comercio,12
2016-06-01,72.1428571428571,comercio,12
2016-07-01,79.1666666666667,comercio,12
2016-08-01,76.3157894736842,comercio,12
2016-09-01,78.6666666666667,comercio,12
2016-10-01,75.3623188405797,comercio,12
2016-11-01,77.8571428571429,comercio,12
2016-12-01,69.7183098591549,comercio,12
2017-01-01,68.8311688311688,comercio,12
2017-02-01,69.0140845070423,comercio,12
2017-03-01,59.1549295774648,comercio,12
2017-04-01,65.9090909090909,comercio,12
2017-05-01,63.4328358208955,comercio,12
2017-06-01,64.84375,comercio,12
2017-07-01,72.9508196721311,comercio,12
2017-08-01,74.5901639344262,comercio,12
2017-09-01,79.6875,comercio,12
2017-10-01,78.3333333333333,comercio,12
2017-11-01,74.1666666666667,comercio,12
2017-12-01,72.9508196721311,comercio,12
2018-01-01,74.5901639344262,comercio,12
2018-02-01,59.5744680851064,comercio,12
2018-03-01,71.6981132075472,comercio,12
2018-04-01,68.3673469387755,comercio,12
2018-05-01,73.2142857142857,comercio,12
2018-06-01,69.4444444444444,comercio,12
2018-07-01,74.5283018867924,comercio,12
2018-08-01,80,comercio,12
2018-09-01,74.468085106383,comercio,12
2018-10-01,68.8679245283019,comercio,12
2018-11-01,75,comercio,12
2018-12-01,76.9230769230769,comercio,12
2019-01-01,74.5901639344262,comercio,12
2019-02-01,77.1186440677966,comercio,12
2019-03-01,71.0526315789474,comercio,12
2019-04-01,71.1538461538462,comercio,12
2019-05-01,69.0909090909091,comercio,12
2019-06-01,60.7142857142857,comercio,12
2019-07-01,57.8571428571428,comercio,12
2019-08-01,60.655737704918,comercio,12
2019-09-01,57.9710144927536,comercio,12
2019-10-01,59.375,comercio,12
2019-11-01,66.1290322580645,comercio,12
2019-12-01,61.71875,comercio,12
2020-01-01,66.1538461538461,comercio,12
2020-02-01,57.258064516129,comercio,12
2020-03-01,51.7857142857143,comercio,12
2020-04-01,37.8378378378378,comercio,12
2020-05-01,42.3728813559322,comercio,12
2020-06-01,55.7692307692308,comercio,12
2020-07-01,54.6296296296296,comercio,12
2020-08-01,63.7096774193548,comercio,12
2020-09-01,67.1875,comercio,12
2020-10-01,68.1818181818182,comercio,12
2020-11-01,70.6349206349206,comercio,12
2020-12-01,68.4615384615385,comercio,12
2021-01-01,61.9047619047619,comercio,12
2021-02-01,65.3225806451613,comercio,12
2021-03-01,67.2727272727273,comercio,12
2021-04-01,55.3030303030303,comercio,12
2021-05-01,57.8125,comercio,12
2021-06-01,47.3684210526316,comercio,12
2021-07-01,52.4193548387097,comercio,12
2021-08-01,46.551724137931,comercio,12
2021-09-01,50.8771929824561,comercio,12
2021-10-01,54.3103448275862,comercio,12
2021-11-01,52.6785714285714,comercio,12
2021-12-01,50.9615384615385,comercio,12
2022-01-01,57.9365079365079,comercio,12
2022-02-01,55.5555555555556,comercio,12
2022-03-01,53.5714285714286,comercio,12
2022-04-01,45.1612903225806,comercio,12
2022-05-01,45.1612903225806,comercio,12
2022-06-01,44.6428571428571,comercio,12
2022-07-01,50.8333333333333,comercio,12
2022-08-01,43.5483870967742,comercio,12
2022-09-01,42.0289855072464,comercio,12
2022-10-01,43.3333333333333,comercio,12
2022-11-01,50,comercio,12
2022-12-01,60.5263157894737,comercio,12
2023-01-01,54.1666666666667,comercio,12
2023-02-01,55,comercio,12
2010-01-01,68.6274509803922,servicios,03
2010-02-01,70.8333333333333,servicios,03
2010-03-01,68.5185185185185,servicios,03
2010-04-01,70.3389830508475,servicios,03
2010-05-01,70.5357142857143,servicios,03
2010-06-01,76.4705882352941,servicios,03
2010-07-01,77.3584905660377,servicios,03
2010-08-01,69.7916666666667,servicios,03
2010-09-01,72.2222222222222,servicios,03
2010-10-01,70.5882352941176,servicios,03
2010-11-01,66.6666666666667,servicios,03
2010-12-01,65.9090909090909,servicios,03
2011-01-01,68.8888888888889,servicios,03
2011-02-01,64.4736842105263,servicios,03
2011-03-01,63.0952380952381,servicios,03
2011-04-01,47.1698113207547,servicios,03
2011-05-01,50.8771929824561,servicios,03
2011-06-01,48.936170212766,servicios,03
2011-07-01,56.25,servicios,03
2011-08-01,59.1836734693878,servicios,03
2011-09-01,59.0909090909091,servicios,03
2011-10-01,62.2222222222222,servicios,03
2011-11-01,64.0350877192982,servicios,03
2011-12-01,64.8148148148148,servicios,03
2012-01-01,64.4230769230769,servicios,03
2012-02-01,67.6470588235294,servicios,03
2012-03-01,70,servicios,03
2012-04-01,73.5294117647059,servicios,03
2012-05-01,64.3939393939394,servicios,03
2012-06-01,58.0882352941177,servicios,03
2012-07-01,55.7692307692308,servicios,03
2012-08-01,64.6666666666667,servicios,03
2012-09-01,64.2857142857143,servicios,03
2012-10-01,66.1764705882353,servicios,03
2012-11-01,67.3076923076923,servicios,03
2012-12-01,65.8333333333333,servicios,03
2013-01-01,68.75,servicios,03
2013-02-01,69.620253164557,servicios,03
2013-03-01,66.4285714285714,servicios,03
2013-04-01,65.9090909090909,servicios,03
2013-05-01,58.955223880597,servicios,03
2013-06-01,54.1666666666667,servicios,03
2013-07-01,53.4722222222222,servicios,03
2013-08-01,52.0833333333333,servicios,03
2013-09-01,57.258064516129,servicios,03
2013-10-01,56.9444444444444,servicios,03
2013-11-01,60,servicios,03
2013-12-01,60.5263157894737,servicios,03
2014-01-01,64.6666666666667,servicios,03
2014-02-01,60.625,servicios,03
2014-03-01,56.0975609756098,servicios,03
2014-04-01,58.3333333333333,servicios,03
2014-05-01,50,servicios,03
2014-06-01,53.0864197530864,servicios,03
2014-07-01,51.8292682926829,servicios,03
2014-08-01,50,servicios,03
2014-09-01,56.4935064935065,servicios,03
2014-10-01,60,servicios,03
2014-11-01,64.1891891891892,servicios,03
2014-12-01,53.8461538461538,servicios,03
2015-01-01,56,servicios,03
2015-02-01,50.6849315068493,servicios,03
2015-03-01,41.7808219178082,servicios,03
2015-04-01,48.876404494382,servicios,03
2015-05-01,42.3529411764706,servicios,03
2015-06-01,48.2142857142857,servicios,03
2015-07-01,45.2941176470588,servicios,03
2015-08-01,43.2291666666667,servicios,03
2015-09-01,45.3488372093023,servicios,03
2015-10-01,45.8333333333333,servicios,03
2015-11-01,46.4705882352941,servicios,03
2015-12-01,42.1348314606742,servicios,03
2016-01-01,44.8051948051948,servicios,03
2016-02-01,47.4358974358974,servicios,03
2016-03-01,46.3855421686747,servicios,03
2016-04-01,56.0975609756098,servicios,03
2016-05-01,56.5217391304348,servicios,03
2016-06-01,61.1111111111111,servicios,03
2016-07-01,64.7435897435898,servicios,03
2016-08-01,67.2839506172839,servicios,03
2016-09-01,63.9240506329114,servicios,03
2016-10-01,66.1764705882353,servicios,03
2016-11-01,62.987012987013,servicios,03
2016-12-01,63.75,servicios,03
2017-01-01,57.0588235294118,servicios,03
2017-02-01,53.7878787878788,servicios,03
2017-03-01,37.3239436619718,servicios,03
2017-04-01,56.9230769230769,servicios,03
2017-05-01,52.1739130434783,servicios,03
2017-06-01,52.7777777777778,servicios,03
2017-07-01,53.2258064516129,servicios,03
2017-08-01,57.2463768115942,servicios,03
2017-09-01,58.8235294117647,servicios,03
2017-10-01,66.1764705882353,servicios,03
2017-11-01,62.1212121212121,servicios,03
2017-12-01,53.2258064516129,servicios,03
2018-01-01,58.9285714285714,servicios,03
2018-02-01,53.90625,servicios,03
2018-03-01,54.0322580645161,servicios,03
2018-04-01,58.4615384615385,servicios,03
2018-05-01,61.864406779661,servicios,03
2018-06-01,64.6153846153846,servicios,03
2018-07-01,59.5238095238095,servicios,03
2018-08-01,57.6271186440678,servicios,03
2018-09-01,57.0175438596491,servicios,03
2018-10-01,50.8474576271186,servicios,03
2018-11-01,56.8627450980392,servicios,03
2018-12-01,59,servicios,03
2019-01-01,58.9285714285714,servicios,03
2019-02-01,56.0344827586207,servicios,03
2019-03-01,58.6538461538462,servicios,03
2019-04-01,58.9285714285714,servicios,03
2019-05-01,51.6949152542373,servicios,03
2019-06-01,51.6393442622951,servicios,03
2019-07-01,48.3050847457627,servicios,03
2019-08-01,48.3333333333333,servicios,03
2019-09-01,46.7741935483871,servicios,03
2019-10-01,46.551724137931,servicios,03
2019-11-01,49.1803278688525,servicios,03
2019-12-01,48.4375,servicios,03
2020-01-01,55.7971014492754,servicios,03
2020-02-01,47.6190476190476,servicios,03
2020-03-01,13.8888888888889,servicios,03
2020-04-01,7.77777777777778,servicios,03
2020-05-01,11.6071428571429,servicios,03
2020-06-01,30,servicios,03
2020-07-01,29.6610169491525,servicios,03
2020-08-01,30.8333333333333,servicios,03
2020-09-01,41.2280701754386,servicios,03
2020-10-01,50,servicios,03
2020-11-01,50.8620689655172,servicios,03
2020-12-01,48.2758620689655,servicios,03
2021-01-01,42.4528301886792,servicios,03
2021-02-01,43.75,servicios,03
2021-03-01,50.8620689655172,servicios,03
2021-04-01,41.2280701754386,servicios,03
2021-05-01,47.4576271186441,servicios,03
2021-06-01,35.8490566037736,servicios,03
2021-07-01,46.1538461538462,servicios,03
2021-08-01,34.1666666666667,servicios,03
2021-09-01,37.037037037037,servicios,03
2021-10-01,38.6792452830189,servicios,03
2021-11-01,39,servicios,03
2021-12-01,42.4528301886792,servicios,03
2022-01-01,39.8305084745763,servicios,03
2022-02-01,43.4426229508197,servicios,03
2022-03-01,33.6363636363636,servicios,03
2022-04-01,27.6785714285714,servicios,03
2022-05-01,33.9285714285714,servicios,03
2022-06-01,29.8245614035088,servicios,03
2022-07-01,27.6785714285714,servicios,03
2022-08-01,32.5396825396825,servicios,03
2022-09-01,37.0967741935484,servicios,03
2022-10-01,38.7096774193548,servicios,03
2022-11-01,42.6229508196721,servicios,03
2022-12-01,43.5483870967742,servicios,03
2023-01-01,28.0701754385965,servicios,03
2023-02-01,44.2622950819672,servicios,03
2010-01-01,87,servicios,12
2010-02-01,83.3333333333333,servicios,12
2010-03-01,85.8490566037736,servicios,12
2010-04-01,85.2459016393443,servicios,12
2010-05-01,83.9285714285714,servicios,12
2010-06-01,85,servicios,12
2010-07-01,88.4615384615385,servicios,12
2010-08-01,80.2083333333333,servicios,12
2010-09-01,81.1111111111111,servicios,12
2010-10-01,80,servicios,12
2010-11-01,77.6595744680851,servicios,12
2010-12-01,75.609756097561,servicios,12
2011-01-01,74.4444444444444,servicios,12
2011-02-01,76.3157894736842,servicios,12
2011-03-01,73.8095238095238,servicios,12
2011-04-01,52.8301886792453,servicios,12
2011-05-01,62.7272727272727,servicios,12
2011-06-01,60.6382978723404,servicios,12
2011-07-01,62.5,servicios,12
2011-08-01,64.5833333333333,servicios,12
2011-09-01,64.7727272727273,servicios,12
2011-10-01,72.2222222222222,servicios,12
2011-11-01,67.2413793103448,servicios,12
2011-12-01,73.1481481481482,servicios,12
2012-01-01,73.0769230769231,servicios,12
2012-02-01,75.9615384615385,servicios,12
2012-03-01,76.4705882352941,servicios,12
2012-04-01,79.4117647058824,servicios,12
2012-05-01,76.5151515151515,servicios,12
2012-06-01,69.8529411764706,servicios,12
2012-07-01,64.7435897435898,servicios,12
2012-08-01,70.6666666666667,servicios,12
2012-09-01,71.4285714285714,servicios,12
2012-10-01,71.6417910447761,servicios,12
2012-11-01,76.9230769230769,servicios,12
2012-12-01,77.9661016949153,servicios,12
2013-01-01,78.7671232876712,servicios,12
2013-02-01,81.8181818181818,servicios,12
2013-03-01,77.1428571428571,servicios,12
2013-04-01,75,servicios,12
2013-05-01,58.955223880597,servicios,12
2013-06-01,59.6491228070175,servicios,12
2013-07-01,60,servicios,12
2013-08-01,55.7971014492754,servicios,12
2013-09-01,67.910447761194,servicios,12
2013-10-01,68.3098591549296,servicios,12
2013-11-01,72.0779220779221,servicios,12
2013-12-01,69.3333333333333,servicios,12
2014-01-01,70.2702702702703,servicios,12
2014-02-01,66.4556962025316,servicios,12
2014-03-01,63.5802469135802,servicios,12
2014-04-01,63.5869565217391,servicios,12
2014-05-01,55.8139534883721,servicios,12
2014-06-01,59.4936708860759,servicios,12
2014-07-01,60.4938271604938,servicios,12
2014-08-01,64.7727272727273,servicios,12
2014-09-01,66.4473684210526,servicios,12
2014-10-01,66.6666666666667,servicios,12
2014-11-01,70,servicios,12
2014-12-01,64.7435897435898,servicios,12
2015-01-01,64.1891891891892,servicios,12
2015-02-01,66.6666666666667,servicios,12
2015-03-01,54.7945205479452,servicios,12
2015-04-01,60.5555555555556,servicios,12
2015-05-01,52.9069767441861,servicios,12
2015-06-01,56.7073170731707,servicios,12
2015-07-01,53.5294117647059,servicios,12
2015-08-01,54.7368421052632,servicios,12
2015-09-01,51.1363636363636,servicios,12
2015-10-01,53.6144578313253,servicios,12
2015-11-01,60,servicios,12
2015-12-01,58.0459770114943,servicios,12
2016-01-01,56.4102564102564,servicios,12
2016-02-01,59.7402597402597,servicios,12
2016-03-01,62.5,servicios,12
2016-04-01,69.0476190476191,servicios,12
2016-05-01,70.9677419354839,servicios,12
2016-06-01,68.125,servicios,12
2016-07-01,77.6315789473684,servicios,12
2016-08-01,75.3012048192771,servicios,12
2016-09-01,74.3589743589744,servicios,12
2016-10-01,76.4285714285714,servicios,12
2016-11-01,74.6835443037975,servicios,12
2016-12-01,72.0779220779221,servicios,12
2017-01-01,65.2941176470588,servicios,12
2017-02-01,66.6666666666667,servicios,12
2017-03-01,55.7142857142857,servicios,12
