geo_id,geo_idx,geo_tipo,geo_region,geo_provincia,geo_nombre,siaf_id,siaf_tipo,siaf_nombre,siaf_nombre_largo
050608,050608,D,Ayacucho,Lucanas,Laramate,300486,D,MD Laramate,"MD Laramate, Lucanas, Ayacucho"
050609,050609,D,Ayacucho,Lucanas,Leoncio Prado,300487,D,MD Leoncio Prado,"MD Leoncio Prado, Lucanas, Ayacucho"
050610,050610,D,Ayacucho,Lucanas,Llauta,300488,D,MD Llauta,"MD Llauta, Lucanas, Ayacucho"
050611,050611,D,Ayacucho,Lucanas,Lucanas,300489,D,MD Lucanas,"MD Lucanas, Lucanas, Ayacucho"
050612,050612,D,Ayacucho,Lucanas,Ocaña,300490,D,MD Ocaña,"MD Ocaña, Lucanas, Ayacucho"
050613,050613,D,Ayacucho,Lucanas,Otoca,300491,D,MD Otoca,"MD Otoca, Lucanas, Ayacucho"
050614,050614,D,Ayacucho,Lucanas,Saisa,300492,D,MD Saisa,"MD Saisa, Lucanas, Ayacucho"
050615,050615,D,Ayacucho,Lucanas,San Cristobal,300493,D,MD San Cristobal,"MD San Cristobal, Lucanas, Ayacucho"
050616,050616,D,Ayacucho,Lucanas,San Juan,300494,D,MD San Juan,"MD San Juan, Lucanas, Ayacucho"
050617,050617,D,Ayacucho,Lucanas,San Pedro,300495,D,MD San Pedro,"MD San Pedro, Lucanas, Ayacucho"
050618,050618,D,Ayacucho,Lucanas,San Pedro de Palco,300496,D,MD San Pedro de Palco,"MD San Pedro de Palco, Lucanas, Ayacucho"
050619,050619,D,Ayacucho,Lucanas,Sancos,300497,D,MD Sancos,"MD Sancos, Lucanas, Ayacucho"
050620,050620,D,Ayacucho,Lucanas,Santa Ana de HuaycAHUACHO,300498,D,MD Santa Ana de HuaycAHUACHO,"MD Santa Ana de HuaycAHUACHO, Lucanas, Ayacucho"
050621,050621,D,Ayacucho,Lucanas,Santa Lucia,300499,D,MD Santa Lucia,"MD Santa Lucia, Lucanas, Ayacucho"
050700,050700,P,Ayacucho,Parinacochas,Parinacochas,300500,P,MP Parinacochas,"MP Parinacochas, Ayacucho"
050701,050701,D,Ayacucho,Parinacochas,Coracora,,,,
050702,050702,D,Ayacucho,Parinacochas,Chumpi,300501,D,MD Chumpi,"MD Chumpi, Parinacochas, Ayacucho"
050703,050703,D,Ayacucho,Parinacochas,Coronel Castañeda,300502,D,MD Coronel Castañeda,"MD Coronel Castañeda, Parinacochas, Ayacucho"
050704,050704,D,Ayacucho,Parinacochas,Pacapausa,300503,D,MD Pacapausa,"MD Pacapausa, Parinacochas, Ayacucho"
050705,050705,D,Ayacucho,Parinacochas,Pullo,300504,D,MD Pullo,"MD Pullo, Parinacochas, Ayacucho"
050706,050706,D,Ayacucho,Parinacochas,Puyusca,300505,D,MD Puyusca,"MD Puyusca, Parinacochas, Ayacucho"
050707,050707,D,Ayacucho,Parinacochas,San Francisco de Ravacayco,300506,D,MD San Francisco de Ravacayco,"MD San Francisco de Ravacayco, Parinacochas, Ayacucho"
050708,050708,D,Ayacucho,Parinacochas,Upahuacho,300507,D,MD Upahuacho,"MD Upahuacho, Parinacochas, Ayacucho"
050800,050800,P,Ayacucho,Páucar del Sara Sara,Páucar del Sara Sara,300508,P,MP Páucar del Sara Sara,"MP Páucar del Sara Sara, Ayacucho"
050801,050801,D,Ayacucho,Páucar del Sara Sara,Pausa,,,,
050802,050802,D,Ayacucho,Páucar del Sara Sara,Colta,300509,D,MD Colta,"MD Colta, Páucar del Sara Sara, Ayacucho"
050803,050803,D,Ayacucho,Páucar del Sara Sara,Corculla,300510,D,MD Corculla,"MD Corculla, Páucar del Sara Sara, Ayacucho"
050804,050804,D,Ayacucho,Páucar del Sara Sara,Lampa,300511,D,MD Lampa,"MD Lampa, Páucar del Sara Sara, Ayacucho"
050805,050805,D,Ayacucho,Páucar del Sara Sara,Marcabamba,300512,D,MD Marcabamba,"MD Marcabamba, Páucar del Sara Sara, Ayacucho"
050806,050806,D,Ayacucho,Páucar del Sara Sara,Oyolo,300513,D,MD Oyolo,"MD Oyolo, Páucar del Sara Sara, Ayacucho"
050807,050807,D,Ayacucho,Páucar del Sara Sara,Pararca,300514,D,MD Pararca,"MD Pararca, Páucar del Sara Sara, Ayacucho"
050808,050808,D,Ayacucho,Páucar del Sara Sara,San Javier de Alpabamba,300515,D,MD San Javier de Alpabamba,"MD San Javier de Alpabamba, Páucar del Sara Sara, Ayacucho"
050809,050809,D,Ayacucho,Páucar del Sara Sara,San José de Ushua,300516,D,MD San José de Ushua,"MD San José de Ushua, Páucar del Sara Sara, Ayacucho"
050810,050810,D,Ayacucho,Páucar del Sara Sara,Sara Sara,300517,D,MD Sara Sara,"MD Sara Sara, Páucar del Sara Sara, Ayacucho"
050900,050900,P,Ayacucho,Sucre,Sucre,300518,P,MP Sucre,"MP Sucre, Ayacucho"
050901,050901,D,Ayacucho,Sucre,Querobamba,,,,
050902,050902,D,Ayacucho,Sucre,Belén,300519,D,MD Belén,"MD Belén, Sucre, Ayacucho"
050903,050903,D,Ayacucho,Sucre,Chalcos,300520,D,MD Chalcos,"MD Chalcos, Sucre, Ayacucho"
050904,050904,D,Ayacucho,Sucre,Chilcayoc,300521,D,MD Chilcayoc,"MD Chilcayoc, Sucre, Ayacucho"
050905,050905,D,Ayacucho,Sucre,Huacaña,300522,D,MD Huacaña,"MD Huacaña, Sucre, Ayacucho"
050906,050906,D,Ayacucho,Sucre,Morcolla,300523,D,MD Morcolla,"MD Morcolla, Sucre, Ayacucho"
050907,050907,D,Ayacucho,Sucre,Paico,300524,D,MD Paico,"MD Paico, Sucre, Ayacucho"
050908,050908,D,Ayacucho,Sucre,San Pedro de Larcay,300525,D,MD San Pedro de Larcay,"MD San Pedro de Larcay, Sucre, Ayacucho"
050909,050909,D,Ayacucho,Sucre,San Salvador de Quije,300526,D,MD San Salvador de Quije,"MD San Salvador de Quije, Sucre, Ayacucho"
050910,050910,D,Ayacucho,Sucre,Santiago de Paucaray,300527,D,MD Santiago de Paucaray,"MD Santiago de Paucaray, Sucre, Ayacucho"
050911,050911,D,Ayacucho,Sucre,Soras,300528,D,MD Soras,"MD Soras, Sucre, Ayacucho"
051000,051000,P,Ayacucho,Víctor Fajardo,Víctor Fajardo,300529,P,MP Víctor Fajardo,"MP Víctor Fajardo, Ayacucho"
051001,051001,D,Ayacucho,Víctor Fajardo,Huancapi,,,,
051002,051002,D,Ayacucho,Víctor Fajardo,Alcamenca,300530,D,MD Alcamenca,"MD Alcamenca, Víctor Fajardo, Ayacucho"
051003,051003,D,Ayacucho,Víctor Fajardo,Apongo,300531,D,MD Apongo,"MD Apongo, Víctor Fajardo, Ayacucho"
051004,051004,D,Ayacucho,Víctor Fajardo,Asquipata,300532,D,MD Asquipata,"MD Asquipata, Víctor Fajardo, Ayacucho"
051005,051005,D,Ayacucho,Víctor Fajardo,Canaria,300533,D,MD Canaria,"MD Canaria, Víctor Fajardo, Ayacucho"
051006,051006,D,Ayacucho,Víctor Fajardo,Cayara,300534,D,MD Cayara,"MD Cayara, Víctor Fajardo, Ayacucho"
051007,051007,D,Ayacucho,Víctor Fajardo,Colca,300535,D,MD Colca,"MD Colca, Víctor Fajardo, Ayacucho"
051008,051008,D,Ayacucho,Víctor Fajardo,Huamanquiquia,300536,D,MD Huamanquiquia,"MD Huamanquiquia, Víctor Fajardo, Ayacucho"
051009,051009,D,Ayacucho,Víctor Fajardo,Huancaraylla,300537,D,MD Huancaraylla,"MD Huancaraylla, Víctor Fajardo, Ayacucho"
051010,051010,D,Ayacucho,Víctor Fajardo,Hualla,300538,D,MD Hualla,"MD Hualla, Víctor Fajardo, Ayacucho"
051011,051011,D,Ayacucho,Víctor Fajardo,Sarhua,300539,D,MD Sarhua,"MD Sarhua, Víctor Fajardo, Ayacucho"
051012,051012,D,Ayacucho,Víctor Fajardo,Vilcanchos,300540,D,MD Vilcanchos,"MD Vilcanchos, Víctor Fajardo, Ayacucho"
051100,051100,P,Ayacucho,Vilcashuamán,Vilcashuamán,300541,P,MP Vilcashuamán,"MP Vilcashuamán, Ayacucho"
051101,051101,D,Ayacucho,Vilcashuamán,Vilcas Huamán,,,,
051102,051102,D,Ayacucho,Vilcashuamán,Accomarca,300542,D,MD Accomarca,"MD Accomarca, Vilcashuamán, Ayacucho"
051103,051103,D,Ayacucho,Vilcashuamán,Carhuanca,300543,D,MD Carhuanca,"MD Carhuanca, Vilcashuamán, Ayacucho"
051104,051104,D,Ayacucho,Vilcashuamán,Concepción,300544,D,MD Concepción,"MD Concepción, Vilcashuamán, Ayacucho"
051105,051105,D,Ayacucho,Vilcashuamán,Huambalpa,300545,D,MD Huambalpa,"MD Huambalpa, Vilcashuamán, Ayacucho"
051106,051106,D,Ayacucho,Vilcashuamán,Independencia,300546,D,MD Independencia,"MD Independencia, Vilcashuamán, Ayacucho"
051107,051107,D,Ayacucho,Vilcashuamán,Saurama,300547,D,MD Saurama,"MD Saurama, Vilcashuamán, Ayacucho"
051108,051108,D,Ayacucho,Vilcashuamán,Vischongo,300548,D,MD Vischongo,"MD Vischongo, Vilcashuamán, Ayacucho"
060000,060000,R,Cajamarca,,Cajamarca,445,R,GR Cajamarca,GR Cajamarca
060100,060100,P,Cajamarca,Cajamarca,Cajamarca,300549,P,MP Cajamarca,"MP Cajamarca, Cajamarca"
060101,060101,D,Cajamarca,Cajamarca,Cajamarca,,,,
060102,060102,D,Cajamarca,Cajamarca,Asunción,300550,D,MD Asunción,"MD Asunción, Cajamarca, Cajamarca"
060103,060103,D,Cajamarca,Cajamarca,Chetilla,300551,D,MD Chetilla,"MD Chetilla, Cajamarca, Cajamarca"
060104,060104,D,Cajamarca,Cajamarca,Cospan,300552,D,MD Cospan,"MD Cospan, Cajamarca, Cajamarca"
060105,060105,D,Cajamarca,Cajamarca,Encañada,300553,D,MD Encañada,"MD Encañada, Cajamarca, Cajamarca"
060106,060106,D,Cajamarca,Cajamarca,Jesús,300554,D,MD Jesús,"MD Jesús, Cajamarca, Cajamarca"
060107,060107,D,Cajamarca,Cajamarca,Llacanora,300555,D,MD Llacanora,"MD Llacanora, Cajamarca, Cajamarca"
060108,060108,D,Cajamarca,Cajamarca,Los Baños del Inca,300556,D,MD Los Baños del Inca,"MD Los Baños del Inca, Cajamarca, Cajamarca"
060109,060109,D,Cajamarca,Cajamarca,Magdalena,300557,D,MD Magdalena,"MD Magdalena, Cajamarca, Cajamarca"
060110,060110,D,Cajamarca,Cajamarca,Matara,300558,D,MD Matara,"MD Matara, Cajamarca, Cajamarca"
060111,060111,D,Cajamarca,Cajamarca,Namora,300559,D,MD Namora,"MD Namora, Cajamarca, Cajamarca"
060112,060112,D,Cajamarca,Cajamarca,San Juan,300560,D,MD San Juan,"MD San Juan, Cajamarca, Cajamarca"
060200,060200,P,Cajamarca,Cajabamba,Cajabamba,300562,P,MP Cajabamba,"MP Cajabamba, Cajamarca"
060201,060201,D,Cajamarca,Cajabamba,Cajabamba,,,,
060202,060202,D,Cajamarca,Cajabamba,Cachachi,300563,D,MD Cachachi,"MD Cachachi, Cajabamba, Cajamarca"
060203,060203,D,Cajamarca,Cajabamba,Condebamba,300564,D,MD Condebamba,"MD Condebamba, Cajabamba, Cajamarca"
060204,060204,D,Cajamarca,Cajabamba,Sitacocha,300565,D,MD Sitacocha,"MD Sitacocha, Cajabamba, Cajamarca"
060300,060300,P,Cajamarca,Celendín,Celendín,300566,P,MP Celendín,"MP Celendín, Cajamarca"
060301,060301,D,Cajamarca,Celendín,Celendín,,,,
060302,060302,D,Cajamarca,Celendín,Chumuch,300567,D,MD Chumuch,"MD Chumuch, Celendín, Cajamarca"
060303,060303,D,Cajamarca,Celendín,Cortegana,300568,D,MD Cortegana,"MD Cortegana, Celendín, Cajamarca"
060304,060304,D,Cajamarca,Celendín,Huasmin,300569,D,MD Huasmin,"MD Huasmin, Celendín, Cajamarca"
060305,060305,D,Cajamarca,Celendín,Jorge Chávez,300570,D,MD Jorge Chávez,"MD Jorge Chávez, Celendín, Cajamarca"
060306,060306,D,Cajamarca,Celendín,José Galvez,300571,D,MD José Galvez,"MD José Galvez, Celendín, Cajamarca"
060307,060307,D,Cajamarca,Celendín,Miguel Iglesias,300572,D,MD Miguel Iglesias,"MD Miguel Iglesias, Celendín, Cajamarca"
060308,060308,D,Cajamarca,Celendín,Oxamarca,300573,D,MD Oxamarca,"MD Oxamarca, Celendín, Cajamarca"
060309,060309,D,Cajamarca,Celendín,Sorochuco,300574,D,MD Sorochuco,"MD Sorochuco, Celendín, Cajamarca"
060310,060310,D,Cajamarca,Celendín,Sucre,300575,D,MD Sucre,"MD Sucre, Celendín, Cajamarca"
060311,060311,D,Cajamarca,Celendín,Utco,300576,D,MD Utco,"MD Utco, Celendín, Cajamarca"
060312,060312,D,Cajamarca,Celendín,La Libertad de Pallan,300577,D,MD La Libertad de Pallan,"MD La Libertad de Pallan, Celendín, Cajamarca"
060400,060400,P,Cajamarca,Chota,Chota,300578,P,MP Chota,"MP Chota, Cajamarca"
060401,060401,D,Cajamarca,Chota,Chota,,,,
060402,060402,D,Cajamarca,Chota,Anguia,300579,D,MD Anguia,"MD Anguia, Chota, Cajamarca"
060403,060403,D,Cajamarca,Chota,Chadin,300580,D,MD Chadin,"MD Chadin, Chota, Cajamarca"
060404,060404,D,Cajamarca,Chota,Chiguirip,300581,D,MD Chiguirip,"MD Chiguirip, Chota, Cajamarca"
060405,060405,D,Cajamarca,Chota,Chimban,300582,D,MD Chimban,"MD Chimban, Chota, Cajamarca"
060406,060406,D,Cajamarca,Chota,Choropampa,300583,D,MD Choropampa,"MD Choropampa, Chota, Cajamarca"
060407,060407,D,Cajamarca,Chota,Cochabamba,300584,D,MD Cochabamba,"MD Cochabamba, Chota, Cajamarca"
060408,060408,D,Cajamarca,Chota,Conchan,300585,D,MD Conchan,"MD Conchan, Chota, Cajamarca"
060409,060409,D,Cajamarca,Chota,Huambos,300586,D,MD Huambos,"MD Huambos, Chota, Cajamarca"
060410,060410,D,Cajamarca,Chota,Lajas,300587,D,MD Lajas,"MD Lajas, Chota, Cajamarca"
060411,060411,D,Cajamarca,Chota,Llama,300588,D,MD Llama,"MD Llama, Chota, Cajamarca"
060412,060412,D,Cajamarca,Chota,Miracosta,300589,D,MD Miracosta,"MD Miracosta, Chota, Cajamarca"
060413,060413,D,Cajamarca,Chota,Paccha,300590,D,MD Paccha,"MD Paccha, Chota, Cajamarca"
060414,060414,D,Cajamarca,Chota,Pion,300591,D,MD Pion,"MD Pion, Chota, Cajamarca"
060415,060415,D,Cajamarca,Chota,Querocoto,300592,D,MD Querocoto,"MD Querocoto, Chota, Cajamarca"
060416,060416,D,Cajamarca,Chota,San Juan de Licupis,300593,D,MD San Juan de Licupis,"MD San Juan de Licupis, Chota, Cajamarca"
060417,060417,D,Cajamarca,Chota,Tacabamba,300594,D,MD Tacabamba,"MD Tacabamba, Chota, Cajamarca"
060418,060418,D,Cajamarca,Chota,Tocmoche,300595,D,MD Tocmoche,"MD Tocmoche, Chota, Cajamarca"
060419,060419,D,Cajamarca,Chota,Chalamarca,300596,D,MD Chalamarca,"MD Chalamarca, Chota, Cajamarca"
060500,060500,P,Cajamarca,Contumazá,Contumazá,300597,P,MP Contumazá,"MP Contumazá, Cajamarca"
060501,060501,D,Cajamarca,Contumazá,Contumazá,,,,
060502,060502,D,Cajamarca,Contumazá,Chilete,300598,D,MD Chilete,"MD Chilete, Contumazá, Cajamarca"
060503,060503,D,Cajamarca,Contumazá,Cupisnique,300599,D,MD Cupisnique,"MD Cupisnique, Contumazá, Cajamarca"
060504,060504,D,Cajamarca,Contumazá,Guzmango,300600,D,MD Guzmango,"MD Guzmango, Contumazá, Cajamarca"
060505,060505,D,Cajamarca,Contumazá,San Benito,300601,D,MD San Benito,"MD San Benito, Contumazá, Cajamarca"
060506,060506,D,Cajamarca,Contumazá,Santa Cruz de Toled,300602,D,MD Santa Cruz de Toled,"MD Santa Cruz de Toled, Contumazá, Cajamarca"
060507,060507,D,Cajamarca,Contumazá,Tantarica,300603,D,MD Tantarica,"MD Tantarica, Contumazá, Cajamarca"
060508,060508,D,Cajamarca,Contumazá,Yonan,300604,D,MD Yonan,"MD Yonan, Contumazá, Cajamarca"
060600,060600,P,Cajamarca,Cutervo,Cutervo,300605,P,MP Cutervo,"MP Cutervo, Cajamarca"
060601,060601,D,Cajamarca,Cutervo,Cutervo,,,,
060602,060602,D,Cajamarca,Cutervo,Callayuc,300606,D,MD Callayuc,"MD Callayuc, Cutervo, Cajamarca"
060603,060603,D,Cajamarca,Cutervo,Choros,300607,D,MD Choros,"MD Choros, Cutervo, Cajamarca"
060604,060604,D,Cajamarca,Cutervo,Cujillo,300608,D,MD Cujillo,"MD Cujillo, Cutervo, Cajamarca"
060605,060605,D,Cajamarca,Cutervo,La Ramada,300609,D,MD La Ramada,"MD La Ramada, Cutervo, Cajamarca"
060606,060606,D,Cajamarca,Cutervo,Pimpingos,300610,D,MD Pimpingos,"MD Pimpingos, Cutervo, Cajamarca"
060607,060607,D,Cajamarca,Cutervo,Querocotillo,300611,D,MD Querocotillo,"MD Querocotillo, Cutervo, Cajamarca"
060608,060608,D,Cajamarca,Cutervo,San Andrés de Cutervo,300612,D,MD San Andrés de Cutervo,"MD San Andrés de Cutervo, Cutervo, Cajamarca"
060609,060609,D,Cajamarca,Cutervo,San Juan de Cutervo,300613,D,MD San Juan de Cutervo,"MD San Juan de Cutervo, Cutervo, Cajamarca"
060610,060610,D,Cajamarca,Cutervo,San Luis de Lucma,300614,D,MD San Luis de Lucma,"MD San Luis de Lucma, Cutervo, Cajamarca"
060611,060611,D,Cajamarca,Cutervo,Santa Cruz,300615,D,MD Santa Cruz,"MD Santa Cruz, Cutervo, Cajamarca"
060612,060612,D,Cajamarca,Cutervo,Santo Domingo de la Capilla,300616,D,MD Santo Domingo de la Capilla,"MD Santo Domingo de la Capilla, Cutervo, Cajamarca"
060613,060613,D,Cajamarca,Cutervo,Santo Tomas,300617,D,MD Santo Tomas,"MD Santo Tomas, Cutervo, Cajamarca"
060614,060614,D,Cajamarca,Cutervo,Socota,300618,D,MD Socota,"MD Socota, Cutervo, Cajamarca"
060615,060615,D,Cajamarca,Cutervo,Toribio Casanova,300619,D,MD Toribio Casanova,"MD Toribio Casanova, Cutervo, Cajamarca"
060700,060700,P,Cajamarca,Hualgayoc,Hualgayoc,300620,P,MP Hualgayoc,"MP Hualgayoc, Cajamarca"
060701,060701,D,Cajamarca,Hualgayoc,Bambamarca,,,,
060702,060702,D,Cajamarca,Hualgayoc,Chugur,300621,D,MD Chugur,"MD Chugur, Hualgayoc, Cajamarca"
060703,060703,D,Cajamarca,Hualgayoc,Hualgayoc,300622,D,MD Hualgayoc,"MD Hualgayoc, Hualgayoc, Cajamarca"
060800,060800,P,Cajamarca,Jaén,Jaén,300623,P,MP Jaén,"MP Jaén, Cajamarca"
060801,060801,D,Cajamarca,Jaén,Jaén,,,,
060802,060802,D,Cajamarca,Jaén,Bellavista,300624,D,MD Bellavista,"MD Bellavista, Jaén, Cajamarca"
060803,060803,D,Cajamarca,Jaén,Chontali,300625,D,MD Chontali,"MD Chontali, Jaén, Cajamarca"
060804,060804,D,Cajamarca,Jaén,Colasay,300626,D,MD Colasay,"MD Colasay, Jaén, Cajamarca"
060805,060805,D,Cajamarca,Jaén,Huabal,300627,D,MD Huabal,"MD Huabal, Jaén, Cajamarca"
060806,060806,D,Cajamarca,Jaén,Las Pirias,300628,D,MD Las Pirias,"MD Las Pirias, Jaén, Cajamarca"
060807,060807,D,Cajamarca,Jaén,Pomahuaca,300629,D,MD Pomahuaca,"MD Pomahuaca, Jaén, Cajamarca"
060808,060808,D,Cajamarca,Jaén,Pucara,300630,D,MD Pucara,"MD Pucara, Jaén, Cajamarca"
060809,060809,D,Cajamarca,Jaén,Sallique,300631,D,MD Sallique,"MD Sallique, Jaén, Cajamarca"
060810,060810,D,Cajamarca,Jaén,San Felipe,300632,D,MD San Felipe,"MD San Felipe, Jaén, Cajamarca"
060811,060811,D,Cajamarca,Jaén,San José del Alto,300633,D,MD San José del Alto,"MD San José del Alto, Jaén, Cajamarca"
060812,060812,D,Cajamarca,Jaén,Santa Rosa,300634,D,MD Santa Rosa,"MD Santa Rosa, Jaén, Cajamarca"
060900,060900,P,Cajamarca,San Ignacio,San Ignacio,300635,P,MP San Ignacio,"MP San Ignacio, Cajamarca"
060901,060901,D,Cajamarca,San Ignacio,San Ignacio,,,,
060902,060902,D,Cajamarca,San Ignacio,Chirinos,300636,D,MD Chirinos,"MD Chirinos, San Ignacio, Cajamarca"
060903,060903,D,Cajamarca,San Ignacio,Huarango,300637,D,MD Huarango,"MD Huarango, San Ignacio, Cajamarca"
060904,060904,D,Cajamarca,San Ignacio,La Coipa,300638,D,MD La Coipa,"MD La Coipa, San Ignacio, Cajamarca"
060905,060905,D,Cajamarca,San Ignacio,Namballe,300639,D,MD Namballe,"MD Namballe, San Ignacio, Cajamarca"
060906,060906,D,Cajamarca,San Ignacio,San José de Lourdes,300640,D,MD San José de Lourdes,"MD San José de Lourdes, San Ignacio, Cajamarca"
060907,060907,D,Cajamarca,San Ignacio,Tabaconas,300641,D,MD Tabaconas,"MD Tabaconas, San Ignacio, Cajamarca"
061000,061000,P,Cajamarca,San Marcos,San Marcos,300642,P,MP San Marcos,"MP San Marcos, Cajamarca"
061001,061001,D,Cajamarca,San Marcos,Pedro Gálvez,,,,
061002,061002,D,Cajamarca,San Marcos,Chancay,300643,D,MD Chancay,"MD Chancay, San Marcos, Cajamarca"
061003,061003,D,Cajamarca,San Marcos,Eduardo Villanueva,300644,D,MD Eduardo Villanueva,"MD Eduardo Villanueva, San Marcos, Cajamarca"
061004,061004,D,Cajamarca,San Marcos,Gregorio Pita,300645,D,MD Gregorio Pita,"MD Gregorio Pita, San Marcos, Cajamarca"
061005,061005,D,Cajamarca,San Marcos,Ichocan,300646,D,MD Ichocan,"MD Ichocan, San Marcos, Cajamarca"
061006,061006,D,Cajamarca,San Marcos,José Manuel Quiroz,300647,D,MD José Manuel Quiroz,"MD José Manuel Quiroz, San Marcos, Cajamarca"
061007,061007,D,Cajamarca,San Marcos,José Sabogal,300648,D,MD José Sabogal,"MD José Sabogal, San Marcos, Cajamarca"
061100,061100,P,Cajamarca,San Miguel,San Miguel,300649,P,MP San Miguel,"MP San Miguel, Cajamarca"
061101,061101,D,Cajamarca,San Miguel,San Miguel,,,,
061102,061102,D,Cajamarca,San Miguel,Bolívar,300650,D,MD Bolívar,"MD Bolívar, San Miguel, Cajamarca"
061103,061103,D,Cajamarca,San Miguel,Calquis,300651,D,MD Calquis,"MD Calquis, San Miguel, Cajamarca"
061104,061104,D,Cajamarca,San Miguel,Catilluc,300652,D,MD Catilluc,"MD Catilluc, San Miguel, Cajamarca"
061105,061105,D,Cajamarca,San Miguel,El Prado,300653,D,MD El Prado,"MD El Prado, San Miguel, Cajamarca"
061106,061106,D,Cajamarca,San Miguel,La Florida,300654,D,MD La Florida,"MD La Florida, San Miguel, Cajamarca"
061107,061107,D,Cajamarca,San Miguel,Llapa,300655,D,MD Llapa,"MD Llapa, San Miguel, Cajamarca"
061108,061108,D,Cajamarca,San Miguel,Nanchoc,300656,D,MD Nanchoc,"MD Nanchoc, San Miguel, Cajamarca"
061109,061109,D,Cajamarca,San Miguel,Niepos,300657,D,MD Niepos,"MD Niepos, San Miguel, Cajamarca"
061110,061110,D,Cajamarca,San Miguel,San Gregorio,300658,D,MD San Gregorio,"MD San Gregorio, San Miguel, Cajamarca"
061111,061111,D,Cajamarca,San Miguel,San Silvestre de Cochan,300659,D,MD San Silvestre de Cochan,"MD San Silvestre de Cochan, San Miguel, Cajamarca"
061112,061112,D,Cajamarca,San Miguel,Tongod,300660,D,MD Tongod,"MD Tongod, San Miguel, Cajamarca"
061113,061113,D,Cajamarca,San Miguel,Unión Agua Blanca,300661,D,MD Unión Agua Blanca,"MD Unión Agua Blanca, San Miguel, Cajamarca"
061200,061200,P,Cajamarca,San Pablo,San Pablo,300662,P,MP San Pablo,"MP San Pablo, Cajamarca"
061201,061201,D,Cajamarca,San Pablo,San Pablo,,,,
061202,061202,D,Cajamarca,San Pablo,San Bernardino,300663,D,MD San Bernardino,"MD San Bernardino, San Pablo, Cajamarca"
061203,061203,D,Cajamarca,San Pablo,San Luis,300664,D,MD San Luis,"MD San Luis, San Pablo, Cajamarca"
061204,061204,D,Cajamarca,San Pablo,Tumbaden,300665,D,MD Tumbaden,"MD Tumbaden, San Pablo, Cajamarca"
061300,061300,P,Cajamarca,Santa Cruz,Santa Cruz,300666,P,MP Santa Cruz,"MP Santa Cruz, Cajamarca"
061301,061301,D,Cajamarca,Santa Cruz,Santa Cruz,,,,
061302,061302,D,Cajamarca,Santa Cruz,Andabamba,300667,D,MD Andabamba,"MD Andabamba, Santa Cruz, Cajamarca"
061303,061303,D,Cajamarca,Santa Cruz,Catache,300668,D,MD Catache,"MD Catache, Santa Cruz, Cajamarca"
061304,061304,D,Cajamarca,Santa Cruz,Chancaybaños,300669,D,MD Chancaybaños,"MD Chancaybaños, Santa Cruz, Cajamarca"
061305,061305,D,Cajamarca,Santa Cruz,La Esperanza,300670,D,MD La Esperanza,"MD La Esperanza, Santa Cruz, Cajamarca"
061306,061306,D,Cajamarca,Santa Cruz,Ninabamba,300671,D,MD Ninabamba,"MD Ninabamba, Santa Cruz, Cajamarca"
061307,061307,D,Cajamarca,Santa Cruz,Pulan,300672,D,MD Pulan,"MD Pulan, Santa Cruz, Cajamarca"
061308,061308,D,Cajamarca,Santa Cruz,Saucepampa,300673,D,MD Saucepampa,"MD Saucepampa, Santa Cruz, Cajamarca"
061309,061309,D,Cajamarca,Santa Cruz,Sexi,300674,D,MD Sexi,"MD Sexi, Santa Cruz, Cajamarca"
061310,061310,D,Cajamarca,Santa Cruz,Uticyacu,300675,D,MD Uticyacu,"MD Uticyacu, Santa Cruz, Cajamarca"
061311,061311,D,Cajamarca,Santa Cruz,Yauyucan,300676,D,MD Yauyucan,"MD Yauyucan, Santa Cruz, Cajamarca"
070000,070000,R,Callao,,Callao,464,R,GR Callao,GR Callao
070100,070100,P,Callao,Callao,Callao,300677,P,MP Callao,"MP Callao, Callao"
070101,070101,D,Callao,Callao,Callao,,,,
070102,070102,D,Callao,Callao,Bellavista,300678,D,MD Bellavista,"MD Bellavista, Callao, Callao"
070103,070103,D,Callao,Callao,Carmen de la Legua Reynoso,300679,D,MD Carmen de la Legua Reynoso,"MD Carmen de la Legua Reynoso, Callao, Callao"
070104,070104,D,Callao,Callao,La Perla,300680,D,MD La Perla,"MD La Perla, Callao, Callao"
070105,070105,D,Callao,Callao,La Punta,300681,D,MD La Punta,"MD La Punta, Callao, Callao"
070106,070106,D,Callao,Callao,Ventanilla,300682,D,MD Ventanilla,"MD Ventanilla, Callao, Callao"
070107,070107,D,Callao,Callao,Mi Perú,301853,D,MD Mi Perú,"MD Mi Perú, Callao, Callao"
080000,080000,R,Cusco,,Cusco,446,R,GR Cusco,GR Cusco
080100,080100,P,Cusco,Cuzco,Cuzco,300684,P,MP Cuzco,"MP Cuzco, Cusco"
080101,080101,D,Cusco,Cuzco,Cusco,,,,
080102,080102,D,Cusco,Cuzco,Ccorca,300685,D,MD Ccorca,"MD Ccorca, Cuzco, Cusco"
080103,080103,D,Cusco,Cuzco,Poroy,300686,D,MD Poroy,"MD Poroy, Cuzco, Cusco"
080104,080104,D,Cusco,Cuzco,San Jerónimo,300687,D,MD San Jerónimo,"MD San Jerónimo, Cuzco, Cusco"
080105,080105,D,Cusco,Cuzco,San Sebastian,300688,D,MD San Sebastian,"MD San Sebastian, Cuzco, Cusco"
