anio,cat,siaf_id,pia,pim,devengado
2016,inversion,300771,3830783,8045674,7650631
2016,inversion,300772,2821070,4007276,3567522
2016,inversion,300773,5293494,15117724,11072064
2016,inversion,300774,2491508,4341423,3762889
2016,inversion,300775,1348453,3066517,2768177
2016,inversion,300776,2450000,2702374,2474224
2016,inversion,300777,8737430,11317508,10556014
2016,inversion,300778,3088036,4326899,3836630
2016,inversion,300779,2070687,2836067,2478597
2016,inversion,300780,2117518,4977934,2150543
2016,inversion,300781,2518718,4477883,4363331
2016,inversion,300782,7022943,17820101,15139803
2016,inversion,300783,2715312,17699923,9932738
2016,inversion,300784,6239454,12425820,9761812
2016,inversion,300785,9461675,27682613,18017082
2016,inversion,300786,5452077,20562710,14756895
2016,inversion,300787,2491752,2907879,2532976
2016,inversion,300788,5092139,17049240,13540747
2016,inversion,300789,3604946,5995470,5503715
2016,inversion,300790,6603294,10331914,8269917
2016,inversion,300791,718392,1098037,1054744
2016,inversion,300792,13087862,35448587,30873919
2016,inversion,300793,1351536,3772140,3164126
2016,inversion,300794,8954971,19309464,15541773
2016,inversion,300795,217960,1806333,1636488
2016,inversion,300796,518675,1777097,1345613
2016,inversion,300797,963154,3046494,2841671
2016,inversion,300798,223011,576474,253758
2016,inversion,300799,128202,300476,116929
2016,inversion,300800,277393,1220537,1045077
2016,inversion,300801,700512,1216127,469267
2016,inversion,300802,1292474,2622062,1692917
2016,inversion,300803,530453,905517,823948
2016,inversion,300804,679682,4736755,4138641
2016,inversion,300805,728721,10255425,6587461
2016,inversion,300806,193329,302893,266447
2016,inversion,300807,752562,1164766,969627
2016,inversion,300808,8030084,17027346,10336193
2016,inversion,301831,1853380,14317836,10631788
2016,inversion,300875,1454746,7846208,3725345
2016,inversion,300809,3176880,13554459,11544320
2016,inversion,300810,1058625,6803853,3411644
2016,inversion,300811,1920333,16871952,14293072
2016,inversion,300812,380000,4728321,343286
2016,inversion,300813,370654,1022733,773810
2016,inversion,300814,5572945,17679365,13186118
2016,inversion,300815,640878,9593648,7472686
2016,inversion,300816,1197414,26085260,12647250
2016,inversion,300817,3765616,16938437,10083184
2016,inversion,300818,938991,7408211,5059762
2016,inversion,300819,168386,969836,964096
2016,inversion,300820,493483,9452244,3994643
2016,inversion,300821,676047,3637897,3352415
2016,inversion,300822,532913,3718335,3511615
2016,inversion,300823,277214,2319569,958974
2016,inversion,300824,340640,825232,681216
2016,inversion,300825,217489,4490146,3414146
2016,inversion,300826,1487092,3108143,1852629
2016,inversion,300827,496849,2637495,2235815
2016,inversion,300828,493362,6458620,3388868
2016,inversion,300829,1430369,6839088,5117948
2016,inversion,300830,302847,2089213,1719772
2016,inversion,300831,466402,709206,470036
2016,inversion,300832,270583,9932177,980110
2016,inversion,300833,257822,2235709,1958060
2016,inversion,300834,206797,5796319,2078141
2016,inversion,300835,184755,863136,731732
2016,inversion,300836,126967,6986966,643652
2016,inversion,300837,286015,1431416,294882
2016,inversion,300838,126073,300687,203055
2016,inversion,300839,950119,1708824,1044774
2016,inversion,300840,152375,2512170,1218971
2016,inversion,300841,151500,696252,448352
2016,inversion,300842,3219346,11121329,4022812
2016,inversion,300843,743209,4687618,3645436
2016,inversion,300844,655095,2861494,2632833
2016,inversion,300845,645439,13789681,11291797
2016,inversion,300846,405195,744680,561291
2016,inversion,300847,759529,1547357,1321257
2016,inversion,300848,1340861,3178336,2654129
2016,inversion,300849,175908,2484643,1690316
2016,inversion,300850,1098873,3867724,3017266
2016,inversion,300851,564718,8611250,1959616
2016,inversion,301845,793722,6282832,5561375
2016,inversion,300852,1027384,3751734,1810702
2016,inversion,300853,554966,604516,395843
2016,inversion,300854,319456,1250170,485274
2016,inversion,300855,106732,170459,93204
2016,inversion,300856,209904,813170,509204
2016,inversion,300857,482423,681252,647146
2016,inversion,300858,2277967,8377102,5873202
2016,inversion,300859,271733,3055964,2075369
2016,inversion,300860,190355,2256106,320174
2016,inversion,300861,300601,7612694,7162417
2016,inversion,300862,206159,324261,318467
2016,inversion,300863,262377,2830380,2063288
2016,inversion,300864,577098,1256764,1092827
2016,inversion,300865,147555,2802580,683066
2016,inversion,300866,132002,2687836,1634367
2016,inversion,300867,1232098,4186554,2025484
2016,inversion,300868,7917679,20399446,10687532
2016,inversion,300869,879152,2175460,1255118
2016,inversion,300870,470680,3304496,878292
2016,inversion,300871,2272170,6488038,4771272
2016,inversion,300872,3306823,27260696,20630725
2016,inversion,300873,2479019,3898388,3608412
2016,inversion,300874,1789204,13353349,9370535
2016,inversion,300876,2040534,13769474,7234587
2016,inversion,300877,374772,3706722,3086996
2016,inversion,300878,1410991,2610803,473694
2016,inversion,300879,309903,1722069,1286389
2016,inversion,300880,905794,6357222,4229147
2016,inversion,300881,814238,2264949,2070986
2016,inversion,300882,684307,1317542,995840
2016,inversion,300883,1184244,9565481,8529793
2016,inversion,300884,3525392,31102807,23755184
2016,inversion,301860,1150588,7512039,4018387
2016,inversion,301861,769084,1132193,971875
2016,inversion,301876,0,1255062,1091975
2016,inversion,301871,0,867570,303270
2016,inversion,301883,0,309071,28750
2016,inversion,300885,6129788,22409651,15034480
2016,inversion,300886,3122330,11770428,8414674
2016,inversion,300887,2559890,12363554,7004286
2016,inversion,300888,2520482,10705960,3689693
2016,inversion,300889,559333,6210622,4334956
2016,inversion,300890,1001626,3610680,2870972
2016,inversion,300891,632193,1334892,1233023
2016,inversion,300892,616778,1023302,941834
2016,inversion,300893,1701513,31715445,19826638
2016,inversion,300894,291409,1293453,1128843
2016,inversion,301835,1313922,5990070,4221741
2016,inversion,301846,661381,4161161,3469441
2016,inversion,301875,0,1307705,1219764
2016,inversion,300895,3930027,23713062,16465325
2016,inversion,300896,405259,1352359,640687
2016,inversion,300897,340544,837523,697053
2016,inversion,300898,719415,4981923,2520560
2016,inversion,300899,863959,5505294,4792429
2016,inversion,300900,383204,5208922,3014827
2016,inversion,300901,1306021,19445729,14331720
2016,inversion,300902,520339,5589025,4705853
2016,inversion,300903,1633154,15260479,10509497
2016,inversion,300904,923869,8913862,6405509
2016,inversion,300905,1044090,25443856,17284415
2016,inversion,300906,1558817,9130580,7380513
2016,inversion,300907,368211,2564672,2392832
2016,inversion,300908,609726,7322905,5802700
2016,inversion,300909,284891,10542893,3015727
2016,inversion,300910,216655,822387,648410
2016,inversion,300911,366990,4897244,2177204
2016,inversion,300912,1114415,20090367,17478175
2016,inversion,300913,282856,10486669,7339762
2016,inversion,300914,449560,3376650,855828
2016,inversion,300915,1042834,1808978,1637479
2016,inversion,300916,4100590,16458581,14039999
2016,inversion,300917,276602,3887886,3771547
2016,inversion,300918,381250,1896858,1348799
2016,inversion,300919,797507,8650857,6202836
2016,inversion,300920,485403,16618043,8897710
2016,inversion,300921,357782,787599,513057
2016,inversion,300922,3208708,9470042,6440367
2016,inversion,300923,207220,641717,498059
2016,inversion,300924,499039,4666538,4330910
2016,inversion,300925,410546,3748788,2303118
2016,inversion,300926,507644,3175414,2252364
2016,inversion,300927,7987292,28378199,13113415
2016,inversion,300928,695367,6682226,2721300
2016,inversion,300929,656140,812094,617217
2016,inversion,300930,1717021,10478204,5105856
2016,inversion,300931,1277187,40347425,24300812
2016,inversion,300932,603614,7943954,6610554
2016,inversion,301879,0,923525,76649
2016,inversion,301870,0,162110,0
2016,inversion,301881,0,378638,74419
2016,inversion,301885,0,204646,0
2016,inversion,300934,2503384,29251162,13890915
2016,inversion,300935,1611208,12066863,7180453
2016,inversion,300936,352362,683179,643302
2016,inversion,301872,0,46050,27600
2016,inversion,301873,0,82100,53749
2016,inversion,300937,5965169,15306088,10125926
2016,inversion,300938,1934968,5985121,5585440
2016,inversion,300939,1845807,27209533,24262632
2016,inversion,300940,2884187,8713057,7203514
2016,inversion,300941,3723803,28059142,20656797
2016,inversion,300942,1167467,20559779,13680281
2016,inversion,300943,1872827,12342843,9310892
2016,inversion,300944,1966031,11017743,5403559
2016,inversion,300945,2203479,13605720,10395589
2016,inversion,300946,2017005,4104529,1931199
2016,inversion,300947,837825,13910639,10369001
2016,inversion,300948,373794,4022526,2910464
2016,inversion,300949,404125,552301,417045
2016,inversion,300950,1125204,9613356,2937088
2016,inversion,300951,295545,4219743,2007247
2016,inversion,300952,1808640,5776592,4196103
2016,inversion,300953,1356715,15194384,6614432
2016,inversion,300954,684441,2086825,1389844
2016,inversion,300955,324248,3831686,3046633
2016,inversion,300956,672393,1334378,1057564
2016,inversion,300957,186333,4110012,2941511
2016,inversion,300958,790839,3162863,2584982
2016,inversion,300959,260413,416373,305854
2016,inversion,301839,473831,3643069,1215389
2016,inversion,300960,14255166,45668785,29148571
2016,inversion,300961,1880732,21617257,2798896
2016,inversion,300962,2616517,3533937,2637127
2016,inversion,300963,766339,4700321,3602156
2016,inversion,300964,603432,4539534,4430580
2016,inversion,300965,2597187,12693999,8540110
2016,inversion,300966,458844,1750045,1644538
2016,inversion,300967,2449338,11771861,5859791
2016,inversion,300968,793612,1608677,1438922
2016,inversion,300969,1286406,7643615,4517881
2016,inversion,300970,3844229,8332975,6645011
2016,inversion,300971,1790075,2471554,2149143
2016,inversion,300972,587978,3520705,3265721
2016,inversion,300973,439938,3114449,2816388
2016,inversion,300974,10760799,31592223,21164241
2016,inversion,300975,2356715,6554993,2850224
2016,inversion,300976,3899537,10959700,4981314
2016,inversion,300977,2655902,7611903,4439545
2016,inversion,300978,3464942,5124938,3492574
2016,inversion,300979,5978794,25414281,6750071
2016,inversion,300980,7762955,10325427,8407244
2016,inversion,300981,191737,480987,407706
2016,inversion,300982,414949,892561,497016
2016,inversion,300983,4375125,6183674,4664378
2016,inversion,300984,970568,1727638,1264470
2016,inversion,300985,5677223,20099261,13811832
2016,inversion,300986,632504,6200252,2667791
2016,inversion,300987,835993,2555579,1820237
2016,inversion,300988,6552973,32210120,16568242
2016,inversion,300989,2462919,7491921,2376231
2016,inversion,300990,641199,7931404,6193973
2016,inversion,300991,161386,3164889,1041218
2016,inversion,300992,175690,4916971,4553431
2016,inversion,300993,60239,129692,112249
2016,inversion,300994,186947,1253711,1207330
2016,inversion,300995,5388190,40420550,31032092
2016,inversion,300996,1407765,1707588,1467070
2016,inversion,300997,3175314,3955800,3386415
2016,inversion,300998,3114650,15903063,10351481
2016,inversion,300999,3745885,9740545,6235078
2016,inversion,301000,1911437,2524303,1770931
2016,inversion,301001,2099514,13918917,11259251
2016,inversion,301002,2064094,10981260,2892619
2016,inversion,301003,11768711,67674234,32415345
2016,inversion,301004,172882,2551180,2141324
2016,inversion,301005,149056,2750470,305974
2016,inversion,301006,161333,3685279,3509144
2016,inversion,301007,1631802,7180402,6207269
2016,inversion,301008,507260,3594175,2277981
2016,inversion,301009,222777,228906,165951
2016,inversion,301010,176026,2252496,1665755
2016,inversion,301011,212676,571823,297101
2016,inversion,301012,8118271,18828468,14706990
2016,inversion,301013,166779,276914,211527
2016,inversion,301014,125652,1557278,621907
2016,inversion,301015,527575,2649189,2006455
2016,inversion,301016,108904,2277368,1834499
2016,inversion,301017,475882,3017113,582283
2016,inversion,301018,204841,906877,623632
2016,inversion,301019,663057,6215070,3251477
2016,inversion,301020,1131125,5562260,2566041
2016,inversion,301021,363731,786656,717610
2016,inversion,301022,202673,322765,287120
2016,inversion,301023,314541,2010397,1765570
2016,inversion,301024,461446,2089734,583187
2016,inversion,301025,455877,981901,437064
2016,inversion,301026,135012,926194,788609
2016,inversion,301027,562653,4664364,2784331
2016,inversion,301028,261250,462450,429284
2016,inversion,301029,498504,7249460,5968119
2016,inversion,301030,143172,2970249,2417850
2016,inversion,301031,1627663,11408375,6991577
2016,inversion,301032,208655,532367,481772
2016,inversion,301033,309547,17634249,3318839
2016,inversion,301034,336755,715421,485103
2016,inversion,301035,138558,4360021,2481194
2016,inversion,301036,770405,5432426,4874262
2016,inversion,301037,165235,3284885,612595
2016,inversion,301038,101320,178395,148427
2016,inversion,301039,217257,10776144,10745176
2016,inversion,301040,412962,844414,713031
2016,inversion,301041,202252,2692407,995221
2016,inversion,301042,137502,2567952,166731
2016,inversion,301043,258404,2131899,1719995
2016,inversion,301044,651460,5500859,4162824
2016,inversion,301045,138016,2047260,1508885
2016,inversion,301046,8004094,16374031,11989922
2016,inversion,301047,7090652,34487099,28155937
2016,inversion,301048,5201362,38581572,31415121
2016,inversion,301049,716167,6194163,5839131
2016,inversion,301050,2365644,14303716,7627522
2016,inversion,301051,704659,4819985,1017772
2016,inversion,301052,1757154,12674674,6994706
2016,inversion,301053,702895,2778178,1774239
2016,inversion,301054,494727,24889090,6604523
2016,inversion,301055,169335,1048664,872575
2016,inversion,301056,228782,5533531,2766629
2016,inversion,301057,238176,732016,447191
2016,inversion,301058,294296,2753919,2005180
2016,inversion,301059,213329,3584558,443308
2016,inversion,301060,176910,238384,171739
2016,inversion,301061,254679,891362,662592
2016,inversion,301062,207840,1120540,783067
2016,inversion,301063,225161,365680,314246
2016,inversion,301064,223210,993800,442588
2016,inversion,301065,207997,628066,275598
2016,inversion,301066,209770,618684,431837
2016,inversion,301067,115000,4007449,3902505
2016,inversion,301068,192835,909266,583388
2016,inversion,301069,150000,291322,123983
2016,inversion,301070,823298,1543975,1007289
2016,inversion,301071,190000,6114139,2452400
2016,inversion,301072,235800,357575,320411
2016,inversion,301073,188266,3051648,1400195
2016,inversion,301074,183647,3882593,2686101
2016,inversion,301075,206902,1421776,1147306
2016,inversion,301076,239196,8387368,3886783
2016,inversion,301077,217258,3571211,947117
2016,inversion,301078,172812,5679555,4936616
2016,inversion,301079,282984,2060390,1824941
2016,inversion,301080,203688,1130369,966333
2016,inversion,301081,228695,1552024,309936
2016,inversion,301082,629546,4058221,1445745
2016,inversion,301083,190697,1078987,836750
2016,inversion,301084,166160,1239597,265957
2016,inversion,301085,488288,1891178,1611945
2016,inversion,301086,1242446,6509885,4925173
2016,inversion,301087,709743,5257179,2507711
2016,inversion,301088,299095,1546280,1306154
2016,inversion,301089,1432842,6442280,3478255
2016,inversion,301090,10530608,31011817,23477393
2016,inversion,301091,1120762,2629593,1993840
2016,inversion,301092,1281114,4341195,2450993
2016,inversion,301093,6187141,41769448,17054619
2016,inversion,301094,2080182,5805028,4630483
2016,inversion,301095,7661677,17303947,13240542
2016,inversion,301096,3109723,39877507,32392263
2016,inversion,301097,10488390,29120746,23964264
2016,inversion,301868,0,954253,532604
2016,inversion,301098,3085543,9379190,4626305
2016,inversion,301099,862433,3783545,2986770
2016,inversion,301100,266908,1343515,955549
2016,inversion,301101,1170666,2578805,1958162
2016,inversion,301102,813686,2028921,1203150
2016,inversion,301103,527781,1842545,1075811
2016,inversion,301104,635725,1868387,979772
2016,inversion,301105,412984,1214564,846866
2016,inversion,301106,691904,8671515,1981952
2016,inversion,301108,1558745,11411408,5503356
2016,inversion,301109,232600,3765821,2238173
2016,inversion,301110,665354,6411085,4679587
2016,inversion,301111,838970,1467537,1301875
2016,inversion,301112,1105084,14317763,6818065
2016,inversion,301113,185000,2439557,1205078
2016,inversion,301114,1248731,3828421,2004576
2016,inversion,301115,758048,3868539,2623548
2016,inversion,301116,247038,2216214,1529224
2016,inversion,301117,757769,27848464,13058381
2016,inversion,301118,2805060,22044145,14798745
2016,inversion,301119,590470,1195359,895903
2016,inversion,301120,302140,870786,544358
2016,inversion,301121,390282,1263769,1002954
2016,inversion,301122,450143,4027186,2758490
2016,inversion,301123,178382,333683,281914
2016,inversion,301124,477386,5714607,2381140
2016,inversion,301125,143971,778028,486910
2016,inversion,301126,561600,13415840,10433156
2016,inversion,301127,8517381,44901500,28952890
2016,inversion,301128,9579113,20257498,19459719
2016,inversion,301129,1529019,12377824,9666936
2016,inversion,301130,5993636,28870465,17139823
2016,inversion,301131,8330141,25782280,15255087
2016,inversion,301132,2114043,17003002,8223687
2016,inversion,301133,3123328,18180669,8562588
2016,inversion,301134,854722,1195372,951649
2016,inversion,301135,2448189,6356316,5894948
2016,inversion,301136,1000748,1383839,1357049
2016,inversion,301137,2161993,13734992,10212781
2016,inversion,301140,1714057,4155515,3370884
2016,inversion,301141,1421132,6466993,5141991
2016,inversion,301142,654757,939740,855906
2016,inversion,301143,225214,388843,336347
2016,inversion,301144,2869786,3609142,2943207
2016,inversion,301145,1456695,6767805,6061898
2016,inversion,301146,2576402,4955800,3463847
2016,inversion,301147,4076734,10636082,4958421
2016,inversion,301148,996763,12153066,5887481
2016,inversion,301149,523922,5381752,2261004
2016,inversion,301150,534755,1278835,1124792
2016,inversion,301151,294662,2883915,2680629
2016,inversion,301152,371096,2327387,1975601
2016,inversion,301153,124341,138489,78780
2016,inversion,301154,2829088,12699971,3175462
2016,inversion,301155,3004906,10723649,9813661
2016,inversion,301156,1295147,12223554,8200158
2016,inversion,301157,3234735,16030481,13452412
2016,inversion,301158,639323,4778855,3909827
2016,inversion,301159,1488245,8649718,1154617
2016,inversion,301160,1702052,3310956,2266730
2016,inversion,301161,6671803,25395586,21739121
2016,inversion,301162,2690742,14024142,9863771
2016,inversion,301163,856376,1319157,1033000
2016,inversion,301164,1377139,6156705,1505103
2016,inversion,301165,268399,4066945,1416712
2016,inversion,301166,742536,6696974,3696310
2016,inversion,301167,265718,494059,453410
2016,inversion,301168,1419000,18718270,15968742
2016,inversion,301169,2474570,16883948,7807339
2016,inversion,301170,11159571,33709771,26751184
2016,inversion,301171,3294265,7238250,5908917
2016,inversion,301172,4316270,28895456,15856706
2016,inversion,301173,383561,1315960,991914
2016,inversion,301174,2458351,4406022,3046539
2016,inversion,301175,1984099,3488112,2915282
2016,inversion,301176,6155559,19834307,18182601
2016,inversion,301177,2548472,5921336,4486697
2016,inversion,301178,5378651,11321137,9762180
2016,inversion,301179,1941465,14531112,8436934
2016,inversion,301180,1439506,1777469,1459750
2016,inversion,301181,2634061,6160875,5807489
2016,inversion,301182,752312,18187117,7952637
2016,inversion,301183,7980000,16363374,12208821
2016,inversion,301184,4683579,9386838,7443191
2016,inversion,301185,1221627,6432763,6122276
2016,inversion,301186,816015,5241130,4456755
2016,inversion,301187,781409,880593,794925
2016,inversion,301188,893750,1419553,1380298
2016,inversion,301189,22320757,70138937,63940543
2016,inversion,301190,6144320,65523483,42039955
2016,inversion,301191,3335908,11043520,8079457
2016,inversion,301192,2675573,18098821,14947409
2016,inversion,301193,5151308,10376847,8485060
2016,inversion,301194,13060624,39853636,26213830
2016,inversion,301195,3872020,8640023,6444758
2016,inversion,301196,4418864,12550657,6667333
2016,inversion,301197,9622290,49518486,32469454
2016,inversion,301198,2880481,11884735,9981410
2016,inversion,301199,3401246,6686458,5176459
2016,inversion,301200,1470133,2007732,1763471
2016,inversion,301201,1569412,3076693,2271301
2016,inversion,301202,12906477,27466922,10306195
2016,inversion,301203,1219804,3748872,3075526
2016,inversion,301204,2544500,3811397,2729457
2016,inversion,301205,2040000,10629927,7371357
2016,inversion,301206,1046380,4663344,3924846
2016,inversion,301207,383545,1646774,521950
2016,inversion,301208,1634127,3553894,2340633
2016,inversion,301209,10880618,40292123,30366830
2016,inversion,301210,5424629,28466626,12594898
2016,inversion,301211,1068224,6279392,5268032
2016,inversion,301212,20915660,46344948,15957073
2016,inversion,301213,753802,17483182,8292484
2016,inversion,301214,460807,5767115,1284528
2016,inversion,301215,154861,445478,346275
2016,inversion,301216,3679124,10639715,4651326
2016,inversion,301217,3871248,12468060,6027538
2016,inversion,301218,519706,17649205,12777281
2016,inversion,301219,983059,15582901,2914909
2016,inversion,301220,269070,8225528,682527
2016,inversion,301221,642854,7537362,4952993
2016,inversion,301222,564203,2836487,1610711
2016,inversion,301223,2080119,8409708,7078639
2016,inversion,301224,719069,12419440,6027175
2016,inversion,301225,427478,560220,198640
2016,inversion,301226,592028,802762,671856
2016,inversion,301227,627001,4179112,3140640
2016,inversion,301228,595001,26062036,21292047
2016,inversion,301229,342670,4216058,2482551
2016,inversion,301230,323261,6376511,4382193
2016,inversion,301231,357206,7477006,5738822
2016,inversion,301232,3078176,5460343,3776102
2016,inversion,301233,1376621,8991130,6510030
2016,inversion,301234,1784034,4345401,1443996
2016,inversion,301235,506306,8121737,6083930
2016,inversion,301236,1419072,41589139,36227467
2016,inversion,301237,540732,1278604,1152658
2016,inversion,301238,8919692,23058490,10097282
2016,inversion,301239,335970,5279488,4430780
2016,inversion,301240,892476,2920541,2467014
2016,inversion,301241,1786332,10294691,6611546
2016,inversion,301242,1551118,27803279,10169002
2016,inversion,301243,2410164,35850277,27254101
2016,inversion,301244,2591454,9739681,5474873
2016,inversion,301245,5118312,20261189,10822869
2016,inversion,301246,665578,18973810,6915537
2016,inversion,301247,1215516,12679156,11574354
2016,inversion,301248,838100,20415237,3025421
2016,inversion,301249,2248570,24259029,18010261
2016,inversion,301250,228645264,594967409,286357671
2016,inversion,301251,1603744,15870445,4510183
2016,inversion,301252,28874911,96994250,39418052
2016,inversion,301253,3324834,5132840,1691034
2016,inversion,301254,1151220,22067117,454252
2016,inversion,301255,19179619,28111749,21928684
2016,inversion,301256,1236126,3841392,1902218
2016,inversion,301257,18250128,29528342,24311958
2016,inversion,301258,3991809,10273953,7813012
2016,inversion,301259,11848671,18302858,11066743
2016,inversion,301260,2197875,41150585,10810897
2016,inversion,301261,4267661,7960742,5351672
2016,inversion,301262,4800000,6262646,4752892
2016,inversion,301263,4401664,33466340,15093505
2016,inversion,301264,4499919,29083395,4569417
2016,inversion,301265,1685653,7190169,4204827
2016,inversion,301266,9647442,12292339,4754937
2016,inversion,301267,14675033,14852522,11882451
2016,inversion,301268,6608596,15189179,8613156
2016,inversion,301269,3492779,3695787,3449617
2016,inversion,301270,2758989,5159532,1153764
2016,inversion,301271,22248781,24679995,18747226
2016,inversion,301272,15473164,31638542,19656148
2016,inversion,301273,2421707,4193246,2100736
2016,inversion,301274,30316077,54218178,30341119
2016,inversion,301275,2545612,3202258,3029266
2016,inversion,301276,1157574,1156136,607048
2016,inversion,301277,3919390,6383041,4822280
2016,inversion,301278,1977590,2879831,1316736
2016,inversion,301279,12937393,19222539,14181767
2016,inversion,301280,40516977,45086772,30097318
2016,inversion,301281,35045064,84894313,60137745
2016,inversion,301282,6509769,32720799,24523213
2016,inversion,301283,1033636,26278235,2619934
2016,inversion,301284,16327690,31930565,23977494
2016,inversion,301285,3925180,9644389,4741608
2016,inversion,301286,4160286,54782917,23567616
2016,inversion,301287,682393,1106698,853327
2016,inversion,301288,1749191,3534904,3124042
2016,inversion,301289,6350000,18794287,8092933
2016,inversion,301290,3000000,3409543,1608757
2016,inversion,301291,21169555,62419619,46085754
2016,inversion,301292,12564418,39130987,21127457
2016,inversion,301294,4932206,7358006,6329969
2016,inversion,301295,1603042,3566572,2108424
2016,inversion,301296,1508455,5705326,2556858
2016,inversion,301297,1802021,3469143,2211953
2016,inversion,301298,1090420,2103285,939013
2016,inversion,301299,430335,1588652,1407576
2016,inversion,301300,168028,941127,752938
2016,inversion,301301,401521,595848,560492
2016,inversion,301302,181256,335324,328499
2016,inversion,301303,349363,2983510,2456799
2016,inversion,301304,1060925,1551807,1002991
2016,inversion,301305,254874,641896,517162
2016,inversion,301306,192134,8818245,8683746
2016,inversion,301307,156720,480193,291991
2016,inversion,301308,274922,3831136,2438901
2016,inversion,301309,234859,573704,323744
2016,inversion,301310,1157915,4348792,3632205
2016,inversion,301311,16893659,34601031,20541777
2016,inversion,301312,5710000,18613986,7534246
2016,inversion,301313,492019,1303692,1149932
2016,inversion,301314,1799080,2838691,1316131
2016,inversion,301315,2613239,5379712,2742868
2016,inversion,301316,923771,3020328,1173874
2016,inversion,301317,3106320,6070816,4740449
2016,inversion,301318,609878,4105305,1883271
2016,inversion,301319,4600859,10234197,8389692
2016,inversion,301320,2173658,8024973,4032821
2016,inversion,301321,238590,3303709,203163
2016,inversion,301322,1715934,6273063,3430364
2016,inversion,301323,1038833,6542885,4081785
2016,inversion,301324,2162748,4621492,3025765
2016,inversion,301325,1161327,1560239,1259362
2016,inversion,301326,384936,1205495,1116671
2016,inversion,301327,14838000,23547835,12439768
2016,inversion,301328,377270,850011,434395
2016,inversion,301329,257664,331532,285562
2016,inversion,301330,2959739,4276301,3215022
2016,inversion,301331,6213359,12652968,11399350
2016,inversion,301332,483024,3601683,2533655
2016,inversion,301333,197000,283939,219386
2016,inversion,301334,60000,1081245,930892
2016,inversion,301335,134970,281387,267644
2016,inversion,301336,603197,1178981,1066970
2016,inversion,301337,252949,343893,320549
2016,inversion,301338,193630,522453,199630
2016,inversion,301339,2758760,6697696,5712382
2016,inversion,301340,299514,1677132,1520167
2016,inversion,301341,784184,1290097,1052198
2016,inversion,301342,698069,992523,946336
2016,inversion,301343,2417586,3729530,3024957
2016,inversion,301344,223671,250599,234964
2016,inversion,301345,800596,3927041,3824476
2016,inversion,301346,584894,1124693,761430
2016,inversion,301347,480605,1004374,818207
2016,inversion,301348,276298,2631863,2204229
2016,inversion,301349,293000,585552,448695
2016,inversion,301350,821658,2268930,1815038
2016,inversion,301351,388031,423096,404265
2016,inversion,301352,760133,1366585,1165735
2016,inversion,301353,422970,1347580,1206624
2016,inversion,301354,1495595,6728365,5466465
2016,inversion,301355,562074,1382478,1024732
2016,inversion,301356,287001,551418,519337
2016,inversion,301357,726401,1357007,1075921
2016,inversion,301358,207180,435267,294318
2016,inversion,301359,348203,677019,325119
2016,inversion,301360,1500000,3581732,3228386
2016,inversion,301361,572791,870330,851750
2016,inversion,301362,852001,1245319,919737
2016,inversion,301363,147995,361801,298287
2016,inversion,301364,291065,5210647,2377138
2016,inversion,301365,265895,510180,346158
2016,inversion,301366,2310249,5702657,4022380
2016,inversion,301367,292061,382046,285133
2016,inversion,301368,203688,600301,529576
2016,inversion,301369,1333138,3452489,3437236
2016,inversion,301370,605590,994041,971636
2016,inversion,301371,6817509,19645205,9045059
2016,inversion,301372,650000,2538850,2243957
2016,inversion,301373,406795,6178715,5909843
2016,inversion,301374,227455,1397413,460221
2016,inversion,301375,1522564,5483211,3130111
2016,inversion,301376,2208470,4099824,3451545
2016,inversion,301377,411655,2415456,2222630
2016,inversion,301378,340904,3784327,2670885
2016,inversion,301379,326338,2127369,1823608
2016,inversion,301380,3284027,7092788,5786553
2016,inversion,301381,2554454,18906989,5599030
2016,inversion,301382,2685691,15595587,8831229
2016,inversion,301383,2166822,10855770,9666460
2016,inversion,301384,179617,765054,677924
2016,inversion,301385,281534,658742,511852
2016,inversion,301386,349380,652766,567240
2016,inversion,301387,242612,421207,310783
2016,inversion,301388,599194,1303140,967781
2016,inversion,301389,2214054,12631725,7425310
2016,inversion,301390,1287420,1789150,1276891
2016,inversion,301391,1365439,1222215,674151
2016,inversion,301392,233130,1165341,874539
2016,inversion,301393,301311,423692,306488
2016,inversion,301394,188204,379225,344303
2016,inversion,301395,200803,358304,243556
2016,inversion,301396,397991,707142,571045
2016,inversion,301397,445864,5768302,4773684
2016,inversion,301398,241209,869372,713605
2016,inversion,301399,474787,388821,338166
2016,inversion,301400,211586,357678,240864
2016,inversion,301401,220080,376659,228881
2016,inversion,301402,494603,913159,771719
2016,inversion,301403,264913,281773,255194
2016,inversion,301404,516865,1229870,904648
2016,inversion,301405,186280,690862,573473
2016,inversion,301406,1374945,4523113,3352472
2016,inversion,301407,387857,2676861,2622299
2016,inversion,301408,335014,226207,175062
2016,inversion,301409,185463,1074431,966156
2016,inversion,301410,234525,791579,755647
2016,inversion,301411,244996,780369,704804
2016,inversion,301412,310344,658753,616880
2016,inversion,301413,221014,243746,202930
2016,inversion,301414,199591,316139,299101
2016,inversion,301415,201740,267422,223130
2016,inversion,301416,282657,799127,630494
2016,inversion,301417,229862,1181478,1080906
2016,inversion,301418,1139388,6541509,4616227
2016,inversion,301419,291695,1840761,1079471
2016,inversion,301420,615179,559189,518390
2016,inversion,301421,288657,368654,292987
2016,inversion,301422,14374098,83936660,40499705
2016,inversion,301423,737575,1145096,792305
