anio,cat,siaf_id,pia,pim,devengado
2012,inversion,301541,1882535,7005540,6529091
2012,inversion,301542,1906285,7880229,7025623
2012,inversion,301543,5853267,19274706,13133073
2012,inversion,301544,2050453,9378563,5978410
2012,inversion,301545,3092081,11214117,10816823
2012,inversion,301546,459952,1491128,1353845
2012,inversion,301547,1731313,7090914,6426513
2012,inversion,301548,8630172,24991612,8482980
2012,inversion,301549,1723392,7425874,4724766
2012,inversion,301550,2661976,23296968,12407585
2012,inversion,301551,10495938,40950152,19479087
2012,inversion,301552,1093850,3178667,2434698
2012,inversion,301553,2327740,8746337,8201985
2012,inversion,301554,1275727,2992078,2479264
2012,inversion,301555,2118346,9545875,6979967
2012,inversion,301556,12676710,34128801,19754095
2012,inversion,301557,1507313,3575036,3272356
2012,inversion,301558,2024577,4307812,3586232
2012,inversion,301559,2683826,5160712,4807499
2012,inversion,301560,2410047,4304381,3905743
2012,inversion,301561,1685675,4926399,3989971
2012,inversion,301562,1070970,4276518,3814413
2012,inversion,301563,922083,2172156,2082773
2012,inversion,301564,1572078,5399323,3497960
2012,inversion,301565,2059638,3152303,3114334
2012,inversion,301566,21052319,56520114,31729955
2012,inversion,301567,968559,3267308,2934300
2012,inversion,301568,898624,1417631,810320
2012,inversion,301569,9826028,20363222,18926250
2012,inversion,301570,3255167,10017278,8476733
2012,inversion,301571,2131655,4009834,3648451
2012,inversion,301572,4951854,18150840,15281282
2012,inversion,301573,15942547,56417919,26935017
2012,inversion,301574,3195763,8314139,7704739
2012,inversion,301575,2176126,10749506,8731869
2012,inversion,301576,3070607,6172253,6058643
2012,inversion,301577,3544202,11318104,6077623
2012,inversion,301578,673401,1512445,1397056
2012,inversion,301579,2887282,11882925,5317925
2012,inversion,301580,737851,2388917,1590414
2012,inversion,301581,28555051,62816833,52687550
2012,inversion,301582,16257150,29979991,24783796
2012,inversion,301583,7019956,14506235,8029222
2012,inversion,301584,4394791,9842865,9394456
2012,inversion,301585,5023547,16188346,11508145
2012,inversion,301586,5580408,18867813,10510590
2012,inversion,301587,13872274,31315508,19445094
2012,inversion,301588,1224560,4588703,3282088
2012,inversion,301589,2585342,5343821,5031304
2012,inversion,301590,1662091,3678221,2393285
2012,inversion,301591,5593962,11489727,6284618
2012,inversion,301592,795756,1703078,1565489
2012,inversion,301593,17936015,23801933,22030895
2012,inversion,301594,10295024,8756964,7634512
2012,inversion,301595,1224479,8822864,2437512
2012,inversion,301596,1903666,4455951,3785149
2012,inversion,301597,2998242,4234250,3840468
2012,inversion,301598,1800496,6603725,2149478
2012,inversion,301599,1875096,2228664,1811064
2012,inversion,301600,2240000,3079736,2430725
2012,inversion,301601,913380,5842718,1968951
2012,inversion,301602,1520776,7613345,5794257
2012,inversion,301603,2849931,4786010,3809341
2012,inversion,301604,2198671,2518807,2247356
2012,inversion,301605,1100913,2615383,2373170
2012,inversion,301606,752092,1444083,1307870
2012,inversion,301607,871350,5131395,4929640
2012,inversion,301608,14354729,37531801,33453478
2012,inversion,301609,2350282,3775101,2885089
2012,inversion,301610,2385175,7467302,3376581
2012,inversion,301611,7261311,10747085,7385117
2012,inversion,301612,1845000,2614785,2231682
2012,inversion,301613,6283329,10980771,9621218
2012,inversion,301614,1954517,5452768,596312
2012,inversion,301615,3559908,10254720,4331918
2012,inversion,301616,11297972,16503824,6628924
2012,inversion,301617,6479324,10932322,8279193
2012,inversion,301618,3777698,12963362,8164120
2012,inversion,301619,2663275,7060939,2345104
2012,inversion,301620,2149600,4502459,4058103
2012,inversion,301621,1941174,2862219,2710955
2012,inversion,301622,1138210,2140439,1828453
2012,inversion,301623,14799565,22650887,16657198
2012,inversion,301624,12346337,16855084,13041680
2012,inversion,301625,6601981,7911115,5707156
2012,inversion,301626,9790143,13646759,11431543
2012,inversion,301627,2327521,24355727,10654076
2012,inversion,301628,5304570,16961987,10063058
2012,inversion,301629,4143691,9653860,5150903
2012,inversion,301630,3446348,4887502,3655298
2012,inversion,301631,2914162,5447576,2522786
2012,inversion,301632,7766080,18970666,15104048
2012,inversion,301633,9654578,27062765,14538409
2012,inversion,301634,4733622,10162547,6676780
2012,inversion,301635,5392479,9407831,5993308
2012,inversion,301636,4771811,9816208,7231235
2012,inversion,301637,3232788,4356042,3647003
2012,inversion,301638,4651055,11796478,7369347
2012,inversion,301639,5638926,10011129,8746145
2012,inversion,301640,14806350,30324744,25232577
2012,inversion,301641,825720,3254644,2183503
2012,inversion,301642,3634186,7892873,7323411
2012,inversion,301643,4078101,6721071,5889337
2012,inversion,301644,1129852,3828574,2497199
2012,inversion,301645,6491834,21029526,7222490
2012,inversion,301646,1418686,2765789,1367994
2012,inversion,301647,1122488,1487485,1353651
2012,inversion,301648,841000,5499664,4322568
2012,inversion,301649,1317187,2429583,2037153
2012,inversion,301650,1572741,8323006,7133394
2012,inversion,301651,3257219,3898615,2709175
2012,inversion,301652,1946271,14083511,8436475
2012,inversion,301653,3294792,7619179,4724319
2012,inversion,301654,2093965,2723913,2550680
2012,inversion,301655,471253,819853,627930
2012,inversion,301656,754543,1272319,1100925
2012,inversion,301657,1504504,6708417,4158018
2012,inversion,301658,1113313,3138836,2740166
2012,inversion,301659,2715639,4457166,3640873
2012,inversion,301660,1298264,4484354,3749329
2012,inversion,301661,2474376,3069463,1434305
2012,inversion,301662,968708,2697082,1760660
2012,inversion,301663,9038806,22243845,16142208
2012,inversion,301664,17740707,25501992,18678459
2012,inversion,301665,2157495,4919932,3981040
2012,inversion,301666,3279604,7063701,5238189
2012,inversion,301667,5676564,8691725,6111929
2012,inversion,301668,7322602,11021795,8762930
2012,inversion,301669,7248825,9628358,7359779
2012,inversion,301670,3516708,6875102,5038796
2012,inversion,301671,2488723,4986478,4230413
2012,inversion,301672,3950435,11252350,9886801
2012,inversion,301673,722341,3866535,2905970
2012,inversion,301674,1073618,6494446,1788980
2012,inversion,301675,486489,1409648,1049730
2012,inversion,301676,7593531,24022719,16922481
2012,inversion,301677,7863242,16000302,7803496
2012,inversion,301678,908277,1733670,926174
2012,inversion,301679,1784440,3757593,2541332
2012,inversion,301680,449811,1366678,1248192
2012,inversion,301681,40477111,56379814,48760812
2012,inversion,301682,1692385,3019075,2708446
2012,inversion,301683,1968196,3474491,2274052
2012,inversion,301684,1456353,5296363,4653804
2012,inversion,301685,5211981,10241061,7974740
2012,inversion,301686,1571791,2904987,2423175
2012,inversion,301687,1404002,2214279,1400410
2012,inversion,301688,1155161,4972686,4544844
2012,inversion,301689,855307,4824065,2783361
2012,inversion,301690,900000,3449868,3366841
2012,inversion,301691,2359999,3645476,2112102
2012,inversion,301692,344827,802601,543676
2012,inversion,301693,1885912,4862622,3531996
2012,inversion,301841,3126434,4865373,4258490
2012,inversion,301694,4973848,37548629,10503646
2012,inversion,301695,588378,669953,562865
2012,inversion,301696,1192344,3395332,1086420
2012,inversion,301697,348991,580830,450907
2012,inversion,301698,900870,3352337,1629139
2012,inversion,301699,380685,617280,487652
2012,inversion,301700,799485,1270226,988663
2012,inversion,301701,7726362,26715610,14651246
2012,inversion,301702,377348,1387417,557575
2012,inversion,301703,309302,5866311,4646081
2012,inversion,301704,1718859,9674906,5668014
2012,inversion,301705,2157952,41846433,35143205
2012,inversion,301706,317190,540619,478778
2012,inversion,301707,2456879,4094032,3793918
2012,inversion,301708,879879,2168046,1981285
2012,inversion,301709,1268751,15413645,13106767
2012,inversion,301710,320351,899020,617958
2012,inversion,301711,635842,1271452,1104709
2012,inversion,301712,356084,1724942,838799
2012,inversion,301713,1883693,9304828,7778838
2012,inversion,301714,255681,1829017,612961
2012,inversion,301715,698748,2383629,1256317
2012,inversion,301716,837746,1931897,1566051
2012,inversion,301717,215671,672715,592242
2012,inversion,301718,990997,8342788,5392601
2012,inversion,301719,277892,1263230,1020566
2012,inversion,301720,210945,594019,336633
2012,inversion,301721,263555,529702,491823
2012,inversion,301722,204207,774289,712546
2012,inversion,301723,96992,207974,184594
2012,inversion,301724,2777811,14922554,10437522
2012,inversion,301725,1640725,8567499,6861278
2012,inversion,301726,584092,1100072,720052
2012,inversion,301727,531558,2995563,2503453
2012,inversion,301728,537647,2963974,2112629
2012,inversion,301729,940887,13957329,9110160
2012,inversion,301730,240012,1977381,537906
2012,inversion,301731,264753,845704,656840
2012,inversion,301732,324720,493920,406165
2012,inversion,301733,892348,2411710,2116944
2012,inversion,301734,618683,2908560,2791261
2012,inversion,301735,2055256,12083998,6857574
2012,inversion,301736,627166,1956145,1588218
2012,inversion,301737,719312,1672444,1243186
2012,inversion,301738,481425,1196649,970411
2012,inversion,301739,603211,16447428,13038329
2012,inversion,301740,1336980,8036283,6541991
2012,inversion,301741,154187,1034213,1027229
2012,inversion,301742,142087,2234260,1336317
2012,inversion,301743,104657,370651,296771
2012,inversion,301744,187584,3857472,3853852
2012,inversion,301745,104711,2593816,2507324
2012,inversion,301746,303416,2081645,1781748
2012,inversion,301747,367371,3270266,3239041
2012,inversion,301748,305770,1040927,831855
2012,inversion,301749,318461,4885202,4206254
2012,inversion,301750,4141729,19992707,16927328
2012,inversion,301751,859482,8564149,6809162
2012,inversion,301752,1150588,2984515,2225401
2012,inversion,301753,2147481,10337972,4451216
2012,inversion,301754,1721184,11165840,6439656
2012,inversion,301755,267692,443373,352851
2012,inversion,301756,90669,1061652,1010284
2012,inversion,301757,428503,1270926,1069524
2012,inversion,301758,1026856,9167107,996254
2012,inversion,301759,4977389,19348026,7621522
2012,inversion,301760,177102,119590,117242
2012,inversion,301761,103302,2162444,1474365
2012,inversion,301762,564035,2551172,1282115
2012,inversion,301763,122145,717085,678420
2012,inversion,301764,191408,5954923,5441222
2012,inversion,301765,408462,616482,457134
2012,inversion,301766,214223,353894,291511
2012,inversion,301767,1318714,4108608,3235125
2012,inversion,301768,560078,6278974,6200683
2012,inversion,301769,256719,4575567,2727796
2012,inversion,301770,123083,376465,362764
2012,inversion,301771,556441,2849292,1771434
2012,inversion,301772,99089,8175267,2094299
2012,inversion,301773,4018634,45512621,6244410
2012,inversion,301774,1238251,14639502,12603093
2012,inversion,301775,1441935,12080077,8124156
2012,inversion,301776,356741,8224483,4788017
2012,inversion,301777,1898858,16790044,13254167
2012,inversion,301778,26128001,61555804,29433352
2012,inversion,301779,10426841,19870170,10330550
2012,inversion,301780,1948234,5640685,3681155
2012,inversion,301781,12180359,15914285,12849951
2012,inversion,301782,6835367,15936300,13043158
2012,inversion,301783,1794614,3191339,1594554
2012,inversion,301784,1917023,5916218,5003578
2012,inversion,301785,8883992,22582538,19763850
2012,inversion,301786,3012403,4676089,4203922
2012,inversion,301838,49693597,97208744,49501947
2012,inversion,301787,3711070,6691780,4408898
2012,inversion,301788,1744062,2533992,2235005
2012,inversion,301789,1967478,2981944,2255105
2012,inversion,301790,182569,405991,273674
2012,inversion,301791,1241200,1908086,1302405
2012,inversion,301792,1460764,1455814,1255724
2012,inversion,301793,27936854,79533060,38134155
2012,inversion,301794,68405032,195192685,44757077
2012,inversion,301795,46076915,86266838,49131869
2012,inversion,301796,2122500,3445107,2225622
2012,inversion,301797,989175,1405776,1117040
2012,inversion,301798,505360,2049221,1929764
2012,inversion,301799,324224,2895217,2441984
2012,inversion,301800,550262,996156,707065
2012,inversion,301801,806088,1555912,1312711
2012,inversion,301802,588956,1304895,1012008
2012,inversion,301803,947000,1102007,741305
2012,inversion,301804,16027796,40113710,36739250
2012,inversion,301805,3853459,10709849,7095211
2012,inversion,301806,1326954,3536769,2088579
2012,inversion,301807,1645500,3951191,2376107
2012,inversion,301808,1791969,4745136,4326454
2012,inversion,301809,908417,2039780,1826510
2012,inversion,301810,12841736,25334717,18967866
2012,inversion,301811,2859225,7603671,6729411
2012,inversion,301843,8667807,16678652,7858318
2012,inversion,301812,9116070,33675403,18799147
2012,inversion,301813,10180767,24881452,21776127
2012,inversion,301814,1062000,2012032,1987642
2012,inversion,301815,3166243,11606113,7236156
2012,inversion,301816,20217498,54740769,34971157
2012,inversion,301817,2769487,12929639,9885405
2012,inversion,301818,2641659,6330008,4861846
2012,inversion,301819,3185060,7796363,6783719
2012,inversion,301820,9584409,24407795,18444532
2012,inversion,301821,1704172,5111763,3697045
2012,inversion,301844,8904870,15598014,14236985
2012,inversion,301822,26061157,65623586,38861464
2012,inversion,301823,8594552,16842747,14470766
2012,inversion,301824,8468196,19515442,15405110
2012,inversion,301825,6749591,13948460,9656974
2012,inversion,301826,10233797,30995599,25639861
2012,inversion,301827,5604495,39385753,35601130
2012,inversion,301828,5702460,18937886,15798863
2012,inversion,301829,5426705,10554714,8983682
2012,inversion,440,90679464,297564867,221888672
2012,inversion,441,142412116,729940740,689847222
2012,inversion,442,83462123,281137313,177212705
2012,inversion,443,355576303,529964694,363715031
2012,inversion,444,148300411,339397819,238212737
2012,inversion,445,129489038,443191158,356319666
2012,inversion,446,301942890,651322445,603304255
2012,inversion,447,122238494,290445970,221602717
2012,inversion,448,140735557,380127361,294101754
2012,inversion,449,123306226,236403230,125661174
2012,inversion,450,74156616,286863058,227409688
2012,inversion,451,139634421,226235339,117265095
2012,inversion,452,61470452,287061487,211955354
2012,inversion,453,255966205,458639214,374229231
2012,inversion,454,57182219,148359781,115965389
2012,inversion,455,103490748,185693584,116411324
2012,inversion,456,73496224,237712858,157788674
2012,inversion,457,209965417,441086019,350559808
2012,inversion,458,154931465,444617667,210360730
2012,inversion,459,180172134,377959481,350528749
2012,inversion,460,104708432,321839891,159166419
2012,inversion,461,69195972,227077063,212729030
2012,inversion,462,73090385,218007696,128159338
2012,inversion,463,94559666,217864834,184021579
2012,inversion,464,185022017,439458476,364402559
2012,inversion,465,23312855,92377770,73859674
2013,total,300001,8425966,30567678,28706515
2013,total,300002,358515,996628,750006
2013,total,300003,399068,571807,501191
2013,total,300004,378280,773804,609383
2013,total,300005,399480,681014,645817
2013,total,300006,492018,1458030,1037214
2013,total,300007,365273,547351,404116
2013,total,300008,413011,746796,589508
2013,total,300009,1128083,1880295,1651674
2013,total,300010,788812,1473345,1256254
2013,total,300011,396465,627893,512845
2013,total,300012,389058,969505,688794
2013,total,300013,388256,715159,613191
2013,total,300014,619545,3005062,2762318
2013,total,300015,385695,573438,514195
2013,total,300016,369957,947981,718255
2013,total,300017,388413,530600,441450
2013,total,300018,380492,598568,445309
2013,total,300019,381237,632696,535515
2013,total,300020,399391,1229029,1134975
2013,total,300021,359330,705041,620487
2013,total,300022,9416863,23444594,12467787
2013,total,300023,3202505,11434413,5351956
2013,total,300024,1738924,3785048,1965059
2013,total,300025,607601,839322,644056
2013,total,300026,6962363,11439225,9679846
2013,total,300027,1870317,5844989,5061296
2013,total,300028,2185286,3716417,3194982
2013,total,300029,366079,570952,440888
2013,total,300030,357656,4104468,3063075
2013,total,300031,371023,578211,397655
2013,total,300032,384296,1186485,926051
2013,total,300033,1732373,4755059,4242055
2013,total,300034,1825407,2895599,2295977
2013,total,300035,359294,470466,350744
2013,total,300036,369395,678272,668403
2013,total,300037,396223,7714980,5852222
2013,total,300038,402337,615171,505018
2013,total,300039,1843057,5087639,4668648
2013,total,300040,12303349,24656042,14196350
2013,total,300041,3520299,4570168,4307373
2013,total,300042,5121649,7813570,6165667
2013,total,300043,3860009,12440405,10584801
2013,total,300044,1395461,2022027,1459099
2013,total,300045,735960,1006952,807623
2013,total,300046,569642,1151638,908030
2013,total,300047,640480,1113190,847051
2013,total,300048,374362,750231,546997
2013,total,300049,379289,613275,580670
2013,total,300050,494902,741313,644102
2013,total,300051,1008492,1886285,1590541
2013,total,300052,361249,537318,496658
2013,total,300053,371353,767185,622092
2013,total,300054,998274,2701619,2100483
2013,total,300055,1100237,1934714,1293174
2013,total,300056,1653399,3021000,1950562
2013,total,300057,451055,725387,634527
2013,total,300058,431682,3100012,2333886
2013,total,300059,373157,543151,461750
2013,total,300060,391352,780897,579964
2013,total,300061,374676,648975,544077
2013,total,300062,522778,995767,753598
2013,total,300063,977547,1714739,1314596
2013,total,300064,413943,1434670,1275531
2013,total,300065,387187,1246410,1120088
2013,total,300066,3427017,5452778,4774186
2013,total,300067,517574,931100,672880
2013,total,300068,368416,978602,775881
2013,total,300069,736093,1188186,837351
2013,total,300070,732722,1875047,1350371
2013,total,300071,398427,1423998,1248401
2013,total,300072,432543,800183,584062
2013,total,300073,373046,1314447,1302705
2013,total,300074,1898666,5397802,4779931
2013,total,300075,389222,575186,431503
2013,total,300076,363810,735983,622094
2013,total,300077,667265,3589106,3249083
2013,total,300078,19677145,30253046,27853097
2013,total,300079,7748678,23230794,10594625
2013,total,300080,2806698,6715440,5212363
2013,total,300081,2187509,3743715,2985853
2013,total,300082,2606270,6222585,4381330
2013,total,300083,2964574,6617698,5107200
2013,total,300084,1208450,1568528,1158474
2013,total,300085,40298176,77207128,57997981
2013,total,300086,2648992,3386467,2678737
2013,total,300087,940850,1635881,1479710
2013,total,300088,2469588,4642963,2321435
2013,total,300089,42389252,91500254,51234040
2013,total,300090,9134628,24428275,10772048
2013,total,300091,1394105,2035057,1613529
2013,total,300092,2042204,3829086,2689765
2013,total,300093,1779200,2674123,1355671
2013,total,300094,3922079,5386468,3620552
2013,total,300095,4983924,6607497,4488285
2013,total,300096,4461658,8866846,4839985
2013,total,300097,2157784,3581278,2438815
2013,total,300098,2242914,3541439,2714155
2013,total,300099,883580,1620159,968740
2013,total,300100,2641924,5169583,2929926
2013,total,300101,975933,1316871,774772
2013,total,300102,2955232,10149395,7361256
2013,total,300103,1647797,2369028,1794183
2013,total,300104,1539046,2816535,2090932
2013,total,300105,1530949,2564890,1941309
2013,total,300106,4275606,8502757,4702887
2013,total,300107,1321446,2238779,1573327
2013,total,300108,4351572,7188414,5033259
2013,total,300109,3064188,5329175,3354420
2013,total,300110,3786878,7166553,5311261
2013,total,300111,1173040,1587037,1168599
2013,total,300112,1132475,2345549,2053083
2013,total,300113,2338238,4050228,2882068
2013,total,300114,1496783,3761024,2857203
2013,total,300115,1229422,2419271,1128845
2013,total,300116,3103983,4157658,2098905
2013,total,300117,7542704,11611249,9177336
2013,total,300118,2655954,4847142,2166899
2013,total,300119,1345888,3116739,2136233
2013,total,300120,867267,1340057,1217239
2013,total,300121,839602,1683457,1247556
2013,total,300122,1997184,4033222,2180458
2013,total,300123,1046740,1580559,1168938
2013,total,300124,1155970,4035148,1349967
2013,total,300125,11304303,48692651,37582851
2013,total,300126,1497687,3109467,1376951
2013,total,300127,1331000,2010812,1018958
2013,total,300128,1735072,2799130,2186749
2013,total,300129,1258707,4345103,1675145
2013,total,300130,6377858,11816746,8381510
2013,total,300131,1237817,3099130,1442148
2013,total,300132,1591699,6960487,6102943
2013,total,300133,2092547,4575439,2690371
2013,total,300134,1585561,3795546,3546528
2013,total,300135,2008989,3999050,2539256
2013,total,300136,13926181,26630832,16803550
2013,total,300137,3919731,6192155,3649593
2013,total,300138,5300324,11042042,7327679
2013,total,300139,17473413,44261363,27918445
2013,total,300140,3172860,6353095,5398045
2013,total,300141,2289832,7306064,6949319
2013,total,300142,4396124,5682126,4509139
2013,total,300143,1694701,2614750,2169725
2013,total,300144,715021,1404293,906125
2013,total,300145,722899,757277,745010
2013,total,300146,2329876,3638129,2443462
2013,total,300147,764972,1229140,719384
2013,total,300148,683420,884513,754043
2013,total,300149,595077,1012685,739095
2013,total,300150,35968456,66097917,40104977
2013,total,300151,7651305,14464956,10083812
2013,total,300152,12970073,17399081,12228646
2013,total,300153,39138935,46236585,32895070
2013,total,300154,8773556,10322283,3299772
2013,total,300155,8717124,16997447,9842635
2013,total,300156,18003172,25685522,18856125
2013,total,300157,11264055,13572654,11958285
2013,total,300158,8315692,18024247,10010863
2013,total,300159,8987086,15192134,13933239
2013,total,300160,16868422,33179452,17190249
2013,total,300161,2640654,4315004,1537708
2013,total,300162,8488875,15019758,11262954
2013,total,300163,138145891,322522362,251384891
2013,total,300164,13026488,38557299,24232410
2013,total,300165,7334413,13368436,7175071
2013,total,300166,13885202,36547251,23798901
2013,total,300167,881619,4741233,3909059
2013,total,300168,2815890,4270847,3449364
2013,total,300169,978707,1400384,558318
2013,total,300170,912817,1540825,1426597
2013,total,300171,16255281,29769192,21215955
2013,total,300172,1589387,2697665,1950328
2013,total,300173,1196265,2631204,1554606
2013,total,300174,1579718,2895282,1774399
2013,total,300175,1358826,6435858,5872824
2013,total,300176,7150709,13599671,8828514
2013,total,300177,5214578,6941513,2820702
2013,total,300178,4570413,9211611,8243212
2013,total,300179,1283765,2114620,1399306
2013,total,300180,1924523,4011371,2509470
2013,total,300181,5016869,10452631,4775548
2013,total,300182,4232069,11241642,6704243
2013,total,300183,1398209,2261226,1498133
2013,total,300184,2265947,3399800,2595965
2013,total,300185,1321381,2404323,1234663
2013,total,300186,5932526,10443846,7365576
2013,total,300187,3129136,4023134,3623170
2013,total,300188,1143908,1291250,660236
2013,total,300189,2036418,4436336,3035590
2013,total,300190,1023069,1283541,1064044
2013,total,300191,528158,1020381,433143
2013,total,300192,1091895,1639903,649987
2013,total,300193,1299575,1838948,1248740
2013,total,300194,1172825,1753855,1370136
2013,total,300195,1213291,1986706,1130597
2013,total,300196,725373,1222638,939393
2013,total,300197,1424258,2309928,1210514
2013,total,300198,656107,1418504,1016173
2013,total,300199,5122848,8777767,6130344
2013,total,300200,1503493,3722098,3025699
2013,total,300201,9563022,13328145,11921684
2013,total,300202,897176,1216145,1147326
2013,total,300203,1192108,1540409,1243846
2013,total,300204,892767,1295458,1142426
2013,total,300205,970211,1264880,905974
2013,total,300206,2748391,3558594,3224528
2013,total,300207,9684712,16854899,9710488
2013,total,300208,903247,1584635,1038626
2013,total,300209,2741145,3835031,2607691
2013,total,300210,13403631,31044160,17569924
2013,total,300211,3047642,10422534,6491333
2013,total,300212,6657845,13273034,7259712
2013,total,300213,2410041,3235159,2838856
2013,total,300214,4236644,18881638,6220445
2013,total,300215,2587602,15405225,12632074
2013,total,300216,825130,1557151,1013911
2013,total,300217,1300296,1899816,1196852
2013,total,300218,1488708,2275672,1578709
2013,total,300219,897977,1206814,830278
2013,total,300220,1477701,2900689,1625232
2013,total,300221,1339322,2026342,1651256
2013,total,300222,677402,1723648,1404910
2013,total,300223,1726116,2664878,1877275
2013,total,300224,102177140,208053624,173937572
2013,total,300225,4493916,8654898,6551373
2013,total,300226,8503350,18990990,14742070
2013,total,300227,3291162,11891147,7203251
2013,total,300228,6113160,18169610,14188379
2013,total,300229,13283078,17020648,15742793
2013,total,300230,4743791,6794499,3759281
2013,total,300231,9366095,13555049,10182757
2013,total,300232,52064163,93620380,76831971
2013,total,300233,5103867,9673388,8874732
2013,total,300234,2020821,2406510,2319852
2013,total,300235,972166,1303841,856957
2013,total,300236,2994284,4955350,4429107
2013,total,300237,738972,904793,875159
2013,total,300238,3673222,6078073,4235688
2013,total,300239,2590349,4310589,3016444
2013,total,300240,2670554,5875210,5054493
2013,total,300241,6101882,15998627,7152705
2013,total,300242,1786314,3356258,2491528
2013,total,300243,15806322,29980348,14077606
2013,total,300244,1869471,4698568,3312160
2013,total,300245,3738960,7201744,4712271
2013,total,300246,1175742,1940719,1157817
2013,total,300247,11167253,22814555,18040183
2013,total,300248,1619069,2859131,2367156
2013,total,300249,1930943,3617409,3335621
2013,total,300250,5360969,13845384,4809249
2013,total,300251,18061726,138956912,43797647
2013,total,300252,451367,1308228,1185413
2013,total,300253,1063975,12943696,4640028
2013,total,300254,4854103,22363528,18430173
2013,total,300255,1473484,5221955,3138697
2013,total,300256,1624254,2437019,2207952
2013,total,300257,1356455,8068618,4177640
2013,total,300258,1108082,3411069,3016366
2013,total,300259,2127281,9482939,5302035
2013,total,300260,19979152,50492537,45761228
2013,total,300261,1778341,2999174,1757108
2013,total,300262,505142,1003507,699370
2013,total,300263,1798998,8367030,1609270
2013,total,300264,1243361,1851831,1691498
2013,total,300265,421741,873239,717151
2013,total,300266,2281678,4069358,3651409
2013,total,300267,1486626,11355404,10541565
2013,total,300268,2754589,21765658,16596221
2013,total,300269,968172,4679227,2199798
2013,total,300270,411079,776116,522419
2013,total,300271,886908,2424907,1351560
2013,total,300272,4889066,15041898,11963227
2013,total,300273,623074,4898433,4671449
2013,total,300274,2164705,5042938,4024122
2013,total,300275,3962222,9368987,8307160
2013,total,300276,862169,2574526,1768852
2013,total,300277,1163083,3938172,2954646
2013,total,300278,691934,915455,835477
2013,total,300279,2022308,4129452,3398085
2013,total,300280,439038,1130279,829470
2013,total,300281,429984,2847536,1829528
2013,total,300282,579404,3003248,2079042
2013,total,300283,915612,2460758,1074619
2013,total,300284,440468,953511,863803
2013,total,300285,444403,1220737,752228
2013,total,300286,3768337,21414685,15569870
2013,total,300287,399542,1046074,468021
2013,total,300288,409977,1357752,1125860
2013,total,300289,593309,2234440,1455979
2013,total,300290,404951,3107365,2514212
2013,total,300291,1742814,6523107,2488983
2013,total,300292,413711,1352495,1020113
2013,total,300293,434667,1598182,876490
2013,total,300294,657128,1427693,1217989
2013,total,300295,429942,993014,731635
2013,total,300296,401358,1280980,1046055
2013,total,300297,411744,1341463,1047066
2013,total,300298,408440,1076855,980270
2013,total,300299,711421,5964291,2465337
2013,total,300300,909555,1500985,1416691
2013,total,300301,550172,930479,707437
2013,total,300302,416839,1165276,728086
2013,total,300303,8258298,15754981,13034979
2013,total,300304,1847209,2958503,2547132
2013,total,300305,3118279,8636266,7139052
2013,total,300306,4465066,8036991,6624073
2013,total,300307,2537600,3903907,3300120
2013,total,300308,3259160,6589925,5565592
2013,total,300309,6143999,20905433,15672154
2013,total,300310,2675589,5946447,4914190
2013,total,300311,852295,8561318,2002432
2013,total,300312,2903806,24337909,20825126
2013,total,300313,2579894,15880052,12724846
2013,total,300314,2530592,14596564,11549698
2013,total,300315,1073964,1497018,1319658
2013,total,300316,1502095,2079274,1934347
2013,total,300317,3696633,13780919,9676454
2013,total,300318,767076,3327736,3014187
2013,total,300319,1352726,2098322,1668218
2013,total,300320,587809,1562370,1267922
2013,total,300321,399793,979103,875122
2013,total,300322,456552,2220957,1021060
2013,total,300323,406088,656311,518095
2013,total,300324,1076062,1766977,1673221
2013,total,300325,383936,894817,541884
2013,total,300326,432633,926975,793717
2013,total,300327,406725,1601284,1339865
2013,total,300328,411130,4028421,3588812
2013,total,300329,412143,1167758,946859
2013,total,300330,514254,1397373,1207389
2013,total,300331,72091339,214235998,130262665
2013,total,300332,27949352,54302007,33849100
2013,total,300333,42392455,64124231,50416720
2013,total,300334,108666895,245405543,150665128
2013,total,300335,7649547,13272626,7361512
2013,total,300336,3631022,6690329,2929689
2013,total,300337,17119713,35762444,16904470
2013,total,300338,30286067,63302558,31004369
2013,total,300339,23018818,65245239,33853413
2013,total,300340,19417399,44296978,30012350
2013,total,300341,2323744,5069446,2530029
2013,total,300342,47488801,88973257,52308010
2013,total,300343,967202,2194433,1860085
2013,total,300344,1979352,5299927,3204184
2013,total,300345,1562557,2933299,2099003
2013,total,300346,4565967,8520022,5896404
2013,total,300347,16640283,36442637,20563449
2013,total,300348,2208223,4037385,2877265
2013,total,300349,3863712,7016403,4805053
2013,total,300350,2046105,4339195,1734223
2013,total,300351,6902229,9905307,6134574
2013,total,300352,32899413,77202645,25056139
2013,total,300353,35091664,77833264,40101409
2013,total,300354,31098929,54874817,33469191
2013,total,300355,4645995,8423105,5721244
2013,total,300356,13173900,25476527,16626603
2013,total,300357,23892835,74142240,30956845
2013,total,300358,31447573,69385058,33580090
2013,total,300359,28909958,45707971,30836868
2013,total,300360,10207948,25423589,21535562
2013,total,300361,3007176,6916060,4219197
2013,total,300362,5223874,7134845,4760403
2013,total,300363,4561975,17261416,13982820
2013,total,300364,3530827,7505193,5469395
2013,total,300365,3612611,5394805,3718335
2013,total,300366,1074764,2147391,1231214
2013,total,300367,8247059,12023876,8986829
2013,total,300368,3586400,8159179,5794501
2013,total,300369,3235452,6301859,3714574
