ano,semana,tipo_dx,n
2017,20,C,4419
2017,20,P,635
2017,21,C,3173
2017,21,P,480
2017,22,C,2641
2017,22,P,398
2017,23,C,2175
2017,23,P,324
2017,24,C,1651
2017,24,P,220
2017,25,C,1177
2017,25,P,176
2017,26,C,819
2017,26,P,121
2017,27,C,566
2017,27,P,117
2017,28,C,473
2017,28,P,115
2017,29,C,372
2017,29,P,86
2017,30,C,259
2017,30,P,57
2017,31,C,268
2017,31,P,68
2017,32,C,166
2017,32,P,48
2017,33,C,95
2017,33,P,59
2017,34,C,110
2017,34,P,47
2017,35,C,91
2017,35,P,50
2017,36,C,84
2017,36,P,37
2017,37,C,85
2017,37,P,54
2017,38,C,96
2017,38,P,44
2017,39,C,97
2017,39,P,59
2017,40,C,93
2017,40,P,58
2017,41,C,85
2017,41,P,66
2017,42,C,87
2017,42,P,84
2017,43,C,65
2017,43,P,57
2017,44,C,84
2017,44,P,64
2017,45,C,100
2017,45,P,103
2017,46,C,122
2017,46,P,95
2017,47,C,91
2017,47,P,88
2017,48,C,145
2017,48,P,73
2017,49,C,142
2017,49,P,80
2017,50,C,129
2017,50,P,55
2017,51,C,121
2017,51,P,50
2017,52,C,128
2017,52,P,36
2018,1,C,165
2018,1,P,18
2018,2,C,178
2018,2,P,17
2018,3,C,168
2018,3,P,18
2018,4,C,159
2018,4,P,16
2018,5,C,147
2018,5,P,30
2018,6,C,139
2018,6,P,24
2018,7,C,102
2018,7,P,22
2018,8,C,92
2018,8,P,21
2018,9,C,119
2018,9,P,15
2018,10,C,108
2018,10,P,24
2018,11,C,91
2018,11,P,17
2018,12,C,100
2018,12,P,30
2018,13,C,80
2018,13,P,28
2018,14,C,91
2018,14,P,33
2018,15,C,104
2018,15,P,56
2018,16,C,82
2018,16,P,67
2018,17,C,71
2018,17,P,67
2018,18,C,83
2018,18,P,41
2018,19,C,63
2018,19,P,45
2018,20,C,45
2018,20,P,38
2018,21,C,30
2018,21,P,44
2018,22,C,33
2018,22,P,32
2018,23,C,37
2018,23,P,36
2018,24,C,20
2018,24,P,23
2018,25,C,40
2018,25,P,11
2018,26,C,20
2018,26,P,16
2018,27,C,32
2018,27,P,10
2018,28,C,39
2018,28,P,11
2018,29,C,23
2018,29,P,7
2018,30,C,26
2018,30,P,3
2018,31,C,24
2018,31,P,5
2018,32,C,23
2018,32,P,3
2018,33,C,18
2018,33,P,3
2018,34,C,24
2018,34,P,6
2018,35,C,16
2018,35,P,7
2018,36,C,13
2018,36,P,9
2018,37,C,18
2018,37,P,7
2018,38,C,20
2018,38,P,11
2018,39,C,18
2018,39,P,35
2018,40,C,29
2018,40,P,10
2018,41,C,22
2018,41,P,16
2018,42,C,46
2018,42,P,20
2018,43,C,51
2018,43,P,17
2018,44,C,48
2018,44,P,27
2018,45,C,38
2018,45,P,25
2018,46,C,46
2018,46,P,43
2018,47,C,43
2018,47,P,49
2018,48,C,60
2018,48,P,67
2018,49,C,66
2018,49,P,47
2018,50,C,80
2018,50,P,54
2018,51,C,76
2018,51,P,20
2018,52,C,112
2018,52,P,19
2019,1,C,138
2019,1,P,37
2019,2,C,176
2019,2,P,29
2019,3,C,147
2019,3,P,49
2019,4,C,145
2019,4,P,72
2019,5,C,164
2019,5,P,39
2019,6,C,120
2019,6,P,21
2019,7,C,131
2019,7,P,15
2019,8,C,153
2019,8,P,12
2019,9,C,112
2019,9,P,20
2019,10,C,130
2019,10,P,23
2019,11,C,178
2019,11,P,24
2019,12,C,187
2019,12,P,14
2019,13,C,284
2019,13,P,19
2019,14,C,268
2019,14,P,26
2019,15,C,195
2019,15,P,19
2019,16,C,198
2019,16,P,17
2019,17,C,178
2019,17,P,14
2019,18,C,186
2019,18,P,14
2019,19,C,190
2019,19,P,8
2019,20,C,188
2019,20,P,22
2019,21,C,168
2019,21,P,22
2019,22,C,166
2019,22,P,14
2019,23,C,202
2019,23,P,14
2019,24,C,191
2019,24,P,32
2019,25,C,147
2019,25,P,21
2019,26,C,140
2019,26,P,9
2019,27,C,154
2019,27,P,4
2019,28,C,125
2019,28,P,9
2019,29,C,105
2019,29,P,5
2019,30,C,105
2019,30,P,14
2019,31,C,103
2019,31,P,30
2019,32,C,97
2019,32,P,14
2019,33,C,109
2019,33,P,10
2019,34,C,127
2019,34,P,5
2019,35,C,92
2019,35,P,2
2019,36,C,97
2019,36,P,14
2019,37,C,109
2019,37,P,5
2019,38,C,107
2019,38,P,4
2019,39,C,177
2019,39,P,10
2019,40,C,203
2019,40,P,15
2019,41,C,207
2019,41,P,22
2019,42,C,292
2019,42,P,19
2019,43,C,360
2019,43,P,24
2019,44,C,436
2019,44,P,39
2019,45,C,649
2019,45,P,168
2019,46,C,866
2019,46,P,203
2019,47,C,813
2019,47,P,157
2019,48,C,685
2019,48,P,252
2019,49,C,682
2019,49,P,200
2019,50,C,502
2019,50,P,285
2019,51,C,551
2019,51,P,200
2019,52,C,541
2019,52,P,195
2020,1,C,489
2020,1,P,81
2020,2,C,614
2020,2,P,88
2020,3,C,700
2020,3,P,133
2020,4,C,873
2020,4,P,71
2020,5,C,942
2020,5,P,93
2020,6,C,991
2020,6,P,71
2020,7,C,1059
2020,7,P,36
2020,8,C,1010
2020,8,P,50
2020,9,C,1070
2020,9,P,60
2020,10,C,1334
2020,10,P,144
2020,11,C,1018
2020,11,P,172
2020,12,C,784
2020,12,P,217
2020,13,C,697
2020,13,P,258
2020,14,C,721
2020,14,P,331
2020,15,C,652
2020,15,P,376
2020,16,C,931
2020,16,P,511
2020,17,C,769
2020,17,P,502
2020,18,C,680
2020,18,P,439
2020,19,C,638
2020,19,P,320
2020,20,C,611
2020,20,P,315
2020,21,C,482
2020,21,P,346
2020,22,C,326
2020,22,P,217
2020,23,C,224
2020,23,P,189
2020,24,C,215
2020,24,P,171
2020,25,C,218
2020,25,P,140
2020,26,C,197
2020,26,P,83
2020,27,C,207
2020,27,P,65
2020,28,C,166
2020,28,P,42
2020,29,C,168
2020,29,P,35
2020,30,C,195
2020,30,P,22
2020,31,C,280
2020,31,P,43
2020,32,C,312
2020,32,P,43
2020,33,C,357
2020,33,P,93
2020,34,C,378
2020,34,P,111
2020,35,C,300
2020,35,P,122
2020,36,C,407
2020,36,P,175
2020,37,C,389
2020,37,P,237
2020,38,C,492
2020,38,P,247
2020,39,C,466
2020,39,P,354
2020,40,C,543
2020,40,P,353
2020,41,C,571
2020,41,P,391
2020,42,C,611
2020,42,P,482
2020,43,C,840
2020,43,P,390
2020,44,C,973
2020,44,P,442
2020,45,C,1192
2020,45,P,422
2020,46,C,1241
2020,46,P,375
2020,47,C,1402
2020,47,P,263
2020,48,C,1212
2020,48,P,243
2020,49,C,1277
2020,49,P,208
2020,50,C,1244
2020,50,P,232
2020,51,C,1181
2020,51,P,170
2020,52,C,958
2020,52,P,168
2020,53,C,900
2020,53,P,283
2021,1,C,1375
2021,1,P,159
2021,2,C,1002
2021,2,P,173
2021,3,C,994
2021,3,P,117
2021,4,C,870
2021,4,P,74
2021,5,C,837
2021,5,P,76
2021,6,C,720
2021,6,P,119
2021,7,C,794
2021,7,P,76
2021,8,C,846
2021,8,P,82
2021,9,C,975
2021,9,P,100
2021,10,C,1115
2021,10,P,97
2021,11,C,1161
2021,11,P,154
2021,12,C,1002
2021,12,P,188
2021,13,C,902
2021,13,P,164
2021,14,C,920
2021,14,P,169
2021,15,C,906
2021,15,P,145
2021,16,C,879
2021,16,P,139
2021,17,C,865
2021,17,P,98
2021,18,C,790
2021,18,P,103
2021,19,C,904
2021,19,P,114
2021,20,C,938
2021,20,P,104
2021,21,C,777
2021,21,P,82
2021,22,C,758
2021,22,P,117
2021,23,C,777
2021,23,P,99
2021,24,C,709
2021,24,P,77
2021,25,C,669
2021,25,P,47
2021,26,C,633
2021,26,P,37
2021,27,C,531
2021,27,P,38
2021,28,C,510
2021,28,P,32
2021,29,C,480
2021,29,P,37
2021,30,C,388
2021,30,P,31
2021,31,C,436
2021,31,P,30
2021,32,C,415
2021,32,P,51
2021,33,C,467
2021,33,P,61
2021,34,C,389
2021,34,P,38
2021,35,C,371
2021,35,P,55
2021,36,C,416
2021,36,P,69
2021,37,C,424
2021,37,P,48
2021,38,C,442
2021,38,P,95
2021,39,C,535
2021,39,P,57
2021,40,C,468
2021,40,P,68
2021,41,C,577
2021,41,P,78
2021,42,C,730
2021,42,P,61
2021,43,C,696
2021,43,P,56
2021,44,C,743
2021,44,P,87
2021,45,C,887
2021,45,P,99
2021,46,C,1033
2021,46,P,87
2021,47,C,1042
2021,47,P,94
2021,48,C,1160
2021,48,P,81
2021,49,C,1029
2021,49,P,84
2021,50,C,1014
2021,50,P,126
2021,51,C,811
2021,51,P,222
2021,52,C,774
2021,52,P,210
2022,1,C,919
2022,1,P,132
2022,2,C,890
2022,2,P,104
2022,3,C,808
2022,3,P,127
2022,4,C,847
2022,4,P,114
2022,5,C,1178
2022,5,P,60
2022,6,C,1280
2022,6,P,99
2022,7,C,1514
2022,7,P,51
2022,8,C,1665
2022,8,P,91
2022,9,C,1715
2022,9,P,95
2022,10,C,1778
2022,10,P,130
2022,11,C,1928
2022,11,P,162
2022,12,C,1957
2022,12,P,179
2022,13,C,2200
2022,13,P,170
2022,14,C,2397
2022,14,P,152
2022,15,C,2521
2022,15,P,172
2022,16,C,2810
2022,16,P,243
2022,17,C,2624
2022,17,P,242
2022,18,C,2580
2022,18,P,250
2022,19,C,2276
2022,19,P,327
2022,20,C,1859
2022,20,P,231
2022,21,C,1420
2022,21,P,186
2022,22,C,1141
2022,22,P,200
2022,23,C,1009
2022,23,P,126
2022,24,C,840
2022,24,P,100
2022,25,C,676
2022,25,P,82
2022,26,C,624
2022,26,P,108
2022,27,C,545
2022,27,P,124
2022,28,C,477
2022,28,P,142
2022,29,C,408
2022,29,P,168
2022,30,C,299
2022,30,P,104
2022,31,C,355
2022,31,P,106
2022,32,C,408
2022,32,P,88
2022,33,C,426
2022,33,P,89
2022,34,C,319
2022,34,P,92
2022,35,C,328
2022,35,P,112
2022,36,C,391
2022,36,P,25
2022,37,C,406
2022,37,P,40
2022,38,C,425
2022,38,P,26
2022,39,C,431
2022,39,P,23
2022,40,C,409
2022,40,P,25
2022,41,C,450
2022,41,P,49
2022,42,C,511
2022,42,P,55
2022,43,C,604
2022,43,P,50
2022,44,C,767
2022,44,P,89
2022,45,C,895
2022,45,P,106
2022,46,C,1084
2022,46,P,156
2022,47,C,1088
2022,47,P,114
2022,48,C,967
2022,48,P,158
2022,49,C,802
2022,49,P,176
2022,50,C,843
2022,50,P,143
2022,51,C,750
2022,51,P,166
2022,52,C,776
2022,52,P,189
2023,1,C,1408
2023,1,P,149
2023,2,C,1256
2023,2,P,192
2023,3,C,1565
2023,3,P,238
2023,4,C,1430
2023,4,P,276
2023,5,C,1565
2023,5,P,280
2023,6,C,1716
2023,6,P,350
2023,7,C,1826
2023,7,P,373
2023,8,C,1965
2023,8,P,459
2023,9,C,2031
2023,9,P,397
2023,10,C,2123
2023,10,P,327
2023,11,C,2518
2023,11,P,410
2023,12,C,3327
2023,12,P,415
2023,13,C,3684
2023,13,P,370
2023,14,C,3998
2023,14,P,405
2023,15,C,5975
2023,15,P,582
2023,16,C,6942
2023,16,P,632
2023,17,C,8043
2023,17,P,532
2023,18,C,10923
2023,18,P,864
2023,19,C,13834
2023,19,P,1427
2023,20,C,18351
2023,20,P,2147
2023,21,C,16303
2023,21,P,1924
2023,22,C,16319
2023,22,P,1725
2023,23,C,14255
2023,23,P,1394
2023,24,C,12256
2023,24,P,998
2023,25,C,10054
2023,25,P,840
2023,26,C,7948
2023,26,P,638
2023,27,C,7480
2023,27,P,601
2023,28,C,6901
2023,28,P,654
2023,29,C,6024
2023,29,P,704
2023,30,C,4577
2023,30,P,464
2023,31,C,4714
2023,31,P,621
2023,32,C,4460
2023,32,P,366
2023,33,C,3780
2023,33,P,359
2023,34,C,3391
2023,34,P,259
2023,35,C,2978
2023,35,P,293
2023,36,C,2693
2023,36,P,371
2023,37,C,2414
2023,37,P,295
2023,38,C,1963
2023,38,P,243
2023,39,C,1752
2023,39,P,288
2023,40,C,1646
2023,40,P,281
2023,41,C,1457
2023,41,P,287
2023,42,C,1414
2023,42,P,364
2023,43,C,1269
2023,43,P,272
2023,44,C,1231
2023,44,P,341
2023,45,C,1400
2023,45,P,351
2023,46,C,1386
2023,46,P,364
2023,47,C,1457
2023,47,P,273
2023,48,C,1377
2023,48,P,289
2023,49,C,1195
2023,49,P,248
2023,50,C,1075
2023,50,P,318
2023,51,C,984
2023,51,P,214
2023,52,C,834
2023,52,P,285
2024,1,C,1104
2024,1,P,558
2024,2,C,1217
2024,2,P,759
2024,3,C,1495
2024,3,P,964
2024,4,C,1699
2024,4,P,1209
2024,5,C,2329
2024,5,P,1927
2024,6,C,3009
2024,6,P,2930
2024,7,C,2278
2024,7,P,3503
