Año,Mes,País,Turistas
2012,3,Bolivia,7407
2012,3,Brasil,8397
2012,3,Bulgaria,100
2012,3,Canadá,5806
2012,3,Chile,58376
2012,3,China,952
2012,3,Colombia,10957
2012,3,Corea del Sur,1382
2012,3,Costa Rica,820
2012,3,Croacia,73
2012,3,Cuba,341
2012,3,Dinamarca,645
2012,3,Ecuador,14965
2012,3,Estados Unidos,41130
2012,3,Egipto,18
2012,3,El Salvador,460
2012,3,Eslovaquia,112
2012,3,Eslovenia,50
2012,3,España,9077
2012,3,Filipinas,310
2012,3,Finlandia,237
2012,3,Francia,5619
2012,3,Grecia,70
2012,3,Guatemala,274
2012,3,Honduras,140
2012,3,Hong Kong,97
2012,3,Hungría,140
2012,3,India,403
2012,3,Indonesia,130
2012,3,Irlanda,416
2012,3,Israel,1706
2012,3,Italia,3065
2012,3,Japón,5262
2012,3,Lituania,47
2012,3,Malasia,89
2012,3,Marruecos,21
2012,3,México,4275
2012,3,Nicaragua,108
2012,3,Noruega,878
2012,3,Nueva Zelandia,391
2012,3,Países Bajos,1633
2012,3,Panamá,993
2012,3,Paraguay,283
2012,3,Polonia,415
2012,3,Portugal,316
2012,3,Puerto Rico,51
2012,3,Reino Unido,5734
2012,3,Republica Checa,268
2012,3,Rep. Dominicana,242
2012,3,Rumania,144
2012,3,Rusia (Fed),764
2012,3,Singapur,110
2012,3,Sudáfrica,201
2012,3,Suecia,1065
2012,3,Suiza,1618
2012,3,Tailandia,114
2012,3,Taiwán,326
2012,3,Trinidad y Tobago,22
2012,3,Turquía,76
2012,3,Ucrania,125
2012,3,Uruguay,1046
2012,3,Venezuela,4264
2012,3,Vietnam,34
2012,3,Resto del Mundo,716
2013,3,Alemania,6139
2013,3,Argentina,14352
2013,3,Aruba,17
2013,3,Australia,2837
2013,3,Austria,561
2013,3,Bélgica,1159
2013,3,Bielorrusia,44
2013,3,Bolivia,5641
2013,3,Brasil,9158
2013,3,Bulgaria,79
2013,3,Canadá,5587
2013,3,Chile,70002
2013,3,China,1243
2013,3,Colombia,12802
2013,3,Corea del Sur,1381
2013,3,Costa Rica,851
2013,3,Croacia,86
2013,3,Cuba,286
2013,3,Dinamarca,653
2013,3,Ecuador,16574
2013,3,Estados Unidos,43509
2013,3,Egipto,17
2013,3,El Salvador,439
2013,3,Eslovaquia,171
2013,3,Eslovenia,36
2013,3,España,9826
2013,3,Filipinas,309
2013,3,Finlandia,239
2013,3,Francia,5421
2013,3,Grecia,88
2013,3,Guatemala,243
2013,3,Honduras,222
2013,3,Hong Kong,109
2013,3,Hungría,152
2013,3,India,326
2013,3,Indonesia,132
2013,3,Irlanda,382
2013,3,Israel,1439
2013,3,Italia,3289
2013,3,Japón,6637
2013,3,Lituania,93
2013,3,Malasia,101
2013,3,Marruecos,29
2013,3,México,4786
2013,3,Nicaragua,94
2013,3,Noruega,844
2013,3,Nueva Zelandia,418
2013,3,Países Bajos,1673
2013,3,Panamá,1181
2013,3,Paraguay,408
2013,3,Polonia,618
2013,3,Portugal,389
2013,3,Puerto Rico,65
2013,3,Reino Unido,5095
2013,3,Republica Checa,304
2013,3,Rep. Dominicana,219
2013,3,Rumania,187
2013,3,Rusia (Fed),714
2013,3,Singapur,95
2013,3,Sudáfrica,193
2013,3,Suecia,1086
2013,3,Suiza,1781
2013,3,Tailandia,174
2013,3,Taiwán,339
2013,3,Trinidad y Tobago,63
2013,3,Turquía,131
2013,3,Ucrania,150
2013,3,Uruguay,1058
2013,3,Venezuela,7603
2013,3,Vietnam,100
2013,3,Resto del Mundo,751
2014,3,Alemania,6980
2014,3,Argentina,11770
2014,3,Aruba,19
2014,3,Australia,3468
2014,3,Austria,596
2014,3,Bélgica,938
2014,3,Bielorrusia,27
2014,3,Bolivia,9729
2014,3,Brasil,10014
2014,3,Bulgaria,98
2014,3,Canadá,6625
2014,3,Chile,68174
2014,3,China,1511
2014,3,Colombia,11991
2014,3,Corea del Sur,1464
2014,3,Costa Rica,792
2014,3,Croacia,84
2014,3,Cuba,353
2014,3,Dinamarca,617
2014,3,Ecuador,24055
2014,3,Estados Unidos,47070
2014,3,Egipto,30
2014,3,El Salvador,359
2014,3,Eslovaquia,93
2014,3,Eslovenia,61
2014,3,España,10523
2014,3,Filipinas,486
2014,3,Finlandia,253
2014,3,Francia,5819
2014,3,Grecia,137
2014,3,Guatemala,249
2014,3,Honduras,157
2014,3,Hong Kong,335
2014,3,Hungría,190
2014,3,India,390
2014,3,Indonesia,177
2014,3,Irlanda,385
2014,3,Israel,1599
2014,3,Italia,3846
2014,3,Japón,7365
2014,3,Lituania,103
2014,3,Malasia,230
2014,3,Marruecos,23
2014,3,México,4864
2014,3,Nicaragua,107
2014,3,Noruega,527
2014,3,Nueva Zelandia,419
2014,3,Países Bajos,1958
2014,3,Panamá,1168
2014,3,Paraguay,428
2014,3,Polonia,473
2014,3,Portugal,376
2014,3,Puerto Rico,41
2014,3,Reino Unido,5854
2014,3,Republica Checa,278
2014,3,Rep. Dominicana,177
2014,3,Rumania,203
2014,3,Rusia (Fed),965
2014,3,Singapur,122
2014,3,Sudáfrica,191
2014,3,Suecia,1054
2014,3,Suiza,1958
2014,3,Tailandia,259
2014,3,Taiwán,373
2014,3,Trinidad y Tobago,39
2014,3,Turquía,151
2014,3,Ucrania,212
2014,3,Uruguay,1031
2014,3,Venezuela,3212
2014,3,Vietnam,40
2014,3,Resto del Mundo,814
2015,3,Alemania,8120
2015,3,Argentina,14499
2015,3,Aruba,13
2015,3,Australia,3492
2015,3,Austria,628
2015,3,Bélgica,890
2015,3,Bielorrusia,55
2015,3,Bolivia,8127
2015,3,Brasil,8829
2015,3,Bulgaria,94
2015,3,Canadá,6989
2015,3,Chile,71944
2015,3,China,1808
2015,3,Colombia,12849
2015,3,Corea del Sur,2101
2015,3,Costa Rica,3077
2015,3,Croacia,67
2015,3,Cuba,309
2015,3,Dinamarca,803
2015,3,Ecuador,16807
2015,3,Estados Unidos,48416
2015,3,Egipto,37
2015,3,El Salvador,577
2015,3,Eslovaquia,169
2015,3,Eslovenia,104
2015,3,España,11444
2015,3,Filipinas,275
2015,3,Finlandia,322
2015,3,Francia,6059
2015,3,Grecia,105
2015,3,Guatemala,306
2015,3,Honduras,210
2015,3,Hong Kong,313
2015,3,Hungría,245
2015,3,India,420
2015,3,Indonesia,73
2015,3,Irlanda,489
2015,3,Israel,2438
2015,3,Italia,3974
2015,3,Japón,6744
2015,3,Lituania,108
2015,3,Malasia,174
2015,3,Marruecos,18
2015,3,México,6331
2015,3,Nicaragua,126
2015,3,Noruega,953
2015,3,Nueva Zelandia,445
2015,3,Países Bajos,1788
2015,3,Panamá,1197
2015,3,Paraguay,666
2015,3,Polonia,584
2015,3,Portugal,485
2015,3,Puerto Rico,77
2015,3,Reino Unido,5637
2015,3,Republica Checa,293
2015,3,Rep. Dominicana,248
2015,3,Rumania,167
2015,3,Rusia (Fed),593
2015,3,Singapur,143
2015,3,Sudáfrica,227
2015,3,Suecia,979
2015,3,Suiza,1961
2015,3,Tailandia,133
2015,3,Taiwán,539
2015,3,Trinidad y Tobago,36
2015,3,Turquía,211
2015,3,Ucrania,190
2015,3,Uruguay,1435
2015,3,Venezuela,3316
2015,3,Vietnam,69
2015,3,Resto del Mundo,802
2016,3,Alemania,7497
2016,3,Argentina,13641
2016,3,Aruba,23
2016,3,Australia,3393
2016,3,Austria,670
2016,3,Bélgica,1331
2016,3,Bielorrusia,59
2016,3,Bolivia,10183
2016,3,Brasil,9120
2016,3,Bulgaria,85
2016,3,Canadá,7081
2016,3,Chile,80182
2016,3,China,2048
2016,3,Colombia,15395
2016,3,Corea del Sur,1816
2016,3,Costa Rica,4550
2016,3,Croacia,65
2016,3,Cuba,363
2016,3,Dinamarca,755
2016,3,Ecuador,22748
2016,3,Estados Unidos,52312
2016,3,Egipto,29
2016,3,El Salvador,533
2016,3,Eslovaquia,196
2016,3,Eslovenia,64
2016,3,España,11470
2016,3,Filipinas,266
2016,3,Finlandia,260
2016,3,Francia,5884
2016,3,Grecia,147
2016,3,Guatemala,638
2016,3,Honduras,291
2016,3,Hong Kong,405
2016,3,Hungría,197
2016,3,India,375
2016,3,Indonesia,120
2016,3,Irlanda,543
2016,3,Israel,2546
2016,3,Italia,4173
2016,3,Japón,5627
2016,3,Lituania,63
2016,3,Malasia,108
2016,3,Marruecos,21
2016,3,México,7456
2016,3,Nicaragua,190
2016,3,Noruega,884
2016,3,Nueva Zelandia,494
2016,3,Países Bajos,2038
2016,3,Panamá,1627
2016,3,Paraguay,631
2016,3,Polonia,540
2016,3,Portugal,632
2016,3,Puerto Rico,82
2016,3,Reino Unido,6063
2016,3,Republica Checa,314
2016,3,Rep. Dominicana,264
2016,3,Rumania,170
2016,3,Rusia (Fed),706
2016,3,Singapur,142
2016,3,Sudáfrica,197
2016,3,Suecia,1158
2016,3,Suiza,1990
2016,3,Tailandia,133
2016,3,Taiwán,562
2016,3,Trinidad y Tobago,49
2016,3,Turquía,226
2016,3,Ucrania,184
2016,3,Uruguay,1738
2016,3,Venezuela,3555
2016,3,Vietnam,36
2016,3,Resto del Mundo,1008
2017,3,Alemania,7793
2017,3,Argentina,14305
2017,3,Aruba,7
2017,3,Australia,3967
2017,3,Austria,655
2017,3,Bélgica,1064
2017,3,Bielorrusia,100
2017,3,Bolivia,9629
2017,3,Brasil,9780
2017,3,Bulgaria,118
2017,3,Canadá,6796
2017,3,Chile,85601
2017,3,China,2656
2017,3,Colombia,14843
2017,3,Corea del Sur,2105
2017,3,Costa Rica,1587
2017,3,Croacia,75
2017,3,Cuba,309
2017,3,Dinamarca,738
2017,3,Ecuador,17400
2017,3,Estados Unidos,47892
2017,3,Egipto,16
2017,3,El Salvador,619
2017,3,Eslovaquia,88
2017,3,Eslovenia,48
2017,3,España,10516
2017,3,Filipinas,244
2017,3,Finlandia,241
2017,3,Francia,6001
2017,3,Grecia,189
2017,3,Guatemala,524
2017,3,Honduras,192
2017,3,Hong Kong,406
2017,3,Hungría,249
2017,3,India,673
2017,3,Indonesia,142
2017,3,Irlanda,454
2017,3,Israel,2716
2017,3,Italia,4623
2017,3,Japón,5345
2017,3,Lituania,117
2017,3,Malasia,159
2017,3,Marruecos,17
2017,3,México,6439
2017,3,Nicaragua,155
2017,3,Noruega,491
2017,3,Nueva Zelandia,726
2017,3,Países Bajos,2222
2017,3,Panamá,1458
2017,3,Paraguay,845
2017,3,Polonia,551
2017,3,Portugal,550
2017,3,Puerto Rico,37
2017,3,Reino Unido,5175
2017,3,Republica Checa,326
2017,3,Rep. Dominicana,486
2017,3,Rumania,201
2017,3,Rusia (Fed),819
2017,3,Singapur,122
2017,3,Sudáfrica,192
2017,3,Suecia,1020
2017,3,Suiza,1870
2017,3,Tailandia,187
2017,3,Taiwán,681
2017,3,Trinidad y Tobago,21
2017,3,Turquía,254
2017,3,Ucrania,210
2017,3,Uruguay,1545
2017,3,Venezuela,7200
2017,3,Vietnam,33
2017,3,Resto del Mundo,840
2018,3,Alemania,8254
2018,3,Argentina,18262
2018,3,Aruba,24
2018,3,Australia,2646
2018,3,Austria,681
2018,3,Bélgica,1080
2018,3,Bielorrusia,67
2018,3,Bolivia,11061
2018,3,Brasil,10830
2018,3,Bulgaria,162
2018,3,Canadá,8808
2018,3,Chile,92061
2018,3,China,4032
2018,3,Colombia,23087
2018,3,Corea del Sur,2711
2018,3,Costa Rica,1378
2018,3,Croacia,87
2018,3,Cuba,655
2018,3,Dinamarca,729
2018,3,Ecuador,22280
2018,3,Estados Unidos,57008
2018,3,Egipto,23
2018,3,El Salvador,525
2018,3,Eslovaquia,197
2018,3,Eslovenia,42
2018,3,España,11533
2018,3,Filipinas,324
2018,3,Finlandia,348
2018,3,Francia,6111
2018,3,Grecia,182
2018,3,Guatemala,535
2018,3,Honduras,300
2018,3,Hong Kong,633
2018,3,Hungría,257
2018,3,India,684
2018,3,Indonesia,152
2018,3,Irlanda,641
2018,3,Israel,3239
2018,3,Italia,4801
2018,3,Japón,5281
2018,3,Lituania,124
2018,3,Malasia,138
2018,3,Marruecos,28
2018,3,México,8727
2018,3,Nicaragua,139
2018,3,Noruega,685
2018,3,Nueva Zelandia,408
2018,3,Países Bajos,2310
2018,3,Panamá,1581
2018,3,Paraguay,1089
2018,3,Polonia,574
2018,3,Portugal,721
2018,3,Puerto Rico,64
2018,3,Reino Unido,6414
2018,3,Republica Checa,420
2018,3,Rep. Dominicana,942
2018,3,Rumania,278
2018,3,Rusia (Fed),757
2018,3,Singapur,162
2018,3,Sudáfrica,232
2018,3,Suecia,1219
2018,3,Suiza,1966
2018,3,Tailandia,190
2018,3,Taiwán,826
2018,3,Trinidad y Tobago,32
2018,3,Turquía,304
2018,3,Ucrania,261
2018,3,Uruguay,1995
2018,3,Venezuela,31057
2018,3,Vietnam,105
2018,3,Resto del Mundo,1014
2019,3,Alemania,9098
2019,3,Argentina,17452
2019,3,Aruba,18
2019,3,Australia,3486
2019,3,Austria,760
2019,3,Bélgica,932
2019,3,Bielorrusia,38
2019,3,Bolivia,15861
2019,3,Brasil,11981
2019,3,Bulgaria,152
2019,3,Canadá,10659
2019,3,Chile,99612
2019,3,China,4519
2019,3,Colombia,17199
2019,3,Corea del Sur,2850
2019,3,Costa Rica,1201
2019,3,Croacia,85
2019,3,Cuba,914
2019,3,Dinamarca,1041
2019,3,Ecuador,32381
2019,3,Estados Unidos,60911
2019,3,Egipto,38
2019,3,El Salvador,439
2019,3,Eslovaquia,215
2019,3,Eslovenia,56
2019,3,España,11235
2019,3,Filipinas,407
2019,3,Finlandia,246
2019,3,Francia,7115
2019,3,Grecia,196
2019,3,Guatemala,467
2019,3,Honduras,261
2019,3,Hong Kong,625
2019,3,Hungría,305
2019,3,India,1000
2019,3,Indonesia,234
2019,3,Irlanda,481
2019,3,Israel,2574
2019,3,Italia,4593
2019,3,Japón,4772
2019,3,Lituania,205
2019,3,Malasia,221
2019,3,Marruecos,36
2019,3,México,8213
2019,3,Nicaragua,138
2019,3,Noruega,621
2019,3,Nueva Zelandia,563
2019,3,Países Bajos,2631
2019,3,Panamá,2023
2019,3,Paraguay,832
2019,3,Polonia,635
2019,3,Portugal,566
2019,3,Puerto Rico,58
2019,3,Reino Unido,5715
2019,3,Republica Checa,463
2019,3,Rep. Dominicana,991
2019,3,Rumania,266
2019,3,Rusia (Fed),909
2019,3,Singapur,207
2019,3,Sudáfrica,205
2019,3,Suecia,1083
2019,3,Suiza,1803
2019,3,Tailandia,316
2019,3,Taiwán,911
2019,3,Trinidad y Tobago,42
2019,3,Turquía,376
2019,3,Ucrania,304
2019,3,Uruguay,1836
2019,3,Venezuela,14979
2019,3,Vietnam,45
2019,3,Resto del Mundo,1202
2020,3,Alemania,3394
2020,3,Argentina,4950
2020,3,Aruba,4
2020,3,Australia,1170
2020,3,Austria,291
2020,3,Bélgica,372
2020,3,Bielorrusia,22
2020,3,Bolivia,6510
2020,3,Brasil,4491
2020,3,Bulgaria,46
2020,3,Canadá,3439
2020,3,Chile,25195
2020,3,China,440
2020,3,Colombia,6943
2020,3,Corea del Sur,846
2020,3,Costa Rica,456
2020,3,Croacia,36
2020,3,Cuba,305
2020,3,Dinamarca,397
2020,3,Ecuador,9898
2020,3,Estados Unidos,18796
2020,3,Egipto,9
2020,3,El Salvador,80
2020,3,Eslovaquia,46
2020,3,Eslovenia,17
2020,3,España,3902
2020,3,Filipinas,144
2020,3,Finlandia,86
2020,3,Francia,2583
2020,3,Grecia,66
2020,3,Guatemala,159
2020,3,Honduras,116
2020,3,Hong Kong,240
2020,3,Hungría,164
2020,3,India,343
2020,3,Indonesia,102
2020,3,Irlanda,239
2020,3,Israel,1265
2020,3,Italia,904
2020,3,Japón,1473
2020,3,Lituania,71
2020,3,Malasia,70
2020,3,Marruecos,9
2020,3,México,4029
2020,3,Nicaragua,47
2020,3,Noruega,203
2020,3,Nueva Zelandia,143
2020,3,Países Bajos,1013
2020,3,Panamá,407
2020,3,Paraguay,278
2020,3,Polonia,342
2020,3,Portugal,217
2020,3,Puerto Rico,18
2020,3,Reino Unido,2887
2020,3,Republica Checa,139
2020,3,Rep. Dominicana,218
2020,3,Rumania,164
2020,3,Rusia (Fed),459
2020,3,Singapur,64
2020,3,Sudáfrica,82
2020,3,Suecia,425
2020,3,Suiza,709
2020,3,Tailandia,120
2020,3,Taiwán,272
2020,3,Trinidad y Tobago,4
2020,3,Turquía,0
2020,3,Ucrania,180
2020,3,Uruguay,743
2020,3,Venezuela,679
2020,3,Vietnam,14
2020,3,Resto del Mundo,492
2021,3,Alemania,163
2021,3,Argentina,696
2021,3,Aruba,7
2021,3,Australia,9
2021,3,Austria,14
2021,3,Bélgica,20
2021,3,Bielorrusia,2
2021,3,Bolivia,166
2021,3,Brasil,55
2021,3,Bulgaria,2
2021,3,Canadá,122
2021,3,Chile,1662
2021,3,China,116
2021,3,Colombia,1423
2021,3,Corea del Sur,25
2021,3,Costa Rica,56
2021,3,Croacia,5
2021,3,Cuba,6
2021,3,Dinamarca,8
2021,3,Ecuador,262
2021,3,Estados Unidos,5217
2021,3,Egipto,5
2021,3,El Salvador,11
2021,3,Eslovaquia,3
2021,3,Eslovenia,0
2021,3,España,782
2021,3,Filipinas,6
2021,3,Finlandia,2
2021,3,Francia,182
2021,3,Grecia,0
2021,3,Guatemala,38
2021,3,Honduras,17
2021,3,Hong Kong,0
2021,3,Hungría,12
2021,3,India,24
2021,3,Indonesia,5
2021,3,Irlanda,1
2021,3,Israel,26
2021,3,Italia,339
2021,3,Japón,38
2021,3,Lituania,3
2021,3,Malasia,0
2021,3,Marruecos,1
2021,3,México,634
2021,3,Nicaragua,4
2021,3,Noruega,10
2021,3,Nueva Zelandia,5
2021,3,Países Bajos,58
2021,3,Panamá,52
2021,3,Paraguay,32
2021,3,Polonia,22
2021,3,Portugal,9
2021,3,Puerto Rico,6
2021,3,Reino Unido,35
2021,3,Republica Checa,8
2021,3,Rep. Dominicana,65
2021,3,Rumania,16
2021,3,Rusia (Fed),33
2021,3,Singapur,2
2021,3,Sudáfrica,4
2021,3,Suecia,32
2021,3,Suiza,87
2021,3,Tailandia,2
2021,3,Taiwán,5
2021,3,Trinidad y Tobago,1
2021,3,Turquía,18
2021,3,Ucrania,11
2021,3,Uruguay,38
2021,3,Venezuela,0
2021,3,Vietnam,0
2021,3,Resto del Mundo,52
2022,3,Alemania,2991
2022,3,Argentina,4157
2022,3,Aruba,5
2022,3,Australia,382
2022,3,Austria,255
2022,3,Bélgica,506
2022,3,Bielorrusia,18
2022,3,Bolivia,2040
2022,3,Brasil,3948
2022,3,Bulgaria,74
2022,3,Canadá,2691
2022,3,Chile,8256
2022,3,China,489
2022,3,Colombia,8205
2022,3,Corea del Sur,88
2022,3,Costa Rica,809
2022,3,Croacia,52
2022,3,Cuba,67
2022,3,Dinamarca,476
2022,3,Ecuador,8725
2022,3,Estados Unidos,36932
2022,3,Egipto,11
2022,3,El Salvador,261
2022,3,Eslovaquia,69
2022,3,Eslovenia,43
2022,3,España,5505
2022,3,Filipinas,79
2022,3,Finlandia,66
2022,3,Francia,2982
2022,3,Grecia,114
2022,3,Guatemala,348
2022,3,Honduras,164
2022,3,Hong Kong,21
2022,3,Hungría,187
2022,3,India,200
2022,3,Indonesia,18
2022,3,Irlanda,195
2022,3,Israel,1640
2022,3,Italia,2265
2022,3,Japón,195
2022,3,Lituania,95
2022,3,Malasia,16
2022,3,Marruecos,7
2022,3,México,3808
2022,3,Nicaragua,49
2022,3,Noruega,131
2022,3,Nueva Zelandia,37
2022,3,Países Bajos,1027
2022,3,Panamá,375
2022,3,Paraguay,257
2022,3,Polonia,516
2022,3,Portugal,320
2022,3,Puerto Rico,36
2022,3,Reino Unido,1887
2022,3,Republica Checa,237
2022,3,Rep. Dominicana,445
2022,3,Rumania,196
2022,3,Rusia (Fed),228
2022,3,Singapur,18
2022,3,Sudáfrica,51
2022,3,Suecia,330
2022,3,Suiza,786
2022,3,Tailandia,39
2022,3,Taiwán,66
2022,3,Trinidad y Tobago,9
2022,3,Turquía,143
2022,3,Ucrania,118
2022,3,Uruguay,472
2022,3,Venezuela,0
2022,3,Vietnam,10
2022,3,Resto del Mundo,637
2023,3,Alemania,3341
2023,3,Argentina,6506
2023,3,Aruba,9
2023,3,Australia,1005
2023,3,Austria,224
2023,3,Bélgica,430
2023,3,Bielorrusia,19
2023,3,Bolivia,5740
2023,3,Brasil,5241
2023,3,Bulgaria,113
2023,3,Canadá,3563
2023,3,Chile,43694
2023,3,China,1369
2023,3,Colombia,10710
2023,3,Corea del Sur,993
2023,3,Costa Rica,1314
2023,3,Croacia,71
2023,3,Cuba,277
2023,3,Dinamarca,247
2023,3,Ecuador,17022
2023,3,Estados Unidos,36346
2023,3,Egipto,22
2023,3,El Salvador,265
2023,3,Eslovaquia,121
2023,3,Eslovenia,51
2023,3,España,6870
2023,3,Filipinas,345
2023,3,Finlandia,97
2023,3,Francia,2956
2023,3,Grecia,106
2023,3,Guatemala,456
2023,3,Honduras,187
2023,3,Hong Kong,87
2023,3,Hungría,93
2023,3,India,433
2023,3,Indonesia,119
2023,3,Irlanda,250
2023,3,Israel,3359
2023,3,Italia,2346
2023,3,Japón,760
2023,3,Lituania,105
2023,3,Malasia,61
2023,3,Marruecos,11
2023,3,México,4530
2023,3,Nicaragua,75
2023,3,Noruega,204
2023,3,Nueva Zelandia,150
2023,3,Países Bajos,1363
2023,3,Panamá,1111
2023,3,Paraguay,349
2023,3,Polonia,340
2023,3,Portugal,262
2023,3,Puerto Rico,51
2023,3,Reino Unido,2794
2023,3,Republica Checa,220
2023,3,Rep. Dominicana,512
2023,3,Rumania,144
2023,3,Rusia (Fed),565
2023,3,Singapur,99
2023,3,Sudáfrica,87
2023,3,Suecia,306
2023,3,Suiza,850
2023,3,Tailandia,54
2023,3,Taiwán,168
2023,3,Trinidad y Tobago,5
2023,3,Turquía,218
2023,3,Ucrania,176
2023,3,Uruguay,611
2023,3,Venezuela,0
2023,3,Vietnam,46
2023,3,Resto del Mundo,602
2012,4,Alemania,4725
2012,4,Argentina,12742
2012,4,Aruba,22
2012,4,Australia,3181
2012,4,Austria,553
2012,4,Bélgica,1102
2012,4,Bielorrusia,78
2012,4,Bolivia,7745
2012,4,Brasil,10243
2012,4,Bulgaria,79
2012,4,Canadá,5261
2012,4,Chile,57350
2012,4,China,658
2012,4,Colombia,9628
2012,4,Corea del Sur,1082
2012,4,Costa Rica,760
2012,4,Croacia,98
2012,4,Cuba,289
2012,4,Dinamarca,523
2012,4,Ecuador,13853
2012,4,Estados Unidos,33169
2012,4,Egipto,12
2012,4,El Salvador,431
2012,4,Eslovaquia,185
2012,4,Eslovenia,85
2012,4,España,7010
2012,4,Filipinas,304
2012,4,Finlandia,223
2012,4,Francia,7159
2012,4,Grecia,92
2012,4,Guatemala,259
2012,4,Honduras,148
2012,4,Hong Kong,65
2012,4,Hungría,161
2012,4,India,302
2012,4,Indonesia,90
2012,4,Irlanda,434
2012,4,Israel,2204
2012,4,Italia,2870
2012,4,Japón,4620
2012,4,Lituania,72
2012,4,Malasia,86
2012,4,Marruecos,22
2012,4,México,3984
2012,4,Nicaragua,130
2012,4,Noruega,535
2012,4,Nueva Zelandia,497
2012,4,Países Bajos,1933
2012,4,Panamá,923
2012,4,Paraguay,383
2012,4,Polonia,649
2012,4,Portugal,492
2012,4,Puerto Rico,30
2012,4,Reino Unido,5705
2012,4,Republica Checa,280
2012,4,Rep. Dominicana,210
2012,4,Rumania,152
2012,4,Rusia (Fed),732
2012,4,Singapur,131
2012,4,Sudáfrica,328
2012,4,Suecia,721
2012,4,Suiza,1776
2012,4,Tailandia,96
2012,4,Taiwán,176
2012,4,Trinidad y Tobago,29
2012,4,Turquía,134
2012,4,Ucrania,138
2012,4,Uruguay,1059
2012,4,Venezuela,4091
2012,4,Vietnam,51
2012,4,Resto del Mundo,635
2013,4,Alemania,5069
2013,4,Argentina,11441
2013,4,Aruba,22
2013,4,Australia,3294
2013,4,Austria,625
2013,4,Bélgica,992
2013,4,Bielorrusia,38
2013,4,Bolivia,6934
2013,4,Brasil,12906
2013,4,Bulgaria,105
2013,4,Canadá,5207
2013,4,Chile,61046
2013,4,China,1003
2013,4,Colombia,9943
2013,4,Corea del Sur,1029
2013,4,Costa Rica,728
2013,4,Croacia,68
2013,4,Cuba,277
2013,4,Dinamarca,568
2013,4,Ecuador,17052
2013,4,Estados Unidos,35124
2013,4,Egipto,20
2013,4,El Salvador,433
2013,4,Eslovaquia,151
2013,4,Eslovenia,95
2013,4,España,8771
2013,4,Filipinas,215
2013,4,Finlandia,230
2013,4,Francia,7839
2013,4,Grecia,126
2013,4,Guatemala,296
2013,4,Honduras,190
2013,4,Hong Kong,101
2013,4,Hungría,190
2013,4,India,338
2013,4,Indonesia,197
2013,4,Irlanda,499
2013,4,Israel,1959
2013,4,Italia,2952
2013,4,Japón,5709
2013,4,Lituania,154
2013,4,Malasia,124
2013,4,Marruecos,15
2013,4,México,4935
2013,4,Nicaragua,114
2013,4,Noruega,550
2013,4,Nueva Zelandia,517
2013,4,Países Bajos,2141
2013,4,Panamá,1222
2013,4,Paraguay,426
2013,4,Polonia,1175
2013,4,Portugal,444
2013,4,Puerto Rico,32
2013,4,Reino Unido,5158
2013,4,Republica Checa,512
2013,4,Rep. Dominicana,207
2013,4,Rumania,163
2013,4,Rusia (Fed),838
2013,4,Singapur,111
2013,4,Sudáfrica,265
2013,4,Suecia,826
2013,4,Suiza,1839
2013,4,Tailandia,90
2013,4,Taiwán,318
2013,4,Trinidad y Tobago,39
2013,4,Turquía,172
2013,4,Ucrania,187
2013,4,Uruguay,1056
2013,4,Venezuela,8000
2013,4,Vietnam,65
2013,4,Resto del Mundo,760
2014,4,Alemania,5769
2014,4,Argentina,12474
2014,4,Aruba,12
2014,4,Australia,3532
2014,4,Austria,592
2014,4,Bélgica,1329
2014,4,Bielorrusia,18
2014,4,Bolivia,9966
2014,4,Brasil,12346
2014,4,Bulgaria,137
2014,4,Canadá,5827
2014,4,Chile,53570
2014,4,China,1429
2014,4,Colombia,12781
2014,4,Corea del Sur,867
2014,4,Costa Rica,1056
2014,4,Croacia,94
2014,4,Cuba,353
2014,4,Dinamarca,594
2014,4,Ecuador,19483
2014,4,Estados Unidos,38834
2014,4,Egipto,27
2014,4,El Salvador,398
2014,4,Eslovaquia,162
2014,4,Eslovenia,76
2014,4,España,9669
2014,4,Filipinas,273
2014,4,Finlandia,188
2014,4,Francia,7533
2014,4,Grecia,88
2014,4,Guatemala,309
2014,4,Honduras,190
2014,4,Hong Kong,156
2014,4,Hungría,203
2014,4,India,435
2014,4,Indonesia,89
2014,4,Irlanda,453
2014,4,Israel,2323
2014,4,Italia,3387
2014,4,Japón,4449
2014,4,Lituania,74
2014,4,Malasia,160
2014,4,Marruecos,19
2014,4,México,6242
2014,4,Nicaragua,91
2014,4,Noruega,870
2014,4,Nueva Zelandia,569
2014,4,Países Bajos,2141
2014,4,Panamá,1322
2014,4,Paraguay,366
2014,4,Polonia,623
2014,4,Portugal,555
2014,4,Puerto Rico,48
2014,4,Reino Unido,5646
2014,4,Republica Checa,298
2014,4,Rep. Dominicana,210
2014,4,Rumania,175
2014,4,Rusia (Fed),889
2014,4,Singapur,175
2014,4,Sudáfrica,226
2014,4,Suecia,884
2014,4,Suiza,1896
2014,4,Tailandia,177
2014,4,Taiwán,254
2014,4,Trinidad y Tobago,34
2014,4,Turquía,183
2014,4,Ucrania,214
2014,4,Uruguay,1547
2014,4,Venezuela,3380
2014,4,Vietnam,83
2014,4,Resto del Mundo,813
2015,4,Alemania,6056
2015,4,Argentina,12851
2015,4,Aruba,22
2015,4,Australia,3649
2015,4,Austria,522
2015,4,Bélgica,1361
