Año,Mes,País,Turistas
2013,10,Países Bajos,2475
2013,10,Panamá,1477
2013,10,Paraguay,511
2013,10,Polonia,932
2013,10,Portugal,444
2013,10,Puerto Rico,48
2013,10,Reino Unido,5131
2013,10,Republica Checa,493
2013,10,Rep. Dominicana,264
2013,10,Rumania,206
2013,10,Rusia (Fed),861
2013,10,Singapur,108
2013,10,Sudáfrica,200
2013,10,Suecia,895
2013,10,Suiza,1921
2013,10,Tailandia,99
2013,10,Taiwán,277
2013,10,Trinidad y Tobago,38
2013,10,Turquía,488
2013,10,Ucrania,178
2013,10,Uruguay,1186
2013,10,Venezuela,22500
2013,10,Vietnam,54
2013,10,Resto del Mundo,786
2014,10,Alemania,6228
2014,10,Argentina,12448
2014,10,Aruba,12
2014,10,Australia,3893
2014,10,Austria,681
2014,10,Bélgica,1697
2014,10,Bielorrusia,70
2014,10,Bolivia,10587
2014,10,Brasil,14574
2014,10,Bulgaria,112
2014,10,Canadá,5498
2014,10,Chile,77213
2014,10,China,1400
2014,10,Colombia,12463
2014,10,Corea del Sur,1419
2014,10,Costa Rica,925
2014,10,Croacia,122
2014,10,Cuba,419
2014,10,Dinamarca,712
2014,10,Ecuador,21773
2014,10,Estados Unidos,38894
2014,10,Egipto,41
2014,10,El Salvador,522
2014,10,Eslovaquia,206
2014,10,Eslovenia,113
2014,10,España,11299
2014,10,Filipinas,229
2014,10,Finlandia,325
2014,10,Francia,8700
2014,10,Grecia,130
2014,10,Guatemala,392
2014,10,Honduras,217
2014,10,Hong Kong,113
2014,10,Hungría,331
2014,10,India,363
2014,10,Indonesia,134
2014,10,Irlanda,570
2014,10,Israel,733
2014,10,Italia,4243
2014,10,Japón,4412
2014,10,Lituania,134
2014,10,Malasia,219
2014,10,Marruecos,25
2014,10,México,5601
2014,10,Nicaragua,123
2014,10,Noruega,594
2014,10,Nueva Zelandia,549
2014,10,Países Bajos,2477
2014,10,Panamá,1564
2014,10,Paraguay,667
2014,10,Polonia,742
2014,10,Portugal,580
2014,10,Puerto Rico,58
2014,10,Reino Unido,5260
2014,10,Republica Checa,416
2014,10,Rep. Dominicana,330
2014,10,Rumania,230
2014,10,Rusia (Fed),902
2014,10,Singapur,140
2014,10,Sudáfrica,254
2014,10,Suecia,955
2014,10,Suiza,2124
2014,10,Tailandia,64
2014,10,Taiwán,326
2014,10,Trinidad y Tobago,88
2014,10,Turquía,330
2014,10,Ucrania,195
2014,10,Uruguay,1147
2014,10,Venezuela,3377
2014,10,Vietnam,74
2014,10,Resto del Mundo,937
2015,10,Alemania,7167
2015,10,Argentina,12944
2015,10,Aruba,11
2015,10,Australia,4224
2015,10,Austria,847
2015,10,Bélgica,1577
2015,10,Bielorrusia,73
2015,10,Bolivia,12630
2015,10,Brasil,13034
2015,10,Bulgaria,166
2015,10,Canadá,6063
2015,10,Chile,82354
2015,10,China,1821
2015,10,Colombia,13637
2015,10,Corea del Sur,1718
2015,10,Costa Rica,1017
2015,10,Croacia,91
2015,10,Cuba,521
2015,10,Dinamarca,743
2015,10,Ecuador,26089
2015,10,Estados Unidos,43268
2015,10,Egipto,58
2015,10,El Salvador,623
2015,10,Eslovaquia,173
2015,10,Eslovenia,155
2015,10,España,11878
2015,10,Filipinas,338
2015,10,Finlandia,325
2015,10,Francia,9769
2015,10,Grecia,147
2015,10,Guatemala,474
2015,10,Honduras,266
2015,10,Hong Kong,151
2015,10,Hungría,299
2015,10,India,517
2015,10,Indonesia,172
2015,10,Irlanda,620
2015,10,Israel,760
2015,10,Italia,4857
2015,10,Japón,3770
2015,10,Lituania,99
2015,10,Malasia,401
2015,10,Marruecos,40
2015,10,México,6600
2015,10,Nicaragua,145
2015,10,Noruega,581
2015,10,Nueva Zelandia,560
2015,10,Países Bajos,2852
2015,10,Panamá,1858
2015,10,Paraguay,725
2015,10,Polonia,770
2015,10,Portugal,625
2015,10,Puerto Rico,60
2015,10,Reino Unido,6404
2015,10,Republica Checa,571
2015,10,Rep. Dominicana,273
2015,10,Rumania,224
2015,10,Rusia (Fed),875
2015,10,Singapur,189
2015,10,Sudáfrica,328
2015,10,Suecia,1130
2015,10,Suiza,2237
2015,10,Tailandia,101
2015,10,Taiwán,419
2015,10,Trinidad y Tobago,64
2015,10,Turquía,340
2015,10,Ucrania,168
2015,10,Uruguay,1375
2015,10,Venezuela,3940
2015,10,Vietnam,61
2015,10,Resto del Mundo,2373
2016,10,Alemania,7116
2016,10,Argentina,14081
2016,10,Aruba,14
2016,10,Australia,3958
2016,10,Austria,811
2016,10,Bélgica,1511
2016,10,Bielorrusia,48
2016,10,Bolivia,12113
2016,10,Brasil,13497
2016,10,Bulgaria,163
2016,10,Canadá,6006
2016,10,Chile,94753
2016,10,China,2540
2016,10,Colombia,16761
2016,10,Corea del Sur,1359
2016,10,Costa Rica,1549
2016,10,Croacia,134
2016,10,Cuba,507
2016,10,Dinamarca,645
2016,10,Ecuador,29129
2016,10,Estados Unidos,42618
2016,10,Egipto,29
2016,10,El Salvador,506
2016,10,Eslovaquia,177
2016,10,Eslovenia,67
2016,10,España,12605
2016,10,Filipinas,345
2016,10,Finlandia,286
2016,10,Francia,9473
2016,10,Grecia,149
2016,10,Guatemala,653
2016,10,Honduras,412
2016,10,Hong Kong,186
2016,10,Hungría,243
2016,10,India,444
2016,10,Indonesia,220
2016,10,Irlanda,683
2016,10,Israel,864
2016,10,Italia,5071
2016,10,Japón,3181
2016,10,Lituania,174
2016,10,Malasia,96
2016,10,Marruecos,39
2016,10,México,7662
2016,10,Nicaragua,184
2016,10,Noruega,499
2016,10,Nueva Zelandia,733
2016,10,Países Bajos,3169
2016,10,Panamá,1880
2016,10,Paraguay,824
2016,10,Polonia,859
2016,10,Portugal,727
2016,10,Puerto Rico,65
2016,10,Reino Unido,6338
2016,10,Republica Checa,475
2016,10,Rep. Dominicana,395
2016,10,Rumania,271
2016,10,Rusia (Fed),898
2016,10,Singapur,134
2016,10,Sudáfrica,217
2016,10,Suecia,1023
2016,10,Suiza,2389
2016,10,Tailandia,99
2016,10,Taiwán,401
2016,10,Trinidad y Tobago,42
2016,10,Turquía,212
2016,10,Ucrania,205
2016,10,Uruguay,1716
2016,10,Venezuela,6750
2016,10,Vietnam,92
2016,10,Resto del Mundo,1090
2017,10,Alemania,7541
2017,10,Argentina,16187
2017,10,Aruba,4
2017,10,Australia,4003
2017,10,Austria,876
2017,10,Bélgica,1372
2017,10,Bielorrusia,121
2017,10,Bolivia,11747
2017,10,Brasil,15545
2017,10,Bulgaria,161
2017,10,Canadá,7470
2017,10,Chile,93501
2017,10,China,2884
2017,10,Colombia,18161
2017,10,Corea del Sur,2721
2017,10,Costa Rica,1393
2017,10,Croacia,94
2017,10,Cuba,407
2017,10,Dinamarca,619
2017,10,Ecuador,19901
2017,10,Estados Unidos,46677
2017,10,Egipto,20
2017,10,El Salvador,532
2017,10,Eslovaquia,111
2017,10,Eslovenia,151
2017,10,España,12802
2017,10,Filipinas,263
2017,10,Finlandia,261
2017,10,Francia,9652
2017,10,Grecia,180
2017,10,Guatemala,565
2017,10,Honduras,337
2017,10,Hong Kong,173
2017,10,Hungría,317
2017,10,India,489
2017,10,Indonesia,274
2017,10,Irlanda,654
2017,10,Israel,647
2017,10,Italia,5332
2017,10,Japón,3769
2017,10,Lituania,185
2017,10,Malasia,254
2017,10,Marruecos,9
2017,10,México,8436
2017,10,Nicaragua,156
2017,10,Noruega,510
2017,10,Nueva Zelandia,720
2017,10,Países Bajos,3332
2017,10,Panamá,2087
2017,10,Paraguay,1417
2017,10,Polonia,683
2017,10,Portugal,769
2017,10,Puerto Rico,38
2017,10,Reino Unido,6930
2017,10,Republica Checa,522
2017,10,Rep. Dominicana,713
2017,10,Rumania,237
2017,10,Rusia (Fed),804
2017,10,Singapur,231
2017,10,Sudáfrica,152
2017,10,Suecia,1053
2017,10,Suiza,2189
2017,10,Tailandia,129
2017,10,Taiwán,831
2017,10,Trinidad y Tobago,62
2017,10,Turquía,266
2017,10,Ucrania,200
2017,10,Uruguay,2456
2017,10,Venezuela,28505
2017,10,Vietnam,61
2017,10,Resto del Mundo,828
2018,10,Alemania,7580
2018,10,Argentina,14885
2018,10,Aruba,5
2018,10,Australia,3987
2018,10,Austria,875
2018,10,Bélgica,1433
2018,10,Bielorrusia,68
2018,10,Bolivia,13268
2018,10,Brasil,14215
2018,10,Bulgaria,235
2018,10,Canadá,7319
2018,10,Chile,96929
2018,10,China,2972
2018,10,Colombia,17457
2018,10,Corea del Sur,2063
2018,10,Costa Rica,1546
2018,10,Croacia,121
2018,10,Cuba,1016
2018,10,Dinamarca,844
2018,10,Ecuador,22547
2018,10,Estados Unidos,48042
2018,10,Egipto,30
2018,10,El Salvador,491
2018,10,Eslovaquia,181
2018,10,Eslovenia,136
2018,10,España,12426
2018,10,Filipinas,400
2018,10,Finlandia,218
2018,10,Francia,10049
2018,10,Grecia,175
2018,10,Guatemala,548
2018,10,Honduras,303
2018,10,Hong Kong,211
2018,10,Hungría,416
2018,10,India,833
2018,10,Indonesia,356
2018,10,Irlanda,731
2018,10,Israel,613
2018,10,Italia,5446
2018,10,Japón,3969
2018,10,Lituania,181
2018,10,Malasia,298
2018,10,Marruecos,25
2018,10,México,9182
2018,10,Nicaragua,145
2018,10,Noruega,481
2018,10,Nueva Zelandia,728
2018,10,Países Bajos,3235
2018,10,Panamá,1845
2018,10,Paraguay,1110
2018,10,Polonia,865
2018,10,Portugal,761
2018,10,Puerto Rico,57
2018,10,Reino Unido,6787
2018,10,Republica Checa,663
2018,10,Rep. Dominicana,721
2018,10,Rumania,394
2018,10,Rusia (Fed),744
2018,10,Singapur,256
2018,10,Sudáfrica,237
2018,10,Suecia,1107
2018,10,Suiza,2268
2018,10,Tailandia,154
2018,10,Taiwán,739
2018,10,Trinidad y Tobago,59
2018,10,Turquía,271
2018,10,Ucrania,198
2018,10,Uruguay,2293
2018,10,Venezuela,45500
2018,10,Vietnam,52
2018,10,Resto del Mundo,1089
2019,10,Alemania,8258
2019,10,Argentina,15655
2019,10,Aruba,20
2019,10,Australia,4280
2019,10,Austria,921
2019,10,Bélgica,1613
2019,10,Bielorrusia,71
2019,10,Bolivia,14618
2019,10,Brasil,15290
2019,10,Bulgaria,231
2019,10,Canadá,8095
2019,10,Chile,92688
2019,10,China,3391
2019,10,Colombia,17816
2019,10,Corea del Sur,1901
2019,10,Costa Rica,2053
2019,10,Croacia,128
2019,10,Cuba,1108
2019,10,Dinamarca,746
2019,10,Ecuador,22075
2019,10,Estados Unidos,49061
2019,10,Egipto,41
2019,10,El Salvador,591
2019,10,Eslovaquia,227
2019,10,Eslovenia,135
2019,10,España,13294
2019,10,Filipinas,449
2019,10,Finlandia,262
2019,10,Francia,11035
2019,10,Grecia,174
2019,10,Guatemala,798
2019,10,Honduras,531
2019,10,Hong Kong,277
2019,10,Hungría,413
2019,10,India,659
2019,10,Indonesia,297
2019,10,Irlanda,747
2019,10,Israel,1009
2019,10,Italia,5545
2019,10,Japón,3121
2019,10,Lituania,173
2019,10,Malasia,347
2019,10,Marruecos,42
2019,10,México,12054
2019,10,Nicaragua,196
2019,10,Noruega,535
2019,10,Nueva Zelandia,669
2019,10,Países Bajos,3477
2019,10,Panamá,1994
2019,10,Paraguay,1247
2019,10,Polonia,1061
2019,10,Portugal,923
2019,10,Puerto Rico,109
2019,10,Reino Unido,7240
2019,10,Republica Checa,585
2019,10,Rep. Dominicana,642
2019,10,Rumania,340
2019,10,Rusia (Fed),1031
2019,10,Singapur,314
2019,10,Sudáfrica,256
2019,10,Suecia,1144
2019,10,Suiza,2139
2019,10,Tailandia,176
2019,10,Taiwán,757
2019,10,Trinidad y Tobago,43
2019,10,Turquía,336
2019,10,Ucrania,310
2019,10,Uruguay,2119
2019,10,Venezuela,4239
2019,10,Vietnam,80
2019,10,Resto del Mundo,1234
2020,10,Alemania,38
2020,10,Argentina,131
2020,10,Aruba,0
2020,10,Australia,14
2020,10,Austria,3
2020,10,Bélgica,9
2020,10,Bielorrusia,1
2020,10,Bolivia,131
2020,10,Brasil,197
2020,10,Bulgaria,1
2020,10,Canadá,38
2020,10,Chile,1661
2020,10,China,21
2020,10,Colombia,701
2020,10,Corea del Sur,13
2020,10,Costa Rica,12
2020,10,Croacia,3
2020,10,Cuba,2
2020,10,Dinamarca,4
2020,10,Ecuador,241
2020,10,Estados Unidos,843
2020,10,Egipto,0
2020,10,El Salvador,1
2020,10,Eslovaquia,0
2020,10,Eslovenia,1
2020,10,España,175
2020,10,Filipinas,1
2020,10,Finlandia,1
2020,10,Francia,49
2020,10,Grecia,3
2020,10,Guatemala,7
2020,10,Honduras,3
2020,10,Hong Kong,0
2020,10,Hungría,0
2020,10,India,1
2020,10,Indonesia,3
2020,10,Irlanda,3
2020,10,Israel,2
2020,10,Italia,75
2020,10,Japón,6
2020,10,Lituania,2
2020,10,Malasia,0
2020,10,Marruecos,1
2020,10,México,81
2020,10,Nicaragua,0
2020,10,Noruega,1
2020,10,Nueva Zelandia,5
2020,10,Países Bajos,13
2020,10,Panamá,56
2020,10,Paraguay,6
2020,10,Polonia,6
2020,10,Portugal,6
2020,10,Puerto Rico,1
2020,10,Reino Unido,44
2020,10,Republica Checa,4
2020,10,Rep. Dominicana,3
2020,10,Rumania,5
2020,10,Rusia (Fed),9
2020,10,Singapur,0
2020,10,Sudáfrica,1
2020,10,Suecia,5
2020,10,Suiza,13
2020,10,Tailandia,0
2020,10,Taiwán,2
2020,10,Trinidad y Tobago,0
2020,10,Turquía,7
2020,10,Ucrania,1
2020,10,Uruguay,47
2020,10,Venezuela,0
2020,10,Vietnam,0
2020,10,Resto del Mundo,15
2021,10,Alemania,1439
2021,10,Argentina,1542
2021,10,Aruba,11
2021,10,Australia,65
2021,10,Austria,124
2021,10,Bélgica,378
2021,10,Bielorrusia,26
2021,10,Bolivia,528
2021,10,Brasil,2343
2021,10,Bulgaria,94
2021,10,Canadá,1157
2021,10,Chile,4872
2021,10,China,277
2021,10,Colombia,5575
2021,10,Corea del Sur,82
2021,10,Costa Rica,394
2021,10,Croacia,44
2021,10,Cuba,19
2021,10,Dinamarca,111
2021,10,Ecuador,1643
2021,10,Estados Unidos,22672
2021,10,Egipto,11
2021,10,El Salvador,91
2021,10,Eslovaquia,33
2021,10,Eslovenia,57
2021,10,España,4436
2021,10,Filipinas,33
2021,10,Finlandia,24
2021,10,Francia,2354
2021,10,Grecia,47
2021,10,Guatemala,279
2021,10,Honduras,191
2021,10,Hong Kong,6
2021,10,Hungría,177
2021,10,India,71
2021,10,Indonesia,16
2021,10,Irlanda,76
2021,10,Israel,474
2021,10,Italia,1315
2021,10,Japón,135
2021,10,Lituania,37
2021,10,Malasia,8
2021,10,Marruecos,6
2021,10,México,3059
2021,10,Nicaragua,33
2021,10,Noruega,36
2021,10,Nueva Zelandia,12
2021,10,Países Bajos,502
2021,10,Panamá,406
2021,10,Paraguay,177
2021,10,Polonia,331
2021,10,Portugal,225
2021,10,Puerto Rico,57
2021,10,Reino Unido,321
2021,10,Republica Checa,101
2021,10,Rep. Dominicana,259
2021,10,Rumania,139
2021,10,Rusia (Fed),501
2021,10,Singapur,7
2021,10,Sudáfrica,10
2021,10,Suecia,204
2021,10,Suiza,657
2021,10,Tailandia,6
2021,10,Taiwán,16
2021,10,Trinidad y Tobago,7
2021,10,Turquía,76
2021,10,Ucrania,233
2021,10,Uruguay,306
2021,10,Venezuela,0
2021,10,Vietnam,2
2021,10,Resto del Mundo,303
2022,10,Alemania,4617
2022,10,Argentina,8238
2022,10,Aruba,6
2022,10,Australia,1253
2022,10,Austria,502
2022,10,Bélgica,1526
2022,10,Bielorrusia,22
2022,10,Bolivia,13239
2022,10,Brasil,10929
2022,10,Bulgaria,116
2022,10,Canadá,4062
2022,10,Chile,49538
2022,10,China,945
2022,10,Colombia,13849
2022,10,Corea del Sur,644
2022,10,Costa Rica,2126
2022,10,Croacia,120
2022,10,Cuba,295
2022,10,Dinamarca,671
2022,10,Ecuador,17178
2022,10,Estados Unidos,39520
2022,10,Egipto,17
2022,10,El Salvador,549
2022,10,Eslovaquia,147
2022,10,Eslovenia,158
2022,10,España,8716
2022,10,Filipinas,429
2022,10,Finlandia,183
2022,10,Francia,5753
2022,10,Grecia,213
2022,10,Guatemala,722
2022,10,Honduras,433
2022,10,Hong Kong,42
2022,10,Hungría,307
2022,10,India,509
2022,10,Indonesia,105
2022,10,Irlanda,604
2022,10,Israel,973
2022,10,Italia,3342
2022,10,Japón,527
2022,10,Lituania,128
2022,10,Malasia,82
2022,10,Marruecos,21
2022,10,México,8946
2022,10,Nicaragua,151
2022,10,Noruega,418
2022,10,Nueva Zelandia,206
2022,10,Países Bajos,2526
2022,10,Panamá,1591
2022,10,Paraguay,494
2022,10,Polonia,834
2022,10,Portugal,635
2022,10,Puerto Rico,99
2022,10,Reino Unido,4380
2022,10,Republica Checa,372
2022,10,Rep. Dominicana,969
2022,10,Rumania,358
2022,10,Rusia (Fed),474
2022,10,Singapur,79
2022,10,Sudáfrica,226
2022,10,Suecia,596
2022,10,Suiza,1290
2022,10,Tailandia,74
2022,10,Taiwán,136
2022,10,Trinidad y Tobago,27
2022,10,Turquía,270
2022,10,Ucrania,173
2022,10,Uruguay,1218
2022,10,Venezuela,0
2022,10,Vietnam,25
2022,10,Resto del Mundo,869
2023,10,Alemania,4578
2023,10,Argentina,8201
2023,10,Aruba,12
2023,10,Australia,2279
2023,10,Austria,460
2023,10,Bélgica,855
2023,10,Bielorrusia,29
2023,10,Bolivia,14732
2023,10,Brasil,13764
2023,10,Bulgaria,105
2023,10,Canadá,4234
2023,10,Chile,53789
2023,10,China,2196
2023,10,Colombia,13250
2023,10,Corea del Sur,995
2023,10,Costa Rica,1571
2023,10,Croacia,69
2023,10,Cuba,396
2023,10,Dinamarca,581
2023,10,Ecuador,19824
2023,10,Estados Unidos,42482
2023,10,Egipto,19
2023,10,El Salvador,373
2023,10,Eslovaquia,202
2023,10,Eslovenia,150
2023,10,España,8738
2023,10,Filipinas,525
2023,10,Finlandia,150
2023,10,Francia,5319
2023,10,Grecia,159
2023,10,Guatemala,820
2023,10,Honduras,346
2023,10,Hong Kong,100
2023,10,Hungría,285
2023,10,India,791
2023,10,Indonesia,165
2023,10,Irlanda,594
2023,10,Israel,461
2023,10,Italia,2847
2023,10,Japón,1042
2023,10,Lituania,198
2023,10,Malasia,186
2023,10,Marruecos,29
2023,10,México,7744
2023,10,Nicaragua,104
2023,10,Noruega,345
2023,10,Nueva Zelandia,291
2023,10,Países Bajos,2135
2023,10,Panamá,1360
2023,10,Paraguay,522
2023,10,Polonia,981
2023,10,Portugal,447
2023,10,Puerto Rico,170
2023,10,Reino Unido,4660
2023,10,Republica Checa,503
2023,10,Rep. Dominicana,931
2023,10,Rumania,375
2023,10,Rusia (Fed),658
2023,10,Singapur,202
2023,10,Sudáfrica,129
2023,10,Suecia,552
2023,10,Suiza,1367
2023,10,Tailandia,73
2023,10,Taiwán,294
2023,10,Trinidad y Tobago,46
2023,10,Turquía,397
2023,10,Ucrania,213
2023,10,Uruguay,831
2023,10,Venezuela,0
2023,10,Vietnam,40
2023,10,Resto del Mundo,923
2012,11,Alemania,4846
2012,11,Argentina,9986
2012,11,Aruba,23
2012,11,Australia,3112
2012,11,Austria,636
2012,11,Bélgica,870
2012,11,Bielorrusia,45
2012,11,Bolivia,7487
2012,11,Brasil,10674
2012,11,Bulgaria,100
2012,11,Canadá,4859
2012,11,Chile,72647
2012,11,China,1351
2012,11,Colombia,11531
2012,11,Corea del Sur,1302
2012,11,Costa Rica,826
2012,11,Croacia,98
2012,11,Cuba,318
2012,11,Dinamarca,479
2012,11,Ecuador,15490
2012,11,Estados Unidos,34958
2012,11,Egipto,24
2012,11,El Salvador,606
2012,11,Eslovaquia,170
2012,11,Eslovenia,106
2012,11,España,9947
2012,11,Filipinas,275
2012,11,Finlandia,229
2012,11,Francia,5812
2012,11,Grecia,81
2012,11,Guatemala,439
2012,11,Honduras,216
2012,11,Hong Kong,45
2012,11,Hungría,212
2012,11,India,377
2012,11,Indonesia,119
2012,11,Irlanda,392
2012,11,Israel,464
2012,11,Italia,3787
2012,11,Japón,4471
2012,11,Lituania,74
2012,11,Malasia,101
2012,11,Marruecos,28
2012,11,México,5052
2012,11,Nicaragua,160
2012,11,Noruega,517
2012,11,Nueva Zelandia,420
2012,11,Países Bajos,1781
2012,11,Panamá,1300
2012,11,Paraguay,474
2012,11,Polonia,737
2012,11,Portugal,438
2012,11,Puerto Rico,35
2012,11,Reino Unido,3729
2012,11,Republica Checa,242
2012,11,Rep. Dominicana,275
2012,11,Rumania,217
2012,11,Rusia (Fed),872
2012,11,Singapur,109
2012,11,Sudáfrica,208
2012,11,Suecia,1177
2012,11,Suiza,1590
2012,11,Tailandia,84
2012,11,Taiwán,315
2012,11,Trinidad y Tobago,45
2012,11,Turquía,77
2012,11,Ucrania,241
2012,11,Uruguay,888
2012,11,Venezuela,7389
2012,11,Vietnam,55
2012,11,Resto del Mundo,773
2013,11,Alemania,4917
2013,11,Argentina,10369
2013,11,Aruba,21
2013,11,Australia,2900
2013,11,Austria,727
2013,11,Bélgica,952
2013,11,Bielorrusia,30
2013,11,Bolivia,10904
2013,11,Brasil,11414
2013,11,Bulgaria,113
2013,11,Canadá,5015
2013,11,Chile,68372
2013,11,China,1270
2013,11,Colombia,10979
2013,11,Corea del Sur,1176
2013,11,Costa Rica,825
2013,11,Croacia,94
2013,11,Cuba,430
2013,11,Dinamarca,426
2013,11,Ecuador,16531
2013,11,Estados Unidos,36032
2013,11,Egipto,24
2013,11,El Salvador,702
2013,11,Eslovaquia,191
2013,11,Eslovenia,69
2013,11,España,11244
2013,11,Filipinas,161
2013,11,Finlandia,417
2013,11,Francia,6052
2013,11,Grecia,101
2013,11,Guatemala,880
2013,11,Honduras,230
2013,11,Hong Kong,73
2013,11,Hungría,272
2013,11,India,414
2013,11,Indonesia,194
2013,11,Irlanda,485
2013,11,Israel,477
2013,11,Italia,3896
2013,11,Japón,4301
2013,11,Lituania,76
2013,11,Malasia,186
2013,11,Marruecos,31
2013,11,México,5477
2013,11,Nicaragua,115
2013,11,Noruega,544
2013,11,Nueva Zelandia,422
2013,11,Países Bajos,1966
2013,11,Panamá,1574
2013,11,Paraguay,518
2013,11,Polonia,968
2013,11,Portugal,510
2013,11,Puerto Rico,60
2013,11,Reino Unido,3868
2013,11,Republica Checa,300
2013,11,Rep. Dominicana,527
2013,11,Rumania,275
2013,11,Rusia (Fed),831
2013,11,Singapur,125
2013,11,Sudáfrica,184
2013,11,Suecia,1216
2013,11,Suiza,1662
2013,11,Tailandia,94
2013,11,Taiwán,293
2013,11,Trinidad y Tobago,28
2013,11,Turquía,151
2013,11,Ucrania,174
2013,11,Uruguay,838
2013,11,Venezuela,21069
2013,11,Vietnam,156
2013,11,Resto del Mundo,817
2014,11,Alemania,5904
2014,11,Argentina,10243
2014,11,Aruba,9
2014,11,Australia,3484
2014,11,Austria,677
2014,11,Bélgica,1207
2014,11,Bielorrusia,70
2014,11,Bolivia,10214
2014,11,Brasil,12259
2014,11,Bulgaria,102
2014,11,Canadá,5561
2014,11,Chile,72226
2014,11,China,1725
2014,11,Colombia,12951
2014,11,Corea del Sur,1749
2014,11,Costa Rica,933
2014,11,Croacia,112
2014,11,Cuba,388
2014,11,Dinamarca,525
2014,11,Ecuador,17667
2014,11,Estados Unidos,36749
2014,11,Egipto,52
2014,11,El Salvador,563
2014,11,Eslovaquia,180
2014,11,Eslovenia,98
2014,11,España,11671
2014,11,Filipinas,257
2014,11,Finlandia,439
2014,11,Francia,6402
2014,11,Grecia,112
2014,11,Guatemala,435
2014,11,Honduras,220
2014,11,Hong Kong,110
2014,11,Hungría,223
2014,11,India,591
2014,11,Indonesia,232
2014,11,Irlanda,435
2014,11,Israel,481
2014,11,Italia,4637
2014,11,Japón,3902
2014,11,Lituania,137
2014,11,Malasia,157
2014,11,Marruecos,29
2014,11,México,6441
2014,11,Nicaragua,232
2014,11,Noruega,477
2014,11,Nueva Zelandia,507
2014,11,Países Bajos,2121
2014,11,Panamá,1497
2014,11,Paraguay,784
2014,11,Polonia,1195
2014,11,Portugal,489
2014,11,Puerto Rico,51
2014,11,Reino Unido,4382
2014,11,Republica Checa,403
2014,11,Rep. Dominicana,273
2014,11,Rumania,210
2014,11,Rusia (Fed),908
2014,11,Singapur,149
2014,11,Sudáfrica,290
2014,11,Suecia,1462
2014,11,Suiza,1798
2014,11,Tailandia,95
2014,11,Taiwán,330
2014,11,Trinidad y Tobago,31
2014,11,Turquía,183
2014,11,Ucrania,227
2014,11,Uruguay,1202
2014,11,Venezuela,3799
2014,11,Vietnam,80
2014,11,Resto del Mundo,1833
2015,11,Alemania,5564
2015,11,Argentina,11329
2015,11,Aruba,13
2015,11,Australia,3301
2015,11,Austria,572
2015,11,Bélgica,1053
2015,11,Bielorrusia,85
2015,11,Bolivia,10603
2015,11,Brasil,9460
2015,11,Bulgaria,130
2015,11,Canadá,5671
2015,11,Chile,76711
2015,11,China,1777
2015,11,Colombia,14258
2015,11,Corea del Sur,2031
2015,11,Costa Rica,1146
2015,11,Croacia,118
2015,11,Cuba,499
2015,11,Dinamarca,547
2015,11,Ecuador,21058
2015,11,Estados Unidos,40442
2015,11,Egipto,16
2015,11,El Salvador,737
2015,11,Eslovaquia,162
2015,11,Eslovenia,83
2015,11,España,12403
2015,11,Filipinas,258
2015,11,Finlandia,318
2015,11,Francia,6719
2015,11,Grecia,150
2015,11,Guatemala,518
2015,11,Honduras,255
2015,11,Hong Kong,136
2015,11,Hungría,365
2015,11,India,641
2015,11,Indonesia,170
2015,11,Irlanda,524
2015,11,Israel,512
2015,11,Italia,5036
2015,11,Japón,3977
2015,11,Lituania,89
2015,11,Malasia,159
2015,11,Marruecos,24
2015,11,México,7695
2015,11,Nicaragua,135
2015,11,Noruega,472
2015,11,Nueva Zelandia,538
2015,11,Países Bajos,2292
2015,11,Panamá,1811
2015,11,Paraguay,958
2015,11,Polonia,1287
2015,11,Portugal,649
2015,11,Puerto Rico,69
2015,11,Reino Unido,4589
2015,11,Republica Checa,440
2015,11,Rep. Dominicana,520
2015,11,Rumania,275
2015,11,Rusia (Fed),908
2015,11,Singapur,157
2015,11,Sudáfrica,233
2015,11,Suecia,1254
2015,11,Suiza,1881
2015,11,Tailandia,149
2015,11,Taiwán,513
2015,11,Trinidad y Tobago,58
2015,11,Turquía,206
2015,11,Ucrania,249
2015,11,Uruguay,998
2015,11,Venezuela,3953
2015,11,Vietnam,60
2015,11,Resto del Mundo,955
2016,11,Alemania,5624
2016,11,Argentina,11083
2016,11,Aruba,9
2016,11,Australia,3570
2016,11,Austria,653
2016,11,Bélgica,1086
2016,11,Bielorrusia,111
2016,11,Bolivia,11323
2016,11,Brasil,11912
2016,11,Bulgaria,142
2016,11,Canadá,5662
2016,11,Chile,74207
2016,11,China,3502
2016,11,Colombia,17641
2016,11,Corea del Sur,1630
2016,11,Costa Rica,1444
2016,11,Croacia,112
2016,11,Cuba,469
2016,11,Dinamarca,433
2016,11,Ecuador,35227
2016,11,Estados Unidos,42491
2016,11,Egipto,23
2016,11,El Salvador,496
2016,11,Eslovaquia,223
2016,11,Eslovenia,92
2016,11,España,12261
2016,11,Filipinas,457
2016,11,Finlandia,350
2016,11,Francia,6802
2016,11,Grecia,144
2016,11,Guatemala,699
2016,11,Honduras,252
2016,11,Hong Kong,219
2016,11,Hungría,324
2016,11,India,570
2016,11,Indonesia,330
2016,11,Irlanda,522
2016,11,Israel,521
2016,11,Italia,5105
2016,11,Japón,3170
2016,11,Lituania,113
2016,11,Malasia,234
2016,11,Marruecos,30
2016,11,México,8162
2016,11,Nicaragua,183
2016,11,Noruega,382
